"lang"
{
"Language"	"turkish"
"DOTA_Lobby_No_Players_Title"	"BİR TAKIMDA OYUNCU YOK"
"[english]DOTA_Lobby_No_Players_Title"	"NO PLAYERS ON A TEAM"
"DOTA_Lobby_No_Players_Desc"	"Radiant ya da Dire takımında en az bir oyuncu olması gereklidir."
"[english]DOTA_Lobby_No_Players_Desc"	"You must have at least one player on the Radiant or Dire team."
"DOTA_Tooltip_modifier_razor_unstablecurrent_slow_Description"	"Hareket hızı %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% ve saldırı hızı %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% etkilendi"
"[english]DOTA_Tooltip_modifier_razor_unstablecurrent_slow_Description"	"Movement speed affected by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and attack speed by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%"
"DOTA_Tooltip_ability_item_abyssal_blade_Note0"	"Sersemletme yakın menzildir."
"[english]DOTA_Tooltip_ability_item_abyssal_blade_Note0"	"The stun is melee range."
"DOTA_Tooltip_ability_item_abyssal_blade_Note1"	"Diğer darbeler ile istiflenmez."
"[english]DOTA_Tooltip_ability_item_abyssal_blade_Note1"	"Doesn't stack with other bashes."
"DOTA_Tooltip_ability_item_armlet_Note0"	"Kuvvet değişikliği hem maksimum hem de mevcut can değerini etkiler fakat kuvvet değişikliğinden ölmezsiniz."
"[english]DOTA_Tooltip_ability_item_armlet_Note0"	"The strength change will affect both maximum and current HP, but you cannot die from the change."
"DOTA_Tooltip_ability_item_basher_Note0"	"Diğer Darbe kaynakları ile istiflenmez ancak mini darbelerle istiflenir (Monkey King Bar vb)."
"[english]DOTA_Tooltip_ability_item_basher_Note0"	"Does not stack with other sources of Bash, however it will stack with Mini-Bash (e.g. Monkey King Bar)."
"DOTA_Tooltip_ability_item_bfury_Note0"	"Saçma hasarı zırh değeri tarafından değil zırh türü tarafından azaltılır."
"[english]DOTA_Tooltip_ability_item_bfury_Note0"	"Cleave damage is reduced by armor type but not by armor value."
"DOTA_Tooltip_ability_item_bfury_Note1"	"Saçma hasarı büyü bağışıklığından geçer."
"[english]DOTA_Tooltip_ability_item_bfury_Note1"	"Cleave damage goes through spell immunity."
"DOTA_Tooltip_ability_item_black_king_bar_Note0"	"Bir başka Black King Bar satın almak bağışıklık süresini sıfırlamayacaktır."
"[english]DOTA_Tooltip_ability_item_black_king_bar_Note0"	"Purchasing another Black King Bar will not reset its immunity duration."
"DOTA_Tooltip_ability_item_black_king_bar_Note1"	"Black King Bar'ı kullanmak bazı pozitif etkileri kaldırabilir."
"[english]DOTA_Tooltip_ability_item_black_king_bar_Note1"	"Using Black King Bar may remove some positive buffs."
"DOTA_Tooltip_ability_item_blade_mail_Note0"	"Hasar Yansıtması azaltmalardan sonra hesaplanır."
"[english]DOTA_Tooltip_ability_item_blade_mail_Note0"	"Damage Return is calculated after reductions."
"DOTA_Tooltip_ability_item_blade_mail_Note1"	"Hasar Yansıtma diğer Blademail türlerinden hasar yansıtmaz."
"[english]DOTA_Tooltip_ability_item_blade_mail_Note1"	"Damage Return doesn't reflect damage from other forms of Blademail."
"DOTA_Tooltip_ability_item_blink_Note0"	"Kendi üzerinizde kullanmak takım kaynağınız yönünde ışınlanmanıza neden olur."
"[english]DOTA_Tooltip_ability_item_blink_Note0"	"Self-casting will cause you to teleport in the direction of your team's fountain."
"DOTA_Tooltip_ability_item_bloodstone_Note0"	"Sadece ilk Bloodstone şarj kazanır."
"[english]DOTA_Tooltip_ability_item_bloodstone_Note0"	"Only the first Bloodstone will gain charges."
"DOTA_Tooltip_ability_item_bottle_Note0"	"Şişe paylaşılabilir."
"[english]DOTA_Tooltip_ability_item_bottle_Note0"	"Bottle is shareable."
"DOTA_Tooltip_ability_item_cheese_Note0"	"Cheese paylaşılabilir."
"[english]DOTA_Tooltip_ability_item_cheese_Note0"	"Cheese is shareable."
"DOTA_Tooltip_ability_item_cloak_Note0"	"Diğer büyü direnç kaynakları ile birbirine çarpılarak eklenir."
"[english]DOTA_Tooltip_ability_item_cloak_Note0"	"Stacks multiplicatively with other sources of spell resistance."
"DOTA_Tooltip_ability_item_cyclone_Note0"	"Müttefiklerinizi havalandıramazsınız."
"[english]DOTA_Tooltip_ability_item_cyclone_Note0"	"You cannot cyclone allies."
"DOTA_Tooltip_ability_item_desolator_Note0"	"Zırh azaltma binalarda işe yarar."
"[english]DOTA_Tooltip_ability_item_desolator_Note0"	"Armor reduction works on buildings."
"DOTA_Tooltip_ability_item_dust_Note0"	"Çevredeki düşman birimlerine görünmez olmalarını engelleyen bir özellik yerleştirir."
"[english]DOTA_Tooltip_ability_item_dust_Note0"	"Places a buff on enemy units in the area that prevents them from becoming invisible."
"DOTA_Tooltip_ability_item_ethereal_blade_Note0"	"Ghost Scepter ile aynı dolum süresini paylaşır."
"[english]DOTA_Tooltip_ability_item_ethereal_blade_Note0"	"Shares cooldown with Ghost Scepter."
"DOTA_Tooltip_ability_item_ethereal_blade_Note1"	"Ethereal birimler %40 daha fazla büyü hasarı alır."
"[english]DOTA_Tooltip_ability_item_ethereal_blade_Note1"	"Ethereal units take 40% bonus magic damage."
"DOTA_Tooltip_ability_item_force_staff_Note0"	"Öz kullanım, Force'u kendi üzerinizde kullanmanızı sağlar."
"[english]DOTA_Tooltip_ability_item_force_staff_Note0"	"Self-cast will cause you to use Force on yourself."
"DOTA_Tooltip_ability_item_force_staff_Note1"	"Force Staff hedefin eylemlerini kesmez."
"[english]DOTA_Tooltip_ability_item_force_staff_Note1"	"Force Staff doesn't interrupt the target's actions."
"DOTA_Tooltip_ability_item_force_staff_Note2"	"Chronosphere, Black Hole ya da Duel içerisindeki birimler üzerinde çalışmaz."
"[english]DOTA_Tooltip_ability_item_force_staff_Note2"	"Will not work on a unit inside Chronosphere, Duel, or Black Hole."
"DOTA_Tooltip_ability_item_gem_Note0"	"Kuryedeyken aktif değildir."
"[english]DOTA_Tooltip_ability_item_gem_Note0"	"Disabled while on a courier."
"DOTA_Tooltip_ability_item_ghost_Note0"	"Büyü Bağışıklığına sahip olduğunuzda biter ve zaten Büyü Bağışıklığına sahipseniz etkisi olmaz."
"[english]DOTA_Tooltip_ability_item_ghost_Note0"	"Ends if you become Spell Immune, and will have no effect if you are already Spell Immune."
"DOTA_Tooltip_ability_item_ghost_Note1"	"Etheral Blade ile dolum sürelerini paylaşır."
"[english]DOTA_Tooltip_ability_item_ghost_Note1"	"Shares cooldown with Ethereal Blade."
"DOTA_Tooltip_ability_item_hand_of_midas_Note0"	"Verilen altın güvenilir altındır (normal yaratık ödülünü almazsın)."
"[english]DOTA_Tooltip_ability_item_hand_of_midas_Note0"	"The gold given is reliable gold (you do not get the normal creep bounty)."
"DOTA_Tooltip_ability_item_helm_of_the_dominator_Note0"	"Aynı anda birden fazla birim hükmedilemez. Yeni bir birime hükmedildiğinde, eski birim ölür."
"[english]DOTA_Tooltip_ability_item_helm_of_the_dominator_Note0"	"Cannot dominate more than one unit at a time.  If a new unit is dominated, the old one will die."
"DOTA_Tooltip_ability_item_hood_of_defiance_Note0"	"Diğer büyü direnç kaynakları ile birbirine çarpılarak eklenir."
"[english]DOTA_Tooltip_ability_item_hood_of_defiance_Note0"	"Stacks multiplicatively with other sources of spell resistance."
"DOTA_Tooltip_ability_item_invis_sword_Note0"	"Yok olma süresi 0.3 saniye."
"[english]DOTA_Tooltip_ability_item_invis_sword_Note0"	"Has a 0.3 second fade time."
"DOTA_Tooltip_ability_item_invis_sword_Note1"	"Eğer görünmezlik saldırı yapılmadan bitmişse, bonus hasar kaybedilir."
"[english]DOTA_Tooltip_ability_item_invis_sword_Note1"	"If the invisibility ends without attacking, the bonus damage is lost."
"DOTA_Tooltip_ability_item_magic_stick_Note0"	"1200 birimlik menzilde görülebilir düşmanların kullandıkları büyülerden şarj kazanır."
"[english]DOTA_Tooltip_ability_item_magic_stick_Note0"	"Gains charges for spells cast by visible enemies in 1200 range."
"DOTA_Tooltip_ability_item_magic_stick_Note1"	"Bazı yetenekler ve eşya yetenekleri şarj eklemeyecektir."
"[english]DOTA_Tooltip_ability_item_magic_stick_Note1"	"Certain abilities and item abilities will not add charges."
"DOTA_Tooltip_ability_item_magic_wand_Note0"	"1200 birimlik menzilde görülebilir düşmanların kullandıkları büyülerden şarj kazanır."
"[english]DOTA_Tooltip_ability_item_magic_wand_Note0"	"Gains charges for spells cast by visible enemies in 1200 range."
"DOTA_Tooltip_ability_item_magic_wand_Note1"	"Bazı yetenekler ve eşya yetenekleri şarj eklemeyecektir."
"[english]DOTA_Tooltip_ability_item_magic_wand_Note1"	"Certain abilities and item abilities will not add charges."
"DOTA_Tooltip_ability_item_manta_Note0"	"Seni dokunulmaz yapan 0.1 saniyelik bir kullanma süresi vardır."
"[english]DOTA_Tooltip_ability_item_manta_Note0"	"Has a 0.1 second cast time during which you are invulnerable."
"DOTA_Tooltip_ability_item_manta_Note1"	"Manta'nın kullanımı ile birlikte çoğu etki kalkar."
"[english]DOTA_Tooltip_ability_item_manta_Note1"	"Many effects are removed upon using Manta."
"DOTA_Tooltip_ability_item_mekansm_Note0"	"Yenilenme son 25 saniye içinde Yenilenme etkisi altında kalmış birimlere etki etmez."
"[english]DOTA_Tooltip_ability_item_mekansm_Note0"	"Restore does not affect units that have been affected by Restore in the last 25 seconds."
"DOTA_Tooltip_ability_item_mjollnir_Note0"	"Static Charge saniyede birden fazla kez tetiklenmez."
"[english]DOTA_Tooltip_ability_item_mjollnir_Note0"	"Static Charge cannot trigger more than once per second."
"DOTA_Tooltip_ability_item_mjollnir_Note1"	"Statik Yük'ün şoku, Statik Yük'e sahip olan kahraman merkezli olarak büyü hasar verir. Statik Yük 900 birim mesafeden uzaktaki hedeflere vuramaz."
"[english]DOTA_Tooltip_ability_item_mjollnir_Note1"	"Static Charge's shock deals magical damage centered on hero with the Static Charge. Static Charge's targets cannot be more than 900 range away."
"DOTA_Tooltip_ability_item_orchid_Note0"	"Ek hasar sürenin sonunda büyü hasarı olarak verilir."
"[english]DOTA_Tooltip_ability_item_orchid_Note0"	"Amplified damage is dealt at the end of the duration as magical damage."
"DOTA_Tooltip_ability_item_pers_Note0"	"Perseverance paylaşılabilir."
"[english]DOTA_Tooltip_ability_item_pers_Note0"	"Perseverance is shareable."
"DOTA_Tooltip_ability_item_pipe_Note0"	"Bariyer, son 50 saniye içinde Bariyer tarafından etkilenmiş birimlere etki etmez."
"[english]DOTA_Tooltip_ability_item_pipe_Note0"	"Barrier does not affect units that have been affected by Barrier in the last 50 seconds."
"DOTA_Tooltip_ability_item_pipe_Note1"	"Diğer büyü direnç kaynakları ile birbirine çarpılarak eklenir."
"[english]DOTA_Tooltip_ability_item_pipe_Note1"	"Stacks multiplicatively with other sources of spell resistance."
"DOTA_Tooltip_ability_item_poor_mans_shield_Note0"	"Birden fazla kaynaktan gelen hasar engellemesi istiflenmez."
"[english]DOTA_Tooltip_ability_item_poor_mans_shield_Note0"	"Multiple sources of damage block don't stack."
"DOTA_Tooltip_ability_item_quelling_blade_Note0"	"Birden fazla taşınamaz."
"[english]DOTA_Tooltip_ability_item_quelling_blade_Note0"	"Cannot carry more than one."
"DOTA_Tooltip_ability_item_ring_of_basilius_Note0"	"Ring of Basilius, Ring of Aquila ve Vladmir's Offering eşyalarından gelen zırh auraları ile istiflenmez."
"[english]DOTA_Tooltip_ability_item_ring_of_basilius_Note0"	"Does not stack with armor auras from Ring of Basilius, Ring of Aquila, or Vladmir's Offering."
"DOTA_Tooltip_ability_item_ring_of_health_Note0"	"Ring of Health paylaşılabilir."
"[english]DOTA_Tooltip_ability_item_ring_of_health_Note0"	"Ring of Health is shareable."
"DOTA_Tooltip_ability_item_ring_of_regen_Note0"	"Ring of Regen paylaşılabilir."
"[english]DOTA_Tooltip_ability_item_ring_of_regen_Note0"	"Ring of Regen is shareable."
"DOTA_Tooltip_ability_item_heavens_halberd_Note0"	"Silahsızlandırılma etkisi yalnızca büyü bağışıklığıyla kaldırılabilir."
"[english]DOTA_Tooltip_ability_item_heavens_halberd_Note0"	"Disarm can only be removed with spell immunity."
"DOTA_Tooltip_ability_item_sheepstick_Note0"	"Hedef 140 temel hareket hızına sahip olur ama maksimum hareket hızı sağlayan güçlendirmeler engellenmez."
"[english]DOTA_Tooltip_ability_item_sheepstick_Note0"	"The target will have a base movement speed of 140, but buffs granting maximum movement speed won't be disabled."
"DOTA_Tooltip_ability_item_shivas_guard_Note0"	"Dalga 900 birim mesafeye kadar 350 hızla genişler."
"[english]DOTA_Tooltip_ability_item_shivas_guard_Note0"	"The wave extends at a speed of 350 to a max size of 900."
"DOTA_Tooltip_ability_item_shivas_guard_Note1"	"Arctic Blast kullanıcısını takip eder."
"[english]DOTA_Tooltip_ability_item_shivas_guard_Note1"	"The Arctic Blast follows its caster."
"DOTA_Tooltip_ability_item_skadi_Note0"	"Eye of Skadi'nin etkisi yakın dövüş ile 5, menzilli ile 3 saniye sürer."
"[english]DOTA_Tooltip_ability_item_skadi_Note0"	"Lasts 5 seconds with melee Eye of Skadi, 3 seconds with ranged Eye of Skadi."
"DOTA_Tooltip_ability_item_sobi_mask_Note0"	"Sage's Mask paylaşılabilir."
"[english]DOTA_Tooltip_ability_item_sobi_mask_Note0"	"Sage's Mask is shareable."
"DOTA_Tooltip_ability_item_soul_ring_Note0"	"Eğer kazanılan mana, mana havuzuna sığmıyor ise mana havuzundan önce kullanılacak olan bir mana tamponu yaratılır. Eğer bu mana süre dolmadan önce kullanımazsa, ekstra mana kaybolur."
"[english]DOTA_Tooltip_ability_item_soul_ring_Note0"	"If the mana gain cannot fit in your mana pool, it creates a buffer of mana that will be used before your mana pool.  If this mana is not used before the duration ends, the extra mana is lost."
"DOTA_Tooltip_ability_item_stout_shield_Note0"	"Birden fazla kaynaktan gelen hasar engellemesi istiflenmez."
"[english]DOTA_Tooltip_ability_item_stout_shield_Note0"	"Multiple sources of damage block don't stack."
"DOTA_Tooltip_ability_item_travel_boots_Note0"	"Town Portal Scroll ile dolum sürelerini paylaşır."
"[english]DOTA_Tooltip_ability_item_travel_boots_Note0"	"Shares cooldown with Town Portal Scrolls."
"DOTA_Tooltip_ability_item_vanguard_Note0"	"Birden fazla kaynaktan gelen hasar engellemesi istiflenmez."
"[english]DOTA_Tooltip_ability_item_vanguard_Note0"	"Multiple sources of damage block don't stack."
"DOTA_Tooltip_ability_item_vladmir_Note0"	"Ring of Basilius, Ring of Aquila ve Vladmir's Offering eşyalarından gelen zırh auraları ile istiflenmez."
"[english]DOTA_Tooltip_ability_item_vladmir_Note0"	"Does not stack with armor auras from Ring of Basilius, Ring of Aquila, or Vladmir's Offering."
"DOTA_Tooltip_ability_item_void_stone_Note0"	"Void Stone paylaşılabilir."
"[english]DOTA_Tooltip_ability_item_void_stone_Note0"	"Void Stone is shareable."
"DOTA_Tooltip_ability_item_arcane_boots_Note0"	"Meepo klonları üzerinde çalışmaz."
"[english]DOTA_Tooltip_ability_item_arcane_boots_Note0"	"Does not work on Meepo clones."
"DOTA_Tooltip_ability_item_ring_of_aquila_Note0"	"Ring of Basilius, Ring of Aquila ve Vladmir's Offering eşyalarından gelen zırh auraları ile istiflenmez."
"[english]DOTA_Tooltip_ability_item_ring_of_aquila_Note0"	"Does not stack with armor auras from Ring of Basilius, Ring of Aquila, or Vladmir's Offering."
"DOTA_SpectatorSelect"	"İzleyici İmleç Altındaki Birimi Seç"
"[english]DOTA_SpectatorSelect"	"Spectator Select Unit Under Cursor"
"Store_FilterType_Contributors"	"Yaratıcı:"
"[english]Store_FilterType_Contributors"	"Creator:"
"Store_FilterElement_All"	"Tümü"
"[english]Store_FilterElement_All"	"All"
"Store_FilterElement_ValveContributor"	"Valve"
"[english]Store_FilterElement_ValveContributor"	"Valve"
"Attrib_Particle73"	"Lanetli Öz"
"[english]Attrib_Particle73"	"Cursed Essence"
"Attrib_Particle74"	"Kutsal Öz"
"[english]Attrib_Particle74"	"Divine Essence"
"Attrib_G1League"	"G-1 League Sezon %s1"
"[english]Attrib_G1League"	"G-1 League Season %s1"
