"dota"
{
"DOTA_Accept"	"Принять"
"join_error_timed_out"	"Время запроса истекло."
"DOTA_Friends_Ready_To_Play"	"Открытые игры"
"DOTA_Friend_Finding_Match"	"Поиск игры…"
"DOTA_Friend_In_Match"	"В игре"
"DOTA_Friend_Solo_Open_Party"	"{s:player_name} хочет играть"
"DOTA_Friend_In_Party_Open"	"{s:player_name} в открытой группе"
"DOTA_Friend_Solo_Open_Party_Self"	"Вы ищете игроков"
"DOTA_Friend_In_Open_Party_Self"	"Вы в открытой группе"
"DOTA_Friends_In_Party_Open"	"Друзей в открытых группах: {d:num_friends}"
"DOTA_Friend_Lobby_Mode_Self"	"Вы в лобби {s:game_mode}"
"DOTA_Friend_Lobby_Mode_1_Friend"	"{s:player_name} в лобби {s:game_mode}"
"DOTA_Friend_Lobby_Mode_N_Friends"	"Друзей в лобби {s:game_mode}: {d:num_friends}"
"DOTA_Friend_Lobby_Mode_Small"	"Лобби {s:game_mode}"
"DOTA_Friend_Lobby_Players"	"{d:player_count} / {d:max_player_count}"
"DOTA_Friend_Lobby_Join_Button"	"{s:join_button_text}"
"DOTA_Friend_Lobby_Friend_Count"	"+{d:extra_friend_count}"
"DOTA_Friend_Invite_To_Party"	"Пригласить в группу"
"DOTA_Friend_SuggestInviteToParty"	"Предложить пригласить"
"DOTA_Request_Join_Party"	"Попросить пригласить"
"DOTA_Request_Merge_Parties"	"Предложить объединить группы"
"DOTA_Request_Merge_Parties_NotLeader"	"Лидер группы может попросить объединить группы."
"DOTA_Friend_PartyInvitePending"	"Приглашение отправлено"
"DOTA_Friend_PartyInvitePending_Leader"	"Приглашение отправлено<br/>Нажмите, чтобы отменить"
"DOTA_Friend_PartyMergeRequestPending"	"Предложение объединить группы отправлено"
"DOTA_Friend_PartyMergeRequestPending_Leader"	"Предложение объединить группы отправлено<br/>Нажмите, чтобы отменить"
"DOTA_Friend_JoinParty"	"Присоединиться к группе"
"DOTA_Friend_Watch"	"Смотреть"
"DOTA_PartyVisTooltip_SoloTitleOpen"	"Хочет играть"
"DOTA_PartyMerge_Error_Title"	"Не удалось присоединиться к группе / объединить группы"
"DOTA_PartyMerge_Error_NOT_LEADER"	"Только лидер может управлять группой"
"DOTA_PartyMerge_Error_TOO_MANY_PLAYERS"	"Невозможно объединить группы, так как игроков слишком много."
"DOTA_PartyMerge_Error_TOO_MANY_COACHES"	"Невозможно объединить группы, так как тренеров слишком много."
"DOTA_PartyMerge_Error_ENGINE_MISMATCH"	"Невозможно объединить группы, так как они находятся в разных версиях игры"
"DOTA_PartyMerge_Error_NO_SUCH_GROUP"	"Группа больше не существует."
"DOTA_PartyMerge_Error_OTHER_GROUP_NOT_OPEN"	"В эту группу нельзя вступать и с ней нельзя объединяться."
"DOTA_Feed_Timestamp_Recently"	"Только что"
"DOTA_Feed_Timestamp_MinutesAgo"	"{i:value} мин. назад"
"DOTA_Feed_Timestamp_HourAgo"	"{i:value} час назад"
"DOTA_Feed_Timestamp_HoursAgo"	"{i:value} ч. назад"
"DOTA_Feed_Timestamp_Yesterday"	"Вчера"
"DOTA_Feed_Timestamp_Date"	"{s:day} {s:month}"
"dota_lobby_type_general"	"Нерейтинговая"
"dota_lobby_type_practice"	"Тренировочная"
"dota_lobby_type_practice_game_mode_custom"	"Пользовательская"
"dota_lobby_type_tournament"	"Турнирная"
"dota_lobby_type_coop_bot"	"Против ботов"
"dota_lobby_type_competitive"	"Рейтинговая"
"dota_lobby_type_casual_1v1"	"1 на 1"
"dota_lobby_unknown"	"Неизвестно"
"DOTA_Lobby_No_Players_Title"	"В КОМАНДЕ НЕТ ИГРОКОВ"
"DOTA_Lobby_No_Players_Desc"	"В команде сил Света или сил Тьмы должен быть хотя бы один игрок."
"dota_match_result_won"	"Победа"
"dota_match_result_lost"	"Поражение"
"dota_match_result_none"	"???"
"dota_social_feed_loading"	"Загрузка…"
"DOTA_LoadingPlayerUnknown"	"-"
"DOTA_LoadingPlayerLoading"	"Загрузка…"
"DOTA_LoadingPlayerFullyConnected"	"Готов"
"DOTA_LoadingPlayerFailed"	"Неудачно"
"LoadingScreenTimer"	"{t:d:countdown_timer_seconds}"
"HeroSelectionTimer"	"{i:timer_seconds}"
"LoadingScreenMapInfo"	"Карта: {s:map_name}"
"LoadingScreenPlayersInfo"	"Игроков: {i:players_loaded}/{i:players_total}"
"LoadingScreenSpectatorsInfo"	"Наблюдателей: {i:spectators_loaded}/{i:spectators_total}"
"custom_end_screen_victory_message"	"{s:winning_team_name} побеждают!"
"custom_end_screen_legend_player"	"Игрок"
"custom_end_screen_legend_level"	"Уровень"
"custom_end_screen_legend_hero"	"Герой"
"custom_end_screen_legend_kills"	"У"
"custom_end_screen_legend_deaths"	"С"
"custom_end_screen_legend_assists"	"П"
"custom_end_screen_legend_items"	"Предметы"
"custom_end_screen_legend_gold"	"Золото"
"custom_end_screen_legend_team_score"	"Счет"
"custom_scoreboard_hero_name_and_desc"	"{s:hero_name} {i:hero_level}-го ур."
"CustomEndScreenClose"	"Закрыть"
"DOTA_Armory_Category_Heroes"	"Герои"
"DOTA_Armory_Category_Companions"	"Компаньоны"
"DOTA_Armory_Category_Couriers"	"Курьеры"
"DOTA_Armory_Category_Pets"	"Питомцы"
"DOTA_Armory_Category_World"	"Окружение"
"DOTA_Armory_Category_Wards"	"Варды"
"DOTA_Armory_Category_Weather"	"Погодные эффекты"
"DOTA_Armory_Category_Effigies"	"Статуи"
"DOTA_Armory_Category_Interface"	"Интерфейс"
"DOTA_Armory_Category_Emoticons"	"Смайлики"
"DOTA_Armory_Category_LoadingScreens"	"Загрузочные экраны"
"DOTA_Armory_Category_HUDs"	"Стили интерфейса"
"DOTA_Armory_Category_CursorPacks"	"Наборы курсоров"
"DOTA_Armory_Category_Audio"	"Звук"
"DOTA_Armory_Category_VoicePacks"	"Озвучка"
"DOTA_Armory_Category_AnnouncerPacks"	"Комментаторы"
"DOTA_Armory_Category_Music"	"Музыка"
"DOTA_Armory_Category_All"	"Все"
"DOTA_Armory_Category_Other"	"Другое"
"DOTA_Armory_Category_View"	"По категориям"
"DOTA_Armory_Filter"	"Настроить фильтр"
"DOTA_Armory_SortBy"	"Сортировка:"
"DOTA_Armory_SortBy_Rarity"	"по редкости"
"DOTA_Armory_SortBy_Quality"	"по качеству"
"DOTA_Armory_SortBy_Name"	"по названию"
"DOTA_Armory_SortBy_Recent"	"по дате получения"
"DOTA_Armory_SortBy_Sockets"	"по количеству гнезд"
"DOTA_Armory_Search"	"Найти предметы в арсенале"
"DOTA_Armory_ContextMenu_Preview"	"Предпросмотр предмета"
"DOTA_Armory_ContextMenu_PreviewSet"	"Предпросмотр набора"
"DOTA_Armory_ContextMenu_Equip"	"Надеть"
"DOTA_Armory_ContextMenu_Unequip"	"Снять"
"DOTA_Armory_ContextMenu_Socketing"	"Самоцветы"
"DOTA_Armory_ContextMenu_GiftWrap"	"Завернуть в подарок"
"DOTA_Armory_ContextMenu_Delete"	"Удалить"
"dota_page_match_details_loading"	"Загрузка игры…"
"dota_page_match_details_victory"	"Победитель: {s:winner}"
"dota_page_match_details_legend_player"	"Игрок"
"dota_page_match_details_legend_level"	"Ур."
"dota_page_match_details_legend_hero"	"Герой"
"dota_page_match_details_legend_kills"	"У"
"dota_page_match_details_legend_deaths"	"С"
"dota_page_match_details_legend_assists"	"П"
"dota_page_match_details_legend_items"	"Предметы"
"dota_page_match_details_legend_gold"	"Зол."
"dota_page_match_details_legend_last_hits"	"ПУ"
"dota_page_match_details_legend_denies"	"НО"
"dota_page_match_details_legend_gold_per_min"	"З/М"
"dota_page_match_details_legend_xp_per_min"	"О/М"
"dota_page_match_details_legend_winner_tooltip"	"Победившая команда"
"dota_page_match_details_legend_kills_tooltip"	"Убийств"
"dota_page_match_details_legend_deaths_tooltip"	"Смертей"
"dota_page_match_details_legend_assists_tooltip"	"Помощи"
"dota_page_match_details_legend_last_hits_tooltip"	"Добито крипов"
"dota_page_match_details_legend_denies_tooltip"	"Не отдано крипов"
"dota_page_match_details_legend_gold_per_min_tooltip"	"Золота в минуту"
"dota_page_match_details_legend_xp_per_min_tooltip"	"Опыта в минуту"
"dota_page_match_details_header_league_name"	"Название турнира"
"dota_page_match_details_header_custom_game_map_name"	"Карта"
"dota_page_match_details_header_match_id"	"№ матча"
"dota_page_match_details_header_game_mode"	"Режим игры"
"dota_page_match_details_header_duration"	"Длительность"
"dota_page_match_details_header_timestamp"	"Дата и время игры"
"dota_page_match_details_voting_votes"	"Голосов: {i:num_votes}"
"dota_page_match_details_match_discussion"	"Обсуждение матча"
"dota_page_match_details_comment_placeholder"	"Написать комментарий…"
"dota_page_match_details_comment_loading_comments"	"Загрузка комментариев…"
"dota_page_match_details_comment_no_comments"	"Нет комментариев к этому матчу"
"dota_page_match_details_replay_existence_unknown"	"Поиск записи…"
