"dota"
{
"DOTA_Accept"	"Accepteren"
"DOTA_ProfileCard_CoinsBalance"	"Muntensaldo"
"DOTA_ProfileCard_WageredCoinsWon"	"Ingezette munten gewonnen"
"DOTA_About_Badges"	"Over trofeeën"
"DOTA_Frontpage_ProPlaying_Title"	"Een pro speelt nu"
"LoadingScreenGameMode"	"{s:game_mode}"
"LoadingScreenMatchID"	"Spel-ID: {s:match_id}"
"DOTA_econ_item_details_available_gem_count"	"Beschikbare vaak voorkomende juwelen: {d:available_gem_count}"
"DOTA_econ_item_details_available_rare_gem_count"	"Beschikbare zeldzame juwelen: {d:available_rare_gem_count}"
"DOTA_econ_item_details_replace_gem"	"Juweel vervangen"
"DOTA_econ_item_details_rare_sockets_header"	"Zeldzame sockets"
"DOTA_econ_item_details_style_unlock"	"Ontgrendelen"
"Compendium_TOC"	"Inhoudsopgave"
"DOTA_Crafting_Fall_2015"	"Herfst 2015"
"DOTA_Crafting_Compendium"	"Compendium"
"DOTA_Crafting_Title"	"Ontwerpen - Herfstcompendium 2015"
"DOTA_Crafting_Description"	"Het openen van een muntschat geeft een bronzen, zilveren of gouden item. Je kunt drie items van een lagere rang combineren tot één item van een hogere rang, of twee gouden items ruilen voor een ander gouden item."
"DOTA_Crafting_Chart_Link"	"Rangtabel bekijken in<br>Herfstcompendium 2015"
"DOTA_Crafting_Treasure_Link"	"Muntschat bekijken"
"DOTA_Compendium_Level_Number"	"{d:compendium_level}"
"DOTA_Compendium_Level_Points"	"{d:compendium_points}"
"DOTA_Workshop_Attachment_Reset"	"Resetten"
"DOTA_Workshop_PreviewAspectRatio"	"Beeldverhouding"
"DOTA_Workshop_ImagePreview"	"Afbeeldingsvoorbeeld"
"DOTA_Workshop_BrowseForPreviousSessionCaption"	"Selecteer workshopsessie (Annuleer voor een lege sessie)"
"DOTA_Workshop_DifferentTemplate_Title"	"Sessie komt niet overeen!"
"DOTA_Workshop_DifferentTemplate_Text"	"WAARSCHUWING: sessie gebruikt een ander sjabloon (%1) dan het gespecificeerde workshop-item (%2)"
"DOTA_Workshop_UnrecognizedTemplate_BadTags"	"Geen sjabloon met tag(s): %1"
"DOTA_StyleUnlock_Timeout"	"Verbinden met de GC mislukt. Probeer later opnieuw."
"UnlockStyle_Failed_PreReq"	"Deze stijl kan niet worden ontgrendeld. Je moet eerst stijl {s:unlock_prereq_style} ontgrendelen."
"UnlockStyle_Failed_CantAfford"	"Deze stijl kan niet worden ontgrendeld. Je moet {d:unlock_price} {s:unlock_item_name}(s) hebben om de ontgrendeling te betalen."
"UnlockStyle_Failed_CantAffordAttrib"	"Deze stijl kan niet worden ontgrendeld. Je attributen voldoen niet aan de eisen."
"UnlockStyle_Failed_CantAffordGem"	"Deze stijl kan niet worden ontgrendeld. Dit item bevat geen juweel dat aan de eisen voldoet."
"UnlockStyle_Failed_NoCompendiumLevel"	"Deze stijl kan niet worden ontgrendeld. Je bezit geen compendium die voldoet aan het vereiste level."
"UnlockStyle_Failed_AlreadyUnlocked"	"Deze stijl is al ontgrendeld!"
"UnlockStyle_Succeeded"	"Deze stijl is ontgrendeld en mag nu worden toegepast op het item."
"DOTA_ReforgeItem_NoValidItems"	"Je hebt geen items in je arsenaal waar je deze reforger op kunt gebruiken."
"DOTA_ReforgeItem_Title"	"{g:dota_item_name:header_item_def}"
"DOTA_AddSocket_ConfirmTitle"	"Socket toevoegen"
"DOTA_AddSocket_NeedChisels"	"Je hebt een Artificer's Chisel nodig om een socket toe te voegen. Binnenkort kun je ze in dit dialoog kopen."
"DOTA_AddSocket_ItemCannotBeSocketed"	"Aan dit item kan geen socket worden toegevoegd."
"DOTA_AddSocket_Failed"	"Socket aan item toevoegen mislukt!"
"DOTA_AddSocket_Succeeded"	"Socket succesvol aan item toegevoegd."
"DOTA_AddSocket_Title"	"Socket toevoegen"
"DOTA_AddSocket_Text"	"De socket wordt toegevoegd aan het item..."
"DOTA_AddGemToSocket_NeedGems"	"Je hebt geen juwelen die in deze socket passen."
"DOTA_AddGemToSocket_Gem_Not_Removable_Title"	"Juweel niet verwijderbaar"
"DOTA_AddGemToSocket_Gem_Not_Removable"	"Deze socket bevat een juweel die niet verwijderd kan worden."
"DOTA_AddGemToSocket_Title"	"Juweel in socket plaatsen"
"DOTA_AddGemToSocket_Text"	"Het juweel wordt in de socket geplaatst..."
"DOTA_AddGemToSocket_Succeeded"	"Het juweel is succesvol aan het item toegevoegd."
"DOTA_AddGemToSocket_Failed"	"Fout bij het plaatsen van het juweel in de socket!"
"DOTA_SelectGem_Title"	"Kies juweel om in socket te plaatsen"
"DOTA_SelectGem_Text"	"LET OP: juwelen geplaatst in een item zullen gebonden zijn aan dat item en kunnen alleen verwijderd worden met een Artificer's Hammer."
"DOTA_SelectGem_Action"	"Selecteren"
"DOTA_RemoveGemFromSocket_NeedMasterHammers"	"Je hebt een Master Artificer's Hammer nodig om dit juweel te verwijderen. Het item waar het juweel inzit wordt door de hamer vernietigd. Binnenkort kun je ze in dit dialoog kopen."
"DOTA_RemoveGemFromSocket_NeedHammers"	"Je hebt een Artificer's Hammer nodig om dit juweel te verwijderen. Binnenkort kun je ze in dit dialoog kopen."
"DOTA_RemoveGemFromSocket_Title"	"Juweel van socket verwijderen"
"DOTA_RemoveGemFromSocket_Text"	"Dit juweel wordt verwijderd van de socket..."
"DOTA_RemoveGemFromSocket_Fail_Title"	"Kan juweel niet verwijderen"
"DOTA_RemoveGemFromSocket_Fail_Unremovable"	"Dit juweel kan niet worden verwijderd."
"DOTA_RemoveGemFromSocket_RequiresMasterHammer"	"Je hebt een Master Artificer's Hammer nodig om dit juweel te verwijderen."
"DOTA_RemoveGemFromSocket_Confirm_Title"	"Juweelverwijdering bevestigen"
"DOTA_RemoveGemFromSocket_Safe_Confirm"	"Weet je zeker dat je dit juweel van dit item wilt verwijderen? Eén lading van de hamer zal verbruikt worden."
"DOTA_RemoveGemFromSocket_Confirm_Styles_Affected"	"Weet je zeker dat je dit juweel van dit item wilt verwijderen?  Eén lading van de hamer zal verbruikt worden. <span class=\"CriticalText\">Stijlen op dit item zijn ontgrendeld door dit juweel en het verwijderen van het juweel zal de stijlen weer vergrendelen.</span>"
"DOTA_RemoveGemFromSocket_Confirm"	"Weet je zeker dat je dit item wilt vernietigen en de juwelen ervan wilt losmaken? Eén lading van de hamer zal verbruikt worden."
"DOTA_RemoveGemFromSocket_Confirm_Immortal"	"Weet je zeker dat je dit ONSTERFELIJKE item wilt vernietigen en de juwelen ervan wilt losmaken? Eén lading van de hamer zal verbruikt worden. <span class=\"CriticalText\">Dit item is uitzonderlijk zeldzaam en zal hierdoor worden vernietigd.</span>"
"DOTA_RemoveGemFromSocket_Confirm_Arcana"	"Weet je zeker dat je dit ARCANA-item wilt vernietigen en de juwelen ervan wilt losmaken? Eén lading van de hamer zal verbruikt worden. <span class=\"CriticalText\">Dit item is uitzonderlijk zeldzaam en zal hierdoor worden vernietigd.</span>"
"DOTA_RemoveGemFromSocket_Failed"	"Er is een fout opgetreden bij de poging het juweel uit de socket te verwijderen."
"DOTA_RemoveGemFromSocket_Rare_Failed"	"Er is een fout opgetreden bij de poging alle zeldzame juwelen uit het item te halen en het item te verwijderen."
"DOTA_GCRequest_Timeout"	"Time-out bij de communicatie met Valve-servers. Probeer het later opnieuw."
"DOTA_Armory_Coin_Treasure_Tier1"	"Gouden rang"
"DOTA_Armory_Coin_Treasure_Tier2"	"Zilveren rang"
"DOTA_Armory_Coin_Treasure_Tier3"	"Bronzen rang"
"DOTA_Armory_DeleteItem_Header"	"Item verwijderen"
"DOTA_Armory_DeleteItem_Body"	"Weet je zeker dat je {g:dota_item_name:selected_item_def} wilt verwijderen? Je kunt dit niet ongedaan maken."
"DOTA_ChatMessage_Default_NoTarget"	"<span class=\"{s:target_class} {s:sender_class} {s:visitor_class}\"><span class=\"ChatPersona\">{s:event_crest}{s:persona}</span>: {g:dota_filtered_string:message}</span>"
"DOTA_Workshop_LoadingScreen"	"Laadscherm"
"DOTA_Workshop_Select"	"Selecteren"
"DOTA_Workshop_SelectSubGroup"	"Selecteer %1-groep"
"DOTA_Workshop_SelectTemplate"	"Selecteer %1-sjabloon"
"DOTA_Workshop_NoTemplates"	"Geen sjablonen"
"DOTA_StyleUnlock_UnpackBundle"	"Deze bundel bevat items waarop stijlen ontgrendeld kunnen worden. Wil je deze bundel uitpakken?"
"DOTA_StyleUnlock_UnpackBundleError"	"Deze bundel bevat items waarop stijlen ontgrendeld kunnen worden. Je moet deze bundel echter eerst uitpakken voordat je deze stijlen kunt ontgrendelen."
"dota_settings_targetedattackmove"	"Slimme aanvalsbeweging"
"DOTA_ChatCommand_RollDice_Description"	"Gooi een dobbelsteen."
"DOTA_ChatCommand_ShareParty"	"shareparty"
"DOTA_ChatCommand_ShareParty_Name"	"Groep delen"
"DOTA_ChatCommand_ShareLobby"	"sharelobby"
"DOTA_ChatCommand_ShareLobby_Name"	"Lobby delen"
"DOTA_RollDice_UnableToRoll"	"Kan geen dobbelsteen in dit chatkanaal gooien."
"DOTA_Chat_UnableToShareParty"	"Kan je groep niet met dit chatkanaal delen."
"DOTA_ShareParty_Sent"	"Mijn groep"
"DOTA_ShareParty_Sent_Tooltip"	"Andere spelers kunnen aan je groep deelnemen door op deze link te klikken."
"DOTA_ShareParty_Joined"	"Deelgenomen"
"DOTA_ShareParty_Joined_Tooltip"	"Je hebt deelgenomen aan deze groep."
"DOTA_ShareParty_Requested"	"Aangevraagd"
"DOTA_Chat_UnableToShareLobby"	"Kan je lobby niet met dit chatkanaal delen."
"DOTA_ShareLobby_Sent"	"Mijn lobby"
"DOTA_ShareLobby_Sent_Tooltip"	"Andere spelers kunnen aan je lobby deelnemen door op deze link te klikken."
"DOTA_ShareLobby_Joined_Tooltip"	"Je zit in deze lobby."
"DOTA_ShareLobby_Available"	"Aan lobby deelnemen"
"DOTA_ShareLobby_Available_Tooltip"	"Klik hier om aan de lobby deel te nemen."
"dota_settings_application"	"Toepassing"
"DOTA_EconItemSet_Tooltip_HasEmptySocket"	"Heeft lege sockets"
"DOTA_EconItemSet_Tooltip_HasCommonGem"	"Heeft één of meer juwelen"
"DOTA_EconItemSet_Tooltip_HasRareGem"	"Heeft één of meer zeldzame juwelen"
"DOTA_HeroLoadout_GlobalFilterName"	"Algemeen"
"DOTA_Armory_Category_ScratchPad_Remove"	"Wissen"
"DOTA_Armory_Capacity"	"Arsenaal {d:armory_percent_capacity}% vol"
"DOTA_Armory_Filter_InScratchpad"	"IN VERZAMELING"
"DOTA_econ_item_details_go_to_loadout"	"{s:item_owner_type}-uitrusting"
}
