"dota"
{
"DOTA_Accept"	"ยอมรับ"
"DOTA_WatchTournaments_Region_EU"	"ยุโรป"
"DOTA_WatchTournaments_Region_RU"	"รัสเซีย"
"DOTA_WatchTournaments_Region_CN"	"จีน"
"DOTA_WatchTournaments_Region_SEA"	"เอเชียตะวันออกเฉียงใต้"
"DOTA_WatchTournament_BestOf3"	"Best of 3"
"DOTA_WatchTournament_BestOf5"	"Best of 5"
"DOTA_WatchTournament_Website"	"ดูเว็บไซต์ทัวร์นาเมนต์"
"DOTA_WatchTournament_Compendium"	"ดูหนังสือ Compendium"
"DOTA_WatchTournament_Page"	"หน้า {i:page_cur} / {i:page_max}"
"DOTA_WatchTournament_Spectators"	"{i:spectators} คน กำลังรับชม"
"DOTA_ShuffledItem_Label"	"ในรายการสับเปลี่ยน"
"DOTA_EquippedItem_Button_SingleItemShuffle"	"สวมใส่"
"DOTA_Feed_Title"	"ฟีดเพื่อน"
"DOTA_Armory_Category_EffigyBlocks"	"ก้อนสำหรับแกะสลัก"
"DOTA_Armory_Category_EffigyReforgers"	"ตัวหลอมสร้างรูปสลักใหม่"
"DOTA_Armory_Category_Leagues"	"ไอเท็มลีก"
"DOTA_Armory_Category_Charms"	"เครื่องราง"
"DOTA_Armory_Category_CharmFragments"	"เศษเครื่องราง"
"DOTA_Armory_Category_MegaKills"	"เสียง Mega Kill"
"DOTA_Armory_Category_Treasures"	"สมบัติ"
"DOTA_Armory_Category_Gifts"	"ของขวัญ"
"DOTA_Armory_Category_Bundles"	"ชุดรวม"
"DOTA_Armory_Category_Tools"	"เครื่องมือ"
"DOTA_Armory_ActiveFilterLabel"	"ตัวกรอง:"
"DOTA_Armory_EditFilter"	"แก้ไขตัวกรอง"
"DOTA_Armory_ContextMenu_AddShuffle"	"เพิ่มไปยังรายการสับเปลี่ยน"
"DOTA_Armory_ContextMenu_RemoveShuffle"	"ลบออกจากรายการสับเปลี่ยน"
"DOTA_Armory_Filter_Tradeable"	"แลกเปลี่ยนได้"
"DOTA_Armory_Filter_Equipped"	"สวมใส่อยู่"
"DOTA_Armory_Filter_Duplicate"	"มีซ้ำ"
"DOTA_Armory_Filter_HasSockets"	"มีช่องซ็อกเก็ต"
"DOTA_Armory_Filter_IsJunk"	"ถูกทำเครื่องหมายว่าเป็นขยะ"
"DOTA_Armory_Filter_WillExpire"	"มีวันหมดอายุ"
"DOTA_Armory_Filter_IsBundle"	"เป็นชุดรวม"
"DOTA_Armory_Filter_IsGift"	"ได้รับเป็นของขวัญ"
"DOTA_Armory_Filter_Rarity"	"ความหายาก"
"DOTA_Armory_Filter_Quality"	"คุณภาพ"
"DOTA_Armory_Filter_Tags"	"แท็ก"
"DOTA_Armory_Filter_Delete"	"ลบตัวกรอง"
"DOTA_Armory_Filter_CreateNew"	"สร้างตัวกรองใหม่..."
"DOTA_Armory_Filter_FilterName"	"ชื่อตัวกรอง"
"DOTA_Armory_Filter_Required"	"จำเป็น"
"DOTA_tooltip_econ_item_tags"	"แท็ก"
"Compendium_LeagueID"	"ไอดีลีก"
"Compendium_InvalidLeagueID"	"ไอดีลีกที่ระบุไม่ถูกต้องหรือไม่มี"
"Compendium_Unsupported"	"หนังสือ Compendium ที่ไม่รองรับ"
"Compendium_Unsupported_Desc"	"หนังสือ Compendium เล่มนี้เป็นเวอร์ชันเก่าซึ่งไม่รองรับแล้วในขณะนี้"
"Compendium_TestingBadLeagueID"	"คีย์ 'league_id' ในแฟ้มข้อมูล Compendium หายไปหรือไม่ถูกต้อง"
"DOTA_GlobalItems_CursorPacks"	"แพ็คเคอร์เซอร์"
"DOTA_Workshop_Meshes"	"เมช"
"DOTA_Armory_Tags_Popup_Info"	"การเปลี่ยนชื่อช่องแท็กจะไม่ล้างไอเท็มก่อนหน้าที่อยู่ในชุดแท็ก โดยไอเท็มเหล่านั้นจะย้ายไปชื่อใหม่แทน"
"DOTA_Popup_Item_Received_Header_Unknown"	"คุณได้รับไอเท็ม!"
"DOTA_Popup_Item_Received_Header_Dropped"	"คุณได้รับไอเท็ม!"
"DOTA_Popup_Item_Received_Header_Crafted"	"คุณได้ประดิษฐ์ไอเท็ม!"
"DOTA_Popup_Item_Received_Header_Traded"	"คุณได้แลกเปลี่ยนไอเท็ม!"
"DOTA_Popup_Item_Received_Header_Purchased"	"คุณได้ซื้อไอเท็ม!"
"DOTA_Popup_Item_Received_Header_FoundInCrate"	"คุณได้รับไอเท็ม!"
"DOTA_Popup_Item_Received_Header_Gifted"	"คุณได้รับของขวัญ!"
"DOTA_Popup_Item_Received_Header_Support"	"ฝ่ายสนับสนุนลูกค้าได้มอบไอเท็มให้กับคุณ!"
"DOTA_Popup_Item_Received_Header_Promotion"	"คุณได้รับไอเท็มโปรโมชันของร้านค้า!"
"DOTA_Popup_Item_Received_Header_Earned"	"คุณได้รับไอเท็ม!"
"DOTA_Popup_Item_Received_Header_Refunded"	"คุณได้ขอคืนเงินไอเท็มแล้ว!"
"DOTA_Popup_Item_Received_Header_GiftWrapped"	"คุณได้แกะไอเท็มจากกล่องของขวัญ!"
"DOTA_Popup_Item_Received_Header_Foreign"	"คุณได้รับไอเท็มในเกมอื่น!"
"DOTA_Popup_Item_Received_Header_CollectionReward"	"คุณได้แลกของรางวัลสะสม!"
"DOTA_Popup_Item_Received_Header_PreviewItem"	"คุณกำลังทดสอบไอเท็มใหม่!"
"DOTA_Popup_Item_Received_Header_PreviewItemPurchased"	"คุณได้ซื้อไอเท็ม!"
"DOTA_Popup_Item_Received_Header_PeriodicScoreReward"	"คุณได้รับไอเท็ม!"
"DOTA_Popup_Item_Received_Header_Recycling"	"คุณได้ประดิษฐ์ไอเท็ม!"
"DOTA_Popup_Item_Received_Header_TournamentDrop"	"คุณได้รับไอเท็มจากการชมทัวร์นาเมนต์!"
"DOTA_Popup_Item_Received_Header_RecipeOutput"	"คุณได้ประดิษฐ์ไอเท็ม!"
"DOTA_Popup_Item_Received_Header_CommunityMarketPurchase"	"คุณได้ซื้อไอเท็ม!"
"DOTA_Popup_Item_Received_Header_GemExtract"	"คุณได้แยกไอเท็ม!"
"DOTA_Popup_Item_Received_Header_CompendiumReward"	"คุณได้รับไอเท็มของรางวัล Compendium!"
"DOTA_Popup_Item_Received_Header_CompendiumDrop"	"คุณได้รับไอเท็มจากการดรอปของ Compendium!"
"DOTA_Popup_Item_Received_Label_IOfN"	"{d:item_i} จาก {d:item_n}"
"DOTA_Popup_Item_Received_Button_Accept"	"ยอมรับ"
"DOTA_Popup_Item_Received_Button_AcceptAll"	"ยอมรับทั้งหมด ({d:item_n})"
"DOTA_TrophyDetails_PointsPerInterval"	"ได้รับ {d:trophy_points_per_level} แต้มถ้วยรางวัลทุก {d:trophy_points_interval_size} ระดับ"
"dota_casters"	"ผู้พากย์"
"LobbySetting_League"	"ลีก"
"LobbySetting_League_Value"	"{s:lobbysetting_league}"
"DOTA_WatchLive_Purchase"	"ซื้อตั๋ว {g:dota_item_price:ticket_itemdef}"
"DOTA_WatchLive_Activate"	"เปิดใช้ตั๋ว"
"DOTA_WatchLive_LoadMore"	"โหลดเพิ่มเติม"
"DOTA_WatchReplays_Pending"	"กำลังดำเนินการ..."
"DOTA_WatchReplays_Downloading"	"กำลังดาวน์โหลด...{i:download_pct}%"
"DOTA_WatchReplays_Decompressing"	"กำลังคลายข้อมูล...{i:decompress_pct}%"
"LoadingScreenCastersInfo"	"ผู้พากย์: {i:casters_loaded}/{i:casters_total}"
"DOTA_Armory_ContextMenu_EquipSet"	"สวมใส่ชุดเซ็ต"
"DOTA_Armory_Tag1_Default"	"แท็ก 1"
"DOTA_Armory_Tag2_Default"	"แท็ก 2"
"DOTA_Armory_Tag3_Default"	"แท็ก 3"
"DOTA_Armory_Tag4_Default"	"แท็ก 4"
"DOTA_Armory_Tag5_Default"	"แท็ก 5"
"DOTA_Armory_Tag6_Default"	"แท็ก 6"
"DOTA_Armory_Tag7_Default"	"แท็ก 7"
"DOTA_Armory_Tag8_Default"	"แท็ก 8"
"dota_page_match_details_replay_existence_decompressing"	"กำลังคลายข้อมูล..."
"DOTA_Workshop_TextureName_trans"	"ความโปร่งใส"
"DOTA_Workshop_TextureName_normal"	"ปานกลาง"
"DOTA_Workshop_TextureDetails_normal"	"นอร์มอลแมพ"
"DOTA_Workshop_Ward_Model"	"โมเดล Ward"
"DOTA_Workshop_CreateNewItem"	"สร้างไอเท็มใหม่"
"DOTA_PreviewSounds_ExampleSounds"	"เสียงตัวอย่าง"
"DOTA_Tournament_Premium"	"พิเศษ"
"DOTA_Tournament_Professional"	"มืออาชีพ"
"DOTA_Tournament_Amateur"	"มือสมัครเล่น"
"DOTA_Treasure_MarketPurchase"	"อยู่บนตลาด"
"DOTA_Treasure_HelpHeader"	"สมบัติแต่ละชิ้นบรรจุไอเท็ม {d:items_per_treasure} ชิ้นจากไอเท็มเหล่านี้"
"DOTA_Treausre_HelpNoDupe"	"จนกว่าสมบัติจะถูกซื้อและเปิด คุณจะไม่รู้เลยว่าคุณจะได้รับไอเท็มชิ้นใด แต่หากคุณซื้อสมบัติมากกว่าหนึ่งชิ้น คุณจะไม่ได้รับไอเท็มชิ้นเดิมซ้ำอีกจนกว่าคุณจะได้รับไอเท็มที่ไม่ได้หายากครบชุดแล้ว"
"DOTA_Treasure_HelpDupe"	"จนกว่าสมบัติจะถูกซื้อและเปิด คุณจะไม่รู้เลยว่าคุณจะได้รับไอเท็มชิ้นใด แต่หากคุณซื้อสมบัติมากกว่าหนึ่งชิ้น คุณอาจได้รับไอเท็มชิ้นเดิมซ้ำอีก"
"DOTA_Treasure_HelpRares"	"อีกทั้ง หากคุณโชคดี คุณจะได้รับไอเท็มเพิ่มเติมจากปกติ ซึ่งก็คือไอเท็มพิเศษหายากหนึ่งชิ้น"
"DOTA_Treasure_FilterAvailable"	"พร้อมเปิด"
"DOTA_Treasure_FilterOwned"	"ยังไม่ได้เปิด ({d:treasures_owned_count})"
"DOTA_Treasure_FilterAll"	"ทั้งหมด"
"DOTA_Workshop_ValveSelectItemID"	"เลือกไอดีผลงาน"
"DOTA_Trophies_ViewMyCollection"	"ชุดสะสมของฉัน"
"DOTA_Trophies_ViewActive"	"ดำเนินการอยู่"
"DOTA_Trophies_Info"	"สะสมถ้วยรางวัลเพื่อเพิ่มเลเวล Dota ของคุณ<br><br>ถ้วยรางวัลแต่ละถ้วยจะมอบจำนวนแต้มถ้วยรางวัลสำหรับเลเวล Dota ถัดไปของคุณที่ต่างกัน แต้มถ้วยรางวัลจะถูกมอบให้เมื่อคุณได้รับถ้วยรางวัล หรืออัปเกรดถ้วยรางวัลสู่ขั้นใหม่<br><br>100 แต้มถ้วยรางวัล = 1 เลเวล Dota"
"DOTA_Custom_Game_About"	"เกี่ยวกับ"
"DOTA_Custom_Game_Updates"	"อัปเดต"
"DOTA_Workshop_Reset_To_Default"	"รีเซ็ตเป็นค่าเริ่มต้น"
"DOTA_EventName_International2014"	"The International 2014"
"DOTA_EventName_International2015"	"The International 2015"
"DOTA_EventName_FallMajor2015"	"Fall 2015"
"DOTA_Combine"	"รวม"
"DOTA_Profile_SaveChanges"	"บันทึกการเปลี่ยนแปลง"
"dota_lobby_broadcast_channel_title"	"แชนแนลผู้พากย์"
"dota_settings_shadowquality_off"	"ปิด"
"dota_lobby_host"	"หัวหน้าล็อบบี้: {s:lobby_host_name}"
"dota_lobby_row_region"	"{s:region}"
"dota_lobby_browser_header_region"	"ภูมิภาค"
"dota_lobby_browser_all_regions"	"ทุกภูมิภาค"
"DOTA_Armory_Category_CompendiumLevels"	"ระดับ"
"DOTA_Armory_Category_CompendiumCoins"	"เหรียญ"
"dota_profile_recent_games_option_show_custom_games"	"แสดงเกมแบบกำหนดเอง"
"dota_profile_recent_games_option_show_ranked_mmr_change"	"แสดงการเปลี่ยนแปลง MMR จัดอันดับ"
"dota_profile_recent_game_result_uncalibrated_ranked"	"กำลังปรับเทียบ"
"dota_profile_recent_game_result_win_ranked"	"{i:ranked_mmr} (+{i:ranked_mmr_delta})"
"dota_profile_recent_game_result_loss_ranked"	"{i:ranked_mmr} ({i:ranked_mmr_delta})"
"DOTA_tooltip_econ_item_gift_dedication"	"{s:gift_dedication}"
"DOTA_econ_item_details_original_name_label"	"ชื่อดั้งเดิม:"
"DOTA_econ_item_details_add_socket"	"เพิ่มซ็อกเก็ต"
"DOTA_econ_item_details_add_gem"	"เพิ่มอัญมณี"
"DOTA_econ_item_details_extract_gem"	"ถอดอัญมณีออก"
"DOTA_econ_item_details_extract_gem_short"	"ถอดออก"
"DOTA_econ_item_details_reset_gem"	"รีเซ็ต"
"DOTA_econ_item_details_gift_header"	"ของขวัญ"
"DOTA_econ_item_details_gift_clear_gifter"	"ล้างชื่อผู้ให้ของขวัญ"
"DOTA_econ_item_details_gift_clear_dedication"	"ล้างคำอวยพร"
