"dota"
{
"DOTA_Accept"	"Kabul Et"
"CouldntFindCompendium"	"Dergi test dosyası yüklenemedi: {s:s1}"
"CompendiumPageError_Pages"	"Dergi veri dosyasında 'sayfalar' bölümü bulunamadı."
"CompendiumPageError_Template"	"Dergi sayfası için 'şablon' girdisi bulunamadı '{s:s1}' (sayfa numarası {s:s2})"
"CompendiumPageError_Template2"	"'{s:s2}' dergi sayfasında '{s:s1}' adlı bir şablon bulunamadı"
"CompendiumPageError_Image"	"'{s:s2}' dergi sayfasında '{s:s1}' adlı bir görüntü bulunamadı"
"CompendiumPageError_Text"	"'{s:s2}' dergi sayfasında '{s:s1}' adlı bir yazı bloğu bulunamadı"
"CompendiumPageError_Video"	"'{s:s2}' dergi sayfasında '{s:s1}' adlı bir video bulunamadı"
"CompendiumPageError_Scrollbar"	"'{s:s2}' dergi sayfasında '{s:s1}' adlı bir kaydırma çubuğu bulunamadı"
"CompendiumPageError_Selection"	"'{s:s2}' dergi sayfasında '{s:s1}' adlı bir seçim bulunamadı"
"CompendiumPageError_PageNames"	"Gömülü sayfa '{s:s1}' başka bir sayfa ile aynı ismi kullanıyor. Sayfa isimleri farklı olmalıdır."
"CompendiumPageError_CustomText"	"'{s:s2}' dergi sayfasının '{s:s1}' özel yazı bloğunda hata"
"CompendiumPageError_CustomImg"	"'{s:s1}' özel görüntü bloğunda hata"
"CompendiumPageError_CustomBar"	"'{s:s2}' dergi sayfasının '{s:s1}' özel ilerleme çubuğunda hata"
"CompendiumPageError_CustomEle"	"'{s:s2}' dergi sayfasındaki '{s:s1}' özel öğesini oluşturma işlemi başarısız"
"CompendiumPageError_CTFont"	"'{s:s2}' dergi sayfasında belirtilen '{s:s1}' yazı tipi geçersiz. Geçerli yazı tipleri:\ntext, textbold, title"
"CompendiumPageError_CTAlign"	"'{s:s2}' dergi sayfasında belirtilen '{s:s1}' hizalama geçersiz. Geçerli hizalamalar:\n left, right, center"
"CompendiumPageError_CTDepth"	"Geçersiz derinlik '{s:s1}'. Geçerli derinlikler:\n front, back"
"CompendiumPageError_LinePos"	"'{s:s1}' çizgisi 'start' ve 'end' konum bloklarına sahip değil."
"CompendiumPageError_CTPoints"	"'{s:s2}' özel yazısının 'points' bölümündeki '{s:s1}' seçim dizini geçersiz."
"CompendiumPageError_CTPoints2"	"'{s:s2}' özel yazısının 'points' bölümündeki '{s:s1}' seçim dizini geçersiz. Bu dizini içeren bir seçim bulunamadı."
"CompendiumPageError_SelDesc"	"'{s:s2}' dergi sayfasında '{s:s1}' seçimi için bir 'description' anahtarı bulunamadı."
"CompendiumPageError_Points"	"'{s:s2}' dergi sayfasında '{s:s1}' seçimi için belirtilen 'points' bölümü eksik (ya da sıfır)"
"CompendiumPageError_SelType"	"'{s:s2}' dergi sayfasında '{s:s1}' seçimi için 'choice_type' eksik"
"CompendiumPageError_BarType"	"'{s:s2}' dergi sayfasında '{s:s1}' ilerleme çubuğu için 'data' eksik"
"CompendiumPageError_NoTime"	"'{s:s2}' dergi sayfasında '{s:s1}' seçimi için 'time' eksik ya da geçersiz"
"CompendiumPageError_ElementType"	"'{s:s2}' dergi sayfasında '{s:s1}' öğesi için 'elementtype' eksik ya da geçersiz"
"CompendiumPageError_SelTimer"	"'{s:s2}' dergi sayfasında '{s:s1}' adlı bilinmeyen zamanlayıcı"
"CompendiumPageError_BadElement"	"'{s:s2}' dergi sayfasında '{s:s1}' adlı bilinmeyen betik dosyası öğesi"
"CompendiumPageError_SelNoTimer"	"'{s:s1}' dergi sayfasında zamanlayıcı bulunamadı (zamanlayıcı gerektiren seçimler bulunuyor)"
"CompendiumPageError_SelUnknown"	"'{s:s2}' seçimi için '{s:s1}' geçersiz 'choice_type'"
"CompendiumPageError_BarUnknown"	"'{s:s2}' seçimi için '{s:s1}' geçersiz 'data'"
"CompendiumPageError_InvalidEquation"	"Belirtilen geçersiz denklem: '{s:s1}' için '{s:s2}'"
"CompendiumPageError_SelChoices"	"'{s:s2}' dergi sayfasında '{s:s1}' seçimi için 'choices' bloğu eksik"
"CompendiumPageError_NoHero"	"'{s:s2}' seçimi için '{s:s1}' kahraman kimliğine sahip bir kahraman bulunamadı"
"CompendiumPageError_Unknown"	"Dergi içinde mantık hatası. Bu sorunu çözmek için Valve ile iletişime geçin."
"CompendiumPageError_ImageDL"	"Dergi görüntüsü '{s:s1}' indirme işlemi başlatılamadı ({s:s2})"
"CompendiumPageError_ImageDLErr"	"'%s' dergi görselini indirme işlemi başarısız ({s:s2})"
"CompendiumPageError_BtnNoElem"	"'{s:s2}' dergi sayfasında '{s:s1}' düğmesi için 'selection_elements' eksik"
"CompendiumPageError_BtnBadVal"	"'{s:s2}' düğmesindeki '{s:s1}' seçim değeri seçim içeriği listesindeki seçeneklerde bulunmuyor"
"CompendiumPageError_BtnBadSel"	"'{s:s1}' öğesindeki 'selection_force_to' ayarı '{s:s2}' seçiminin seçenekler listesinde bulunmuyor"
"CompendiumPageError_BtnSelIdx"	"'{s:s2}' dergi sayfasında '{s:s1}' düğmesi için 'selection_index' eksik ya da geçersiz"
"CompendiumPageError_CmdSelIdx"	"'{s:s2}' dergi sayfasında '{s:s1}' öğesi için 'selection_index' veya 'force_selection_index' komutu eksik ya da geçersiz"
"CompendiumPageError_ImgSelIdx"	"'{s:s2}' görseli için '{s:s1}' geçersiz 'selection_index'."
"CompendiumPageError_ImgShowSelIdx"	"'{s:s2}' görseli için '{s:s1}' geçersiz 'show_selection_index'."
"CompendiumPageError_ImgSelVal"	"'{s:s2}' görselindeki 'show_selection_images' bölümü için '{s:s1}' seçim seçeneği geçersiz."
"CompendiumPageError_ImgBadStyle"	"'{s:s2}' görseli için '{s:s1}' uyumsuz bir görsel stili."
"CompendiumPageError_DynTxtSel"	"'{s:s2}' sayfasındaki '{s:s1}' yazısı geçersiz bir % selection_X % içeriyor. Bu içeriğe sahip bir ön kayıtlı seçim bulunmuyor."
"CompendiumPageError_NoTxtList"	"'{s:s2}' sayfasında '{s:s1}' adlı bir yazı listesi bulunamadı"
"CompendiumPageError_TOCPage"	"'{s:s1}' table_of_contents_page sayfası mevcut değil."
"CompendiumPageError_SelIndex"	"'{s:s2}' dergi sayfasındaki '{s:s1}' seçimi için 'selection_index' eksik ya da geçersiz"
"CompendiumPageError_SelUsed"	"'{s:s2}' dergi sayfasındaki '{s:s1}' seçimi özel bir 'selection_index' bölümüne sahip değil"
"CompendiumPageError_SelVal"	"'{s:s2}' dergi sayfasındaki '{s:s1}' seçimi aynı değerlere sahip seçenekler içeriyor"
"CompendiumPageError_SelValInv"	"'{s:s2}' dergi sayfasındaki '{s:s1}' seçiminin seçenek değeri <= 0. Seçenek değerleri 0'dan büyük olmalıdır."
"CompendiumPageError_SelTTVal"	"'{s:s2}' dergi sayfasındaki '{s:s1}' seçimi seçenek listesinde bulunmayan bir tooltip_data girdisi değerine sahip."
"CompendiumPageError_NoAnswer"	"'{s:s2}' dergi sayfasındaki '{s:s1}' seçimi 'result' bölümünde 'answer' ya da 'answers' anahtarına sahip değil."
"CompendiumPageError_MissAnswer"	"'{s:s2}' dergi sayfasındaki '{s:s1}' seçimi seçeneklerle uyuşmayan bir 'answer' ya da 'answers' anahtarına sahip"
"CompendiumPageError_Timer"	"'{s:s1}' zamanlayıcısı geçersiz bir zaman dilimine sahip"
"CompendiumPageError_UnknownAction"	"'{s:s1}' nesnesi '{s:s2}' bilinmeyen eylemini kaynak gösteriyor"
"CompendiumPageError_SameElement"	"Görünürlük sistemi '{s:s2}' sayfasında '{s:s1}' adlı birden çok öğe tespit etti."
"CompendiumPageError_DupeKey"	"'{s:s1}' anahtar değeri bloğu '{s:s2}' adlı birden çok anahtar içeriyor."
"CompendiumError_Template"	"'{s:s1}' isimli şablon bulunamadı"
"CompendiumError_DupeTemplate"	"'{s:s1}' adlı birden çok şablon bulundu"
"CompendiumError_NoDefines"	"'{s:s1}' adlı şablon için tanımlama gerekli fakat '{s:s2}' adlı bileşeninde 'defines' bloğu bulunmuyor."
"CompendiumError_MissingDef"	"'{s:s1}' adıyla oluşturulan örnek '{s:s2}' tanımını içermiyor fakat örneğin oluşturulduğu şablon için bu tanım gerekli."
"CompendiumError_BadDef"	"'{s:s1}' adıyla oluşturulmuş örnek için gerekli olan '{s:s2}' adlı tanım '%def' ile başlamıyor."
"CompendiumError_FailedPanoramaGen"	"'{s:s1}' sayfası için genel görünüm düzeni oluşturulamadı."
"CompendiumError_FailedXMLWrite"	"'{s:s2}' adlı dosyada '{s:s1}' sayfası için XML yazımı başarısız."
"CompendiumError_FailedCSSWrite"	"'{s:s2}' adlı dosyada '{s:s1}' sayfası için CSS yazımı başarısız."
"DOTA_GlobalItems_Companions"	"Yoldaşlar"
"DOTA_GlobalItems_Couriers"	"Kuryeler"
"DOTA_GlobalItems_Pets"	"Evcil Hayvanlar"
"DOTA_GlobalItems_World"	"Dünya"
"DOTA_GlobalItems_Wards"	"Gözler"
"DOTA_GlobalItems_Effigies"	"Heykeller"
"DOTA_GlobalItems_Weather"	"Hava Durumu Efektleri"
"DOTA_GlobalItems_Interface"	"Arayüz"
"DOTA_GlobalItems_Emoticons"	"İfadeler"
"DOTA_GlobalItems_LoadingScreens"	"Yükleme Ekranları"
"DOTA_GlobalItems_HUDs"	"Gösterge Panelleri"
"DOTA_GlobalItems_Audio"	"Ses"
"DOTA_GlobalItems_Announcers"	"Spiker Paketleri"
"DOTA_GlobalItems_Music"	"Müzik"
"DOTA_Search"	"Arama"
"DOTA_Start"	"Başlat"
"DOTA_PleaseWait"	"Lütfen Bekleyin..."
"DOTA_ProfileCard_HeroHover"	"Üstüne gelindiğinde göster:"
"DOTA_ChallengeGroup_2_Desc"	"Yapay zekalı kahramanlarla, yapay zekalı kahramanlara karşı stressiz ortamda alıştırma yap."
"DOTA_ChatTab_ToggleSounds"	"Bu kanalda yeni bir ileti alındığında sesli uyarı yap."
"dota_lobby_balanced_shuffle"	"Dengeli Karıştır"
"dota_lobby_swap_teams"	"Takım Değiştir"
"dota_lobby_unassigned_players"	"Atanmamış Oyuncular"
"dota_lobby_broadcast_channels"	"Yayın Kanallarına Geç"
"dota_lobby_settings"	"Lobi Ayarları"
"dota_lobby_settings_edit"	"Düzenle"
"dota_lobby_leave"	"Bu lobiden ayrıl"
"DOTA_Custom_Game_View_Lobby_List"	"Lobi Listesini Göster"
"DOTA_Custom_Game_Lobby_List_Title"	"Lobi Listesi"
"DOTA_Custom_Game_Browse_All"	"Bütün Oyunlara Gözat"
"DOTA_Custom_Game_Friends_Ready"	"Oynamaya Hazır Arkadaşların"
"DOTA_Custom_Game_Friends_Who_Play"	"Oynayan Arkadaşların"
"DOTA_Custom_Game_Friends_Playing_Now"	"Şu Anda Oynayan Arkadaşlar"
"DOTA_Custom_Game_Browse_Sort"	"Sırala:"
"DOTA_Custom_Game_Sort_Popular_Today"	"En Çok Oy Alan (Bugün)"
"DOTA_Custom_Game_Sort_Popular_Week"	"En Çok Oy Alan (Bu Hafta)"
"DOTA_Custom_Game_Sort_Top_Rated"	"En Çok Oy Alanlar (Tüm Zamanlar)"
"DOTA_Custom_Game_Sort_Date"	"Yayınlanma Tarihi"
"DOTA_WatchLive_WatchLabel"	"İZLE:"
"DOTA_WatchLive_ThirdParty"	"ÜÇÜNCÜ PARTİ"
"DOTA_WatchLive_Steam"	"STEAM"
"DOTA_WatchLive_InGame"	"OYUN İÇİ"
"DOTA_WatchLive_Broadcaster0"	"{g:dota_persona:b:broadcaster_account_id_0} adlı spikeri izle"
"DOTA_WatchLive_Broadcaster1"	"{g:dota_persona:b:broadcaster_account_id_1} adlı spikeri izle"
"DOTA_WatchLive_Broadcaster2"	"{g:dota_persona:b:broadcaster_account_id_2} adlı spikeri izle"
"DOTA_WatchLive_Broadcaster3"	"{g:dota_persona:b:broadcaster_account_id_3} adlı spikeri izle"
"DOTA_WatchLive_Broadcaster4"	"{g:dota_persona:b:broadcaster_account_id_4} adlı spikeri izle"
"DOTA_WatchLive_Broadcaster5"	"{g:dota_persona:b:broadcaster_account_id_5} adlı spikeri izle"
"DOTA_WatchLive_Broadcaster6"	"{g:dota_persona:b:broadcaster_account_id_6} adlı spikeri izle"
"DOTA_WatchLive_Broadcaster7"	"{g:dota_persona:b:broadcaster_account_id_7} adlı spikeri izle"
"DOTA_WatchLive_Broadcaster8"	"{g:dota_persona:b:broadcaster_account_id_8} adlı spikeri izle"
"DOTA_WatchLive_Broadcaster9"	"{g:dota_persona:b:broadcaster_account_id_9} adlı spikeri izle"
"dota_matchmaking_region_title_confirm"	"Eşleştirme Bölgelerini Onayla"
"dota_play_lobby_games"	"Lobileri Göster"
"dota_play_host_loading"	"Sunucu Yükleniyor..."
"dota_play_connecting_to_server"	"Bağlanıyor..."
"dota_reconnecting"	"Yeniden Bağlanıyor..."
"dota_matchmaking_regions_retry"	"Tekrar Dene"
"dota_matchmaking_region_ping_calculating"	"Ping: Hesaplanıyor..."
"dota_matchmaking_region_ping_failed"	"Ping: BAŞARISIZ"
"dota_matchmaking_region_or"	"Veya"
"dota_matchmaking_region_selected_offline"	"Seçili bölgelerden biri veya daha fazlası geçici olarak çevrimdışı."
"dota_matchmaking_region_selected_unreachable"	"Seçtiğiniz bölge(ler)de ağ bağlantısı onaylanamadı"
"dota_matchmaking_region_all_unavailable"	"Hiçbir bölgeye ping atılamadı. İnternet bağlantınızı kontrol edin."
"dota_matchmaking_region_check_internet"	"İnternet bağlantını kontrol et."
"dota_matchmaking_region_poor_choices"	"Mevcut bölge seçimi oyun sunucusuna yavaş bağlantıya neden olabilir."
"dota_settings_hide_party_unless_open"	"Parti durumumu Açık Parti içinde değilken gizle"
"dota_settings_open_party_manual_accept_invites"	"Açık Partideyken parti davetlerini otomatik kabul etme"
"dota_settings_networkhud"	"Ağ Bilgilerini Göster"
"dota_settings_fullscreenbrightness"	"Parlaklık"
"dota_settings_dashboard_renderquality"	"Yüksek Kalite Gösterge Paneli"
"dota_settings_lowlatency_audio"	"Ses Gecikmesini Otomatik Bul"
"dota_settings_quicktargetattack"	"Hızlı Saldırı"
"dota_settings_chat_whispers"	"Steam mesajlarını fısıltı olarak göster"
"dota_settings_no_mode_resolutions"	"Desteklenen çözünürlük yok"
"DOTA_Settings_Tooltip_QuickTargetAttack"	"Saldırı tuşuna basmak fare imleçinin olduğu lokasyona saldırı tetikler"
"dota_lobby_browser_header_name"	"Lobi İsmi"
"dota_lobby_browser_header_slots"	"Yuvalar"
"dota_lobby_browser_header_game_mode"	"Oyun Modu"
"dota_lobby_browser_region"	"Bölge"
"dota_lobby_browser_lobby_name"	"Lobi İsmi"
"DOTA_Friend_Game_Mode_Self"	"{s:game_mode} oyunundasın"
"DOTA_Friend_Game_Mode_1_Friend"	"{s:player_name} {s:game_mode} oynuyor"
"DOTA_Friend_Game_Mode_N_Friends"	"{d:num_friends} arkadaşın {s:game_mode} oynuyor"
"custom_game_lobby_mismatch"	"Özel oyun arşivi lobi liderininki ile uyuşmuyor."
"CompendiumError_XMLLoadFail"	"'{s:s2}' adlı dosyadaki '{s:s1}' sayfası için XML yüklemesinde hata."
"CompendiumError_XMLParseFail"	"'{s:s2}' adlı dosyadaki '{s:s1}' sayfası için XML gövdelemesinde hata."
"Compendium_DefaultText_TimerTitle_Active"	"SEÇİMLERİN KAPANMASINA"
"Compendium_DefaultText_TimerTitle_Expired"	"SEÇİMLER KAPANDI"
"Compendium_DefaultText_CD_Days"	"Gün"
"Compendium_DefaultText_CD_Hours"	"Saat"
"Compendium_DefaultText_CD_Minutes"	"Dakika"
"Compendium_DefaultText_CD_Seconds"	"Saniye"
"NetGraph_FPS"	"fps: {d:fps}"
"NetGraph_Ping"	"ping: {d:ping}ms"
"NetGraph_Loss"	"kayıp: {d:loss}%"
"DOTA_Credits"	"Takdimler"
"DOTA_ActorCredits_1_Name"	"Dee Bradley Baker"
"DOTA_ActorCredits_1_Heroes"	"techies"
"DOTA_ActorCredits_2_Name"	"Dennis Bateman"
"DOTA_ActorCredits_2_Heroes"	"invoker"
"DOTA_ActorCredits_3_Name"	"Tom Chantler"
"DOTA_ActorCredits_3_Heroes"	"centaur,lion,obsidian_destroyer,riki,slark,tusk,witch_doctor"
"DOTA_ActorCredits_4_Name"	"Merle Dandridge"
"DOTA_ActorCredits_4_Heroes"	"legion_commander,winter_wyvern"
"DOTA_ActorCredits_5_Name"	"Barry Dennen"
"DOTA_ActorCredits_5_Heroes"	"chaos_knight,phantom_lancer,rubick"
"DOTA_ActorCredits_6_Name"	"Dave Fennoy"
"DOTA_ActorCredits_6_Heroes"	"batrider,ember_spirit,faceless_void,jakiro,venomancer,skeleton_king"
"DOTA_ActorCredits_7_Name"	"Jim French"
"DOTA_ActorCredits_7_Heroes"	"elder_titan"
"DOTA_ActorCredits_8_Name"	"Michael Gregory"
"DOTA_ActorCredits_8_Heroes"	"bounty_hunter,clinkz,silencer"
"DOTA_ActorCredits_9_Name"	"Gin Hammond"
"DOTA_ActorCredits_9_Heroes"	"crystal_maiden,drow_ranger,enchantress,mirana,phantom_assassin,spectre,vengefulspirit"
"DOTA_ActorCredits_10_Name"	"John Patrick Lowrie"
"DOTA_ActorCredits_10_Heroes"	"ancient_apparition,dark_seer,doom_bringer,earthshaker,pudge,nevermore,storm_spirit"
"DOTA_ActorCredits_11_Name"	"Ellen McLain"
"DOTA_ActorCredits_11_Heroes"	"broodmother,death_prophet"
"DOTA_ActorCredits_12_Name"	"Bruce Miles"
"DOTA_ActorCredits_12_Heroes"	"alchemist,life_stealer,omniknight"
"DOTA_ActorCredits_13_Name"	"Linda K. Morris"
"DOTA_ActorCredits_13_Heroes"	"luna,naga_siren,queenofpain,templar_assassin"
"DOTA_ActorCredits_13_Extra"	"Spiker"
"DOTA_ActorCredits_14_Name"	"Sam A. Mowry"
"DOTA_ActorCredits_14_Heroes"	"antimage,beastmaster,rattletrap,necrolyte,slardar,warlock"
"DOTA_ActorCredits_14_Extra"	"Gizli Satıcı"
"DOTA_ActorCredits_15_Name"	"Eric Newsome"
"DOTA_ActorCredits_15_Heroes"	"chen,leshrac,furion,razor,tidehunter,tiny,zuus"
"DOTA_ActorCredits_16_Name"	"Nolan North"
"DOTA_ActorCredits_16_Heroes"	"brewmaster,earth_spirit,gyrocopter,keeper_of_the_light,lone_druid,lycan,meepo,ogre_magi,shadow_demon,troll_warlord"
"DOTA_ActorCredits_17_Name"	"Dempsey Pappion"
"DOTA_ActorCredits_17_Heroes"	"magnataur,nyx_assassin,visage"
"DOTA_ActorCredits_18_Name"	"TJ Ramini"
"DOTA_ActorCredits_18_Heroes"	"abaddon,bristleback,skywrath_mage,shredder"
"DOTA_ActorCredits_19_Name"	"Harry S. Robins"
"DOTA_ActorCredits_19_Heroes"	"tinker"
"DOTA_ActorCredits_20_Name"	"Gary Schwartz"
"DOTA_ActorCredits_20_Heroes"	"lich,pugna"
"DOTA_ActorCredits_21_Name"	"David Scully"
"DOTA_ActorCredits_21_Heroes"	"bane,dazzle,juggernaut,morphling,sand_king,sven,weaver"
"DOTA_ActorCredits_22_Name"	"Mike Shapiro"
"DOTA_ActorCredits_22_Heroes"	"oracle"
"DOTA_ActorCredits_23_Name"	"David Sobolov"
"DOTA_ActorCredits_23_Heroes"	"terrorblade"
"DOTA_ActorCredits_24_Name"	"Jon St. John"
"DOTA_ActorCredits_24_Heroes"	"axe,bloodseeker,enigma,kunkka"
"DOTA_ActorCredits_25_Name"	"Fred Tatasciore"
"DOTA_ActorCredits_25_Heroes"	"disruptor,spirit_breaker,treant,undying,ursa"
"DOTA_ActorCredits_25_Extra"	"Warlock'un Golemi"
"DOTA_ActorCredits_26_Name"	"Jen Taylor"
"DOTA_ActorCredits_26_Heroes"	"lina,medusa,puck,windrunner"
"DOTA_ActorCredits_27_Name"	"Tony Todd"
"DOTA_ActorCredits_27_Heroes"	"dragon_knight,night_stalker,viper"
"DOTA_ActorCredits_28_Name"	"&nbsp;"
"DOTA_ActorCredits_28_Heroes"	"&nbsp;"
"DOTA_PlayerContextMenu_Trade"	"Takasa Davet Et"
"DOTA_Custom_Game_Finished_Vote_Title"	"Özel Oyun Oylaması"
"DOTA_Custom_Game_Finished_Vote_Question"	"Bu özel oyun hakkında ne düşünüyorsunuz?"
"DOTA_Custom_Game_Finished_Vote_Skip"	"Geç"
"DOTA_TabName_ModsLobbyList"	"Lobi Listesi"
"DOTA_WatchLive_Fullscreen"	"TAM EKRAN"
"DOTA_JoinChatChannel_ChannelName"	"Kanal Adı"
"DOTA_JoinChatChannel_ChannelMemberCount"	"Üyeler"
"DOTA_Chat_ChannelMemberCount"	"{d:channel_member_count}"
"dota_settings_coop_fullscreen"	"Masaüstü Dostu Tam Ekran"
"DOTA_Trading_UI_Body_Outgoing"	"İsteğinize yanıt vermesi için {s:player_name} bekleniyor..."
"DOTA_GiftWrap_Item"	"{g:dota_item_name:gift_item_def} hediye paketi yapılıyor."
"DOTA_GiftWrap_ConfirmDedication_Title"	"İthafı Onayla"
"DOTA_GiftWrap_ConfirmDedication_Message"	"Hediyeyi '{s:gift_dedication}' bağlılık seviyesi ile ithaf etmek istediğinize emin misiniz?"
"DOTA_GiftWrap_Success_Header"	"Başarılı"
"DOTA_GiftWrap_Success"	"Hediyeniz teslim edildi."
"DOTA_GiftWrap_Error_RateLimitedNormal"	"{d:gift_limit_hours} saat içinde sadece {d:gift_limit_count} tane eşya hediye edebilirsiniz. Zaten belirtilen sayıda hediye gönderdiniz, bu hediyeyi göndermeden önce lütfen bekleyiniz."
"DOTA_GiftWrap_Error_RateLimitedCharge"	"Bu mücadele puanı seviyesinde, {d:gift_limit_hours} saat içinde sadece {d:gift_limit_count} tane takas edilemez eşya hediye edebilirsiniz. Bu hediye şu anda gönderilemez."
"DOTA_GiftWrap_Error_RateLimitedChargeNone"	"Bu mücadele puanı seviyesinde takas edilemez eşyaları hediye edemezsiniz. Bu hediye şu anda gönderilemez."
"DOTA_Custom_Game_Sort_Most_Played"	"En Popüler (Bu Hafta)"
"dota_settings_about"	"Hakkında"
"dota_settings_fullscreen_focus_behavior"	"Masaüstü dostu tam ekran odak kaybında küçültülür"
"DOTA_EquippedItem_AddToShuffle"	"Karışık Sıraya Ekle"
"DOTA_EquippedItem_RemoveFromShuffle"	"Karışık Sıradan Kaldır"
"DOTA_EquippedItem_Unpack_And_AddToShuffle"	"Paketi Aç ve Karışık Sıraya Ekle"
"DOTA_ClientVersion"	"Sürüm: <span class=\"VersionNumber\">{d:client_version_number}</span>"
"DOTA_GameplayVersion"	"Oynayış Sürümü: <span class=\"VersionNumber\">{s:gameplay_version_number}</span>"
"DOTA_CurrentGameplayVersion"	"6.85"
"DOTA_Credits_LindaKMorris_Extra"	"& Varsayılan Spiker"
"DOTA_Credits_SamAMowry_Extra"	"& Gizli Dükkan Satıcısı"
"DOTA_Credits_FredTatasciore_Extra"	"& Warlock Golemi"
"DOTA_Recycling"	"Geri Dönüştürme"
"DOTA_Recycling_Action"	"Dönüştür"
"DOTA_Recycling_DragItems"	"İstenmeyen eşyaları buraya sürükle"
"DOTA_Recycling_Outputs"	"Teslim Al"
"DOTA_Recycling_Confirm"	"Bu eşyaları dönüştürmek istediğinizden emin misiniz?"
"DOTA_RecyclingCharm_Name"	"Kröze Mücevher Nazarlığı II"
"DOTA_RecyclingCharm_Bonus"	"+25 Dergi Altını"
"custom_game_file_error"	"Özel oyun dosyalarına erişirken hata meydana geldi."
"DOTA_Previous"	"Önceki"
"DOTA_PreviousShort"	"Önceki"
"DOTA_Next"	"Sonraki"
"DOTA_Friends_Add_Friend_Tooltip"	"Arkadaş Ekle"
"DOTA_Friends_Add_Friend_Entry_Placeholder"	"Aramak için Arkadaş ID'sini girin"
"DOTA_Friends_Add_Friend_Your_ID"	"Arkadaş ID'niz:"
"dota_settings_voice_always_sample_mic"	"Geliştirilmiş Bas Konuş"
"dota_settings_voice_always_sample_mic_tooltip"	"Oyunun bazı donanımlarda donmasını önlemek için kayıt cihazını aktif tutun."
"DOTA_EconItemSet_Tooltip_MultipleTeams"	"Radiant ve Dire için farklı stillere sahip"
"DOTA_HeroLoadout_Shuffle_Count"	"Karıştırıcıdaki Öğe(ler) ({i:loadout_items_in_shuffle})"
"DOTA_HeroLoadout_Add_All_To_Shuffle"	"Hepsini Karıştırmak İçin Ekle"
"DOTA_HeroLoadout_Clear_Shuffle"	"Karıştırıcıyı Temizle"
