"dota"
{
"DOTA_Accept"	"Akceptuj"
"DOTA_Armory_SortBy_Sockets"	"Liczba gniazd"
"DOTA_Armory_Search"	"Wyszukaj w Zbrojowni"
"DOTA_Armory_ContextMenu_Preview"	"Szczegóły przedmiotu"
"DOTA_Armory_ContextMenu_PreviewSet"	"Podgląd pełnego zestawu"
"DOTA_Armory_ContextMenu_Equip"	"Załóż przedmiot"
"DOTA_Armory_ContextMenu_Unequip"	"Zdejmij przedmiot"
"DOTA_Armory_ContextMenu_Socketing"	"Zagnieżdżanie"
"DOTA_Armory_ContextMenu_GiftWrap"	"Zapakuj przedmiot"
"DOTA_Armory_ContextMenu_Delete"	"Usuń"
"dota_page_match_details_loading"	"Ładowanie meczu..."
"dota_page_match_details_victory"	"Zwycięzca: {s:winner}"
"dota_page_match_details_legend_player"	"Gracz"
"dota_page_match_details_legend_level"	"Poziom"
"dota_page_match_details_legend_hero"	"Bohater"
"dota_page_match_details_legend_kills"	"Za"
"dota_page_match_details_legend_deaths"	"Zg"
"dota_page_match_details_legend_assists"	"As"
"dota_page_match_details_legend_items"	"Przedmioty"
"dota_page_match_details_legend_gold"	"Złoto"
"dota_page_match_details_legend_last_hits"	"OT"
"dota_page_match_details_legend_denies"	"DOB"
"dota_page_match_details_legend_gold_per_min"	"ZNM"
"dota_page_match_details_legend_xp_per_min"	"DNM"
"dota_page_match_details_legend_winner_tooltip"	"Zwycięska drużyna"
"dota_page_match_details_legend_kills_tooltip"	"Zabójstwa"
"dota_page_match_details_legend_deaths_tooltip"	"Zgony"
"dota_page_match_details_legend_assists_tooltip"	"Asysty"
"dota_page_match_details_legend_last_hits_tooltip"	"Ost. traf. creepów"
"dota_page_match_details_legend_denies_tooltip"	"Dobicia creepów"
"dota_page_match_details_legend_gold_per_min_tooltip"	"Złoto na minutę"
"dota_page_match_details_legend_xp_per_min_tooltip"	"Doświadczenie na minutę"
"dota_page_match_details_header_league_name"	"Nazwa ligi"
"dota_page_match_details_header_custom_game_map_name"	"Nazwa mapy"
"dota_page_match_details_header_match_id"	"ID meczu"
"dota_page_match_details_header_game_mode"	"Tryb gry"
"dota_page_match_details_header_duration"	"Czas trwania"
"dota_page_match_details_header_timestamp"	"Data/czas meczu"
"dota_page_match_details_voting_votes"	"Głosów: {i:num_votes}"
"dota_page_match_details_match_discussion"	"Dyskusja o meczu"
"dota_page_match_details_comment_placeholder"	"Napisz komentarz..."
"dota_page_match_details_comment_loading_comments"	"Wczytywanie komentarzy..."
"dota_page_match_details_comment_no_comments"	"Brak komentarzy do tego meczu"
"dota_page_match_details_replay_existence_unknown"	"Szukanie powtórki..."
"dota_page_match_details_replay_existence_cdn_found"	"Pobierz powtórkę"
"dota_page_match_details_replay_existence_not_found"	"Powtórka niedostępna"
"dota_page_match_details_replay_existence_downloading"	"Pobieranie..."
"dota_page_match_details_replay_existence_disk_found_replay"	"Oglądaj powtórkę"
"dota_page_match_details_replay_existence_disk_found_highlights"	"Obejrzyj ważne momenty"
"dota_page_match_details_replay_existence_wrong_engine"	"Powtórki z Source 1 niedostępne na Source 2"
"dota_profile_content_tab_activity_feed"	"Dziennik aktywności"
"dota_profile_content_tab_recent_games"	"Ostatnie gry"
"dota_profile_recent_games_option_show_practice_matches"	"Pokaż mecze treningowe"
"dota_profile_recent_game_header_timestamp"	"Data/czas"
"dota_profile_recent_game_header_hero_name"	"Bohater"
"dota_profile_recent_game_header_result"	"Wynik"
"dota_profile_recent_game_header_duration"	"Czas trwania"
"dota_profile_recent_game_header_type"	"Rodzaj"
"dota_profile_recent_game_result_win"	"Wygrana"
"dota_profile_recent_game_result_loss"	"Przegrana"
"dota_profile_recent_game_result_abandon"	"Opuszczenie"
"dota_profile_recent_game_icon_source1"	"S1"
"dota_profile_hero_with_index"	"{d:hero_index} {s:hero_name}"
"dota_profile_hero"	"{s:hero_name}"
"dota_replay_manager_error_not_found"	"Nie można znaleźć powtórki na CDN."
"dota_replay_manager_error_existing_partial"	"Nie można usunąć istniejącego częściowego pliku powtórki."
"dota_replay_manager_error_creation_failure"	"Nie można utworzyć częściowego pliku powtórki."
"dota_replay_manager_error_disk_full"	"Nie można przydzielić miejsca dla pliku powtórki."
"dota_replay_manager_error_chunk_failed"	"Błąd pobierania pliku powtórki."
"dota_replay_manager_error_write_failure"	"Nie można zapisać częściowego pliku powtórki."
"dota_replay_manager_error_partial_compressed_open_failure"	"Nie można otworzyć skompresowanego pliku powtórki."
"dota_replay_manager_error_partial_decompressed_open_failure"	"Nie można otworzyć zdekompresowanego pliku powtórki."
"dota_replay_manager_error_partial_decompression_failure"	"Błąd dekompresji pliku powtórki."
"dota_replay_manager_error_partial_decompression_write_failure"	"Błąd zapisu zdekompresowanego pliku powtórki."
"dota_page_match_details_replay_error_not_found"	"Nie znaleziono powtórki na dysku."
"DOTA_tooltip_econ_item_name"	"{s:item_name}"
"DOTA_tooltip_econ_item_description"	"{s:item_description}"
"DOTA_tooltip_econ_item_set"	"Część zestawu: <font color='#dddddd'>{s:item_set}</font>"
"DOTA_tooltip_econ_item_rarity_label"	"Rzadkość:"
"DOTA_tooltip_econ_item_rarity"	"{s:item_rarity}"
"DOTA_tooltip_econ_item_slot"	"Slot: {s:item_slot}"
"DOTA_tooltip_econ_item_gifter"	"{g:dota_persona:gifter_name}"
"DOTA_tooltip_econ_item_gift_received_date"	"Otrzymano: {t:T:gift_received_date_time}"
"DOTA_tooltip_econ_item_trade_restriction_permanent"	"Nie można wymienić ani sprzedać"
"DOTA_tooltip_econ_item_trade_restriction_date"	"Nie można wymienić ani sprzedać do: {t:s:tradable_after_date_time}"
"DOTA_tooltip_econ_item_market_restriction_permanent"	"Niezbywalne"
"DOTA_tooltip_econ_item_gift_restriction_permanent"	"Nie można wysłać jako prezent"
"DOTA_tooltip_econ_item_gift_restriction_date"	"Nie można wysłać jako prezent do: {t:T:giftable_after_date_time} {t:s:giftable_after_date_time}"
"DOTA_tooltip_econ_item_gem_type"	"{s:gem_type}"
"DOTA_tooltip_econ_item_gem_strange_count"	"{d:strange_count}"
"DOTA_tooltip_econ_item_gem_description"	"{s:gem_description}"
"DOTA_tooltip_econ_item_partner"	"{s:partner}"
"DOTA_econ_item_details_item_name"	"{s:item_name}"
"DOTA_econ_item_details_item_creation_date"	"DATA UTWORZENIA: {t:l:creation_date}"
"DOTA_econ_item_details_set_includes"	"Zawiera następujące:"
"DOTA_econ_item_details_item_set"	"Część zestawu: <font color='#dddddd'>{s:item_set}</font>"
"DOTA_econ_item_details_rarity_label"	"Rzadkość:"
"DOTA_econ_item_details_item_rarity"	"{s:item_rarity}"
"DOTA_econ_item_details_item_slot"	"Slot: {s:item_slot}"
"DOTA_econ_item_details_item_description"	"{s:item_description}"
"DOTA_econ_item_details_gem_type"	"{s:gem_type}"
"DOTA_econ_item_details_gem_strange_count"	"{d:strange_count}"
"DOTA_econ_item_details_gem_description"	"{s:gem_description}"
"DOTA_Treasure_Name"	"{s:treasure_name}"
"DOTA_Treasure_Rarity"	"<span class=\"ItemRarityColor\">{s:treasure_rarity}</span> skarb"
"DOTA_Voice_Party"	"Głos zespołu"
"custom_game_mismatch_title"	"Brak pokrycia danych niestandardowej gry"
"custom_game_mismatch_desc"	"Archiwum niestandardowej gry klienta nie pokrywa się z wersją serwera."
"custom_game_team_select"	"Wybór drużyny"
"custom_game_team_select_timer"	"{i:countdown_timer_seconds}"
"custom_game_team_select_shuffle"	"Wymieszaj"
"custom_game_team_select_auto_start"	"Autostart"
"custom_game_team_select_starting"	"Rozpoczynanie"
"custom_game_team_select_unassigned_players"	"Nieprzypisani gracze"
"custom_game_team_select_lock_start"	"Zablokuj + start"
"custom_game_team_select_cancel_unlock"	"Anuluj + odblokuj"
"custom_game_team_select_join"	"Dołącz"
"custom_game_team_select_empty_slot"	"Pusty slot"
"custom_game_team_select_auto_assign"	"Autoprzypisanie"
"custom_game_default_gameinfo_text"	"Sprawdź ponownie później, by uzyskać więcej informacji o tej niestandardowej grze!"
"CouldntFindCompendium"	"Nie udało się wczytać testowego pliku kompendium: {s:s1}"
"CompendiumPageError_Pages"	"Nie znaleziono elementu „pages” w plikach kompendium."
"CompendiumPageError_Template"	"Nie odnaleziono wpisu „template” dla strony „{s:s1}” kompendium (numer strony {s:s2})"
"CompendiumPageError_Template2"	"Nie odnaleziono szablonu o nazwie „{s:s1}” na stronie „{s:s2}” kompendium"
"CompendiumPageError_Image"	"Nie odnaleziono obrazu o nazwie „{s:s1}” na stronie „{s:s2}” kompendium"
"CompendiumPageError_Text"	"Nie odnaleziono bloku tekstu o nazwie „{s:s1}” na stronie „{s:s2}” kompendium"
"CompendiumPageError_Video"	"Nie udało się odnaleźć filmu „{s:s1}” na stronie „{s:s2}” kompendium"
"CompendiumPageError_Scrollbar"	"Nie znaleziono paska przewijania o nazwie „{s:s1}” na stronie „{s:s2}” kompendium"
"CompendiumPageError_Selection"	"Nie odnaleziono pola wyboru o nazwie „{s:s1}” na stronie „{s:s2}” kompendium"
"CompendiumPageError_PageNames"	"Podana strona - „{s:s1}” używa takiej samej nazwy jak inna strona. Nazwa strony musi być unikalna."
"CompendiumPageError_CustomText"	"Błąd w niestandardowym bloku tekstu „{s:s1}” na stronie „{s:s2}” kompendium"
"CompendiumPageError_CustomImg"	"Błąd w niestandardowym bloku obrazu „{s:s1}”"
"CompendiumPageError_CustomBar"	"Błąd w niestandardowym bloku paska postępu „{s:s1}” na stronie „{s:s2}” kompendium"
"CompendiumPageError_CustomEle"	"Nie udało się zainicjalizować instancji niestandardowego elementu „{s:s1}” na stronie „{s:s2}” kompendium"
"CompendiumPageError_CTFont"	"Podano niewłaściwą czcionkę „{s:s1}” na stronie „{s:s2}” kompendium. Prawidłowe czcionki:\ntext, textbold, title"
"CompendiumPageError_CTAlign"	"Podano niewłaściwe wyrównanie „{s:s1}” na stronie „{s:s2}” kompendium. Prawidłowe wyrównania:\n left, right, center"
"CompendiumPageError_CTDepth"	"Nieprawidłowa głębia „{s:s1}”. Prawidłowe wartości głębi:\nfront, back"
"CompendiumPageError_LinePos"	"Linia „{s:s1}” nie posiada obydwu bloków pozycji „start” i „end”."
"CompendiumPageError_CTPoints"	"Nieprawidłowy indeks pola wyboru „{s:s1}” w sekcji „points” niestandardowego tekstu „{s:s2}”."
"CompendiumPageError_CTPoints2"	"Nieprawidłowy indeks pola wyboru „{s:s1}” w sekcji „points” niestandardowego tekstu „{s:s2}”. Nie znaleziono pola wyboru o takim indeksie."
"CompendiumPageError_SelDesc"	"Nie odnaleziono klucza „description” dla pola wyboru „{s:s1}” na stronie „{s:s2}” kompendium"
"CompendiumPageError_Points"	"Brakująca (lub zerowa) wartość „points” dla pola wyboru „{s:s1}” na stronie „{s:s2}” kompendium."
"CompendiumPageError_SelType"	"Brakująca wartość „choice_type” dla pola wyboru „{s:s1}” na stronie „{s:s2}” kompendium"
"CompendiumPageError_BarType"	"Brakująca wartość „data” dla paska postępu „{s:s1}” na stronie „{s:s2}” kompendium"
"CompendiumPageError_NoTime"	"Brakujący albo niepoprawny czas wybrany dla pola wyboru „{s:s1}” w „{s:s2}”"
"CompendiumPageError_ElementType"	"Brakująca lub nieprawidłowa wartość „elementtype” elementu „{s:s1}” na stronie „{s:s2}”"
"CompendiumPageError_SelTimer"	"Nierozpoznany licznik o nazwie „{s:s1}” na stronie „{s:s2}” kompendium"
"CompendiumPageError_BadElement"	"Nieznany element SF nazwany „{s:s1}” na stronie „{s:s2}” kompendium"
"CompendiumPageError_SelNoTimer"	"Brak liczników na stronie „{s:s1}” kompendium (są na niej pola wyboru, które wymagają licznika)"
"CompendiumPageError_SelUnknown"	"Nieprawidłowa wartość „choice_type” dla „{s:s1}” w polu wyboru „{s:s2}”"
"CompendiumPageError_BarUnknown"	"Nieprawidłowa wartość „data” klucza „{s:s1}” dla pola wyboru „{s:s2}”"
"CompendiumPageError_InvalidEquation"	"Nieprawidłowe równanie: „{s:s1}” dla „{s:s2}”"
"CompendiumPageError_SelChoices"	"Brakujący element „choices” dla pola wyboru „{s:s1}” na stronie „{s:s2}” kompendium"
"CompendiumPageError_NoHero"	"Nie udało się odnaleźć bohatera z ID „{s:s1}” do pola wyboru „{s:s1}”"
"CompendiumPageError_Unknown"	"Wewnętrzny błąd logiczny kompendium. Skontaktuj się z Valve."
"CompendiumPageError_ImageDL"	"Nie udało się zainicjować pobierania obrazu kompendium „{s:s1}” ({s:s2})"
"CompendiumPageError_ImageDLErr"	"Nie udało się pobrać obrazu kompendium „%s” ({s:s2})"
"CompendiumPageError_BtnNoElem"	"Brak bloku „selection_elements” dla przycisku „{s:s1}” na stronie „{s:s2}” kompendium"
"CompendiumPageError_BtnBadVal"	"Wartość pola wyboru „{s:s1}” w przycisku „{s:s2}” nie jest na liście opcji dla tego indeksu pola wyboru"
"CompendiumPageError_BtnBadSel"	"Ustawienie „selection_force_to” w elemencie „{s:s1}” nie jest na liście opcji dla pola wyboru „{s:s2}”"
"CompendiumPageError_BtnSelIdx"	"Przycisk „{s:s1}” na stronie „{s:s2}” kompendium ma brakującą lub nieprawidłową wartość klucza „selection_index”"
"CompendiumPageError_CmdSelIdx"	"Element „{s:s1}” na stronie kompendium „{s:s2}” ma brakujące lub niewłaściwe polecenie „selection_index” lub „force_selection_index”"
"CompendiumPageError_ImgSelIdx"	"Niepoprawna wartość „selection_index” klucza „{s:s1}” w obrazie „{s:s2}”."
"CompendiumPageError_ImgShowSelIdx"	"Niepoprawna wartość „show_selection_index” klucza „{s:s1}” w obrazie „{s:s2}”."
"CompendiumPageError_ImgSelVal"	"Niepoprawna opcja pola wyboru „{s:s1}” w sekcji „show_selection_images” obrazu „{s:s2}”."
"CompendiumPageError_ImgBadStyle"	"Nieprawidłowy styl „{s:s1}” dla obrazka „{s:s2}”."
"CompendiumPageError_DynTxtSel"	"Tekst „{s:s1}” na stronie „{s:s2}” zawiera niepoprawną wartość % selection_X %. Brak prerejestrowanego pola wyboru z tym indeksem."
"CompendiumPageError_NoTxtList"	"Nie odnaleziono listy tekstowej „{s:s1}” na stronie „{s:s2}”"
"CompendiumPageError_TOCPage"	"Strona table_of_contents_page „{s:s1}” nie istnieje."
"CompendiumPageError_SelIndex"	"Pole wyboru „{s:s1}” na stronie „{s:s2}” kompendium nie posiada wartości „selection_index” albo jest ona błędna"
"CompendiumPageError_SelUsed"	"Pole wyboru „{s:s1}” na stronie „{s:s2}” kompendium nie posiada unikalnej wartości „selection_index”"
"CompendiumPageError_SelVal"	"Pole wyboru „{s:s1}” na stronie „{s:s2}” kompendium ma opcje z taką samą wartością"
"CompendiumPageError_SelValInv"	"Pole wyboru „{s:s1}” na stronie „{s:s2}” kompendium posiada opcję o wartości <= 0. Wartości opcji muszą być większe niż 0."
"CompendiumPageError_SelTTVal"	"Pole wyboru „{s:s1}” na stronie „{s:s2}” kompendium ma wpis tooltip_data, którego wartość nie jest na jego liście wyboru."
"CompendiumPageError_NoAnswer"	"Pole wyboru „{s:s1}” na stronie „{s:s2}” kompendium nie posiada klucza „answer” ani „answers” w sekcji „result”"
"CompendiumPageError_MissAnswer"	"Pole wyboru „{s:s1}” na stronie „{s:s2}” kompendium posiada klucz „answer” lub „answers”, którego wartość nie zgadza się z żadną z możliwych opcji"
"CompendiumPageError_Timer"	"Licznik „{s:s1}” ma błędny czas POSIX"
"CompendiumPageError_UnknownAction"	"Obiekt „{s:s1}” odwołuje się do nieznanej akcji „{s:s2}”"
"CompendiumPageError_SameElement"	"System odkrywania odnalazł wiele elementów o nazwie „{s:s1}” na stronie „{s:s2}”"
"CompendiumPageError_DupeKey"	"Blok wartości klucza „{s:s1}” zawiera wiele kluczy o tej samej nazwie „{s:s2}”."
"CompendiumError_Template"	"Nie udało się odnaleźć szablonu o nazwie „{s:s1}”"
"CompendiumError_DupeTemplate"	"Znaleziono więcej niż jeden szablon o tej samej nazwie: „{s:s1}”"
"CompendiumError_NoDefines"	"Szablon „{s:s1}” wymaga definicji, ale jego instancja „{s:s2}” nie posiada bloku „defines”."
"CompendiumError_MissingDef"	"Instancja pochodna „{s:s1}” nie zawiera definicji o nazwie „{s:s2}”, a jest wymagana przez szablon, od którego pochodzi."
"CompendiumError_BadDef"	"Pochodna instancja „{s:s1}” zawiera wymaganą definicję o nazwie „{s:s2}”, która nie zaczyna się od niezbędnego „%def”."
"CompendiumError_FailedPanoramaGen"	"Nie udało się wygenerować szablonu panoramy dla strony „{s:s1}”."
"CompendiumError_FailedXMLWrite"	"Nie udało się zapisać dokumentu XML dla strony „{s:s1}” do pliku o nazwie „{s:s2}”."
"CompendiumError_FailedCSSWrite"	"Nie udało się zapisać dokumentu CSS dla strony „{s:s1}” do pliku o nazwie „{s:s2}”."
"DOTA_GlobalItems_Companions"	"Towarzysze"
"DOTA_GlobalItems_Couriers"	"Kurierzy"
"DOTA_GlobalItems_Pets"	"Zwierzaki"
"DOTA_GlobalItems_World"	"Świat"
"DOTA_GlobalItems_Wards"	"Wardy"
"DOTA_GlobalItems_Effigies"	"Podobizny"
"DOTA_GlobalItems_Weather"	"Efekty pogodowe"
"DOTA_GlobalItems_Interface"	"Interfejs"
"DOTA_GlobalItems_Emoticons"	"Emotikony"
"DOTA_GlobalItems_LoadingScreens"	"Ekrany ładowania"
"DOTA_GlobalItems_HUDs"	"HUD-y"
"DOTA_GlobalItems_Audio"	"Dźwięk"
"DOTA_GlobalItems_Announcers"	"Zestawy komentatorów"
"DOTA_GlobalItems_Music"	"Muzyka"
"DOTA_Search"	"Szukaj"
"DOTA_Start"	"Start"
"DOTA_PleaseWait"	"Proszę czekać..."
"DOTA_ProfileCard_HeroHover"	"Pokaż po najechaniu kursorem:"
"DOTA_ChallengeGroup_2_Desc"	"Poćwicz z bohaterami sterowanymi przez SI w bezstresowej przestrzeni ćwiczebnej."
"DOTA_ChatTab_ToggleSounds"	"Odtwórz dźwięk po otrzymaniu wiadomości na tym kanale."
"dota_lobby_balanced_shuffle"	"Wymieszanie balansowane"
"dota_lobby_swap_teams"	"Zamień drużyny"
"dota_lobby_unassigned_players"	"Nieprzydzieleni gracze"
"dota_lobby_broadcast_channels"	"Przełącz kanały z komentarzem"
"dota_lobby_settings"	"Ustawienia poczekalni"
"dota_lobby_settings_edit"	"Edytuj"
"dota_lobby_leave"	"Wyjdź z tej poczekalni"
"DOTA_Custom_Game_View_Lobby_List"	"Zobacz listę poczekalni"
"DOTA_Custom_Game_Lobby_List_Title"	"Lista poczekalni"
"DOTA_Custom_Game_Browse_All"	"Przeglądaj wszystkie gry"
"DOTA_Custom_Game_Friends_Ready"	"Znajomi gotowi do gry"
"DOTA_Custom_Game_Friends_Who_Play"	"Znajomi, którzy grali"
"DOTA_Custom_Game_Friends_Playing_Now"	"Znajomi, którzy teraz grają"
"DOTA_Custom_Game_Browse_Sort"	"Sortuj:"
"DOTA_Custom_Game_Sort_Popular_Today"	"Najwyżej oceniane (dzisiaj)"
"DOTA_Custom_Game_Sort_Popular_Week"	"Najwyżej oceniane (ten tydzień)"
"DOTA_Custom_Game_Sort_Top_Rated"	"Najwyżej ocenione (zawsze)"
"DOTA_Custom_Game_Sort_Date"	"Data publikacji"
"DOTA_WatchLive_WatchLabel"	"OGLĄDAJ:"
"DOTA_WatchLive_ThirdParty"	"INNE"
"DOTA_WatchLive_Steam"	"STEAM"
"DOTA_WatchLive_InGame"	"W GRZE"
"DOTA_WatchLive_Broadcaster0"	"Oglądaj: {g:dota_persona:b:broadcaster_account_id_0}"
"DOTA_WatchLive_Broadcaster1"	"Oglądaj: {g:dota_persona:b:broadcaster_account_id_1}"
"DOTA_WatchLive_Broadcaster2"	"Oglądaj: {g:dota_persona:b:broadcaster_account_id_2}"
"DOTA_WatchLive_Broadcaster3"	"Oglądaj: {g:dota_persona:b:broadcaster_account_id_3}"
"DOTA_WatchLive_Broadcaster4"	"Oglądaj: {g:dota_persona:b:broadcaster_account_id_4}"
"DOTA_WatchLive_Broadcaster5"	"Oglądaj: {g:dota_persona:b:broadcaster_account_id_5}"
"DOTA_WatchLive_Broadcaster6"	"Oglądaj: {g:dota_persona:b:broadcaster_account_id_6}"
"DOTA_WatchLive_Broadcaster7"	"Oglądaj: {g:dota_persona:b:broadcaster_account_id_7}"
"DOTA_WatchLive_Broadcaster8"	"Oglądaj: {g:dota_persona:b:broadcaster_account_id_8}"
"DOTA_WatchLive_Broadcaster9"	"Oglądaj: {g:dota_persona:b:broadcaster_account_id_9}"
"dota_matchmaking_region_title_confirm"	"Potwierdź regiony wyszukiwania gier"
"dota_play_lobby_games"	"Pokaż poczekalnie"
"dota_play_host_loading"	"Wczytywanie hosta..."
"dota_play_connecting_to_server"	"Łączenie..."
"dota_reconnecting"	"Ponowne łączenie..."
"dota_matchmaking_regions_retry"	"Spróbuj ponownie"
"dota_matchmaking_region_ping_calculating"	"Ping: Obliczanie..."
"dota_matchmaking_region_ping_failed"	"Ping: NIEPOWODZENIE"
"dota_matchmaking_region_or"	"Lub"
"dota_matchmaking_region_selected_offline"	"Jeden lub więcej wybranych regionów jest tymczasowo offline."
"dota_matchmaking_region_selected_unreachable"	"Nie udało się potwierdzić połączenia sieciowego z wybranym regionem/regionami."
"dota_matchmaking_region_all_unavailable"	"Nie udało się spingować żadnego regionu. Sprawdź swoje połączenie z Internetem."
"dota_matchmaking_region_check_internet"	"Sprawdź swoje połączenie z Internetem."
"dota_matchmaking_region_poor_choices"	"Wybrane aktualne regiony mogą spowodować wolne połączenia z serwerem gry."
"dota_settings_hide_party_unless_open"	"Ukryj mój status zespołu, gdy nie w otwartym zespole"
"dota_settings_open_party_manual_accept_invites"	"Nie akceptuj zaproszeń, gdy w otwartym zespole"
"dota_settings_networkhud"	"Pokaż informacje sieciowe"
"dota_settings_fullscreenbrightness"	"Jasność"
"dota_settings_dashboard_renderquality"	"Tablica w wysokiej jakości"
