"dota"
{
"DOTA_Accept"	"Elfogad"
"CompendiumPageError_DupeKey"	"A(z) '{s:s1}' kulcsérték blokk több kulcsot tartalmaz azonos '{s:s2}' névvel."
"CompendiumError_Template"	"Nem sikerült '{s:s1}' nevű sablont találni."
"CompendiumError_DupeTemplate"	"Több sablon is található '{s:s1}' néven."
"CompendiumError_NoDefines"	"A(z) '{s:s1}' sablonhoz definíciók szükségesek, de a(z) '{s:s2}' példányának nincs 'defines' blokkja."
"CompendiumError_MissingDef"	"A(z) '{s:s1}' származtatott példány nem tartalmaz '{s:s2}' nevű define-t, de a sablonhoz, amelyből származik, szükség van rá."
"CompendiumError_BadDef"	"A(z) '{s:s1}' származtatott példány egy '{s:s2}' nevű szükséges definíciót tartalmaz, aminek kezdete nem a szükséges '%def'."
"CompendiumError_FailedPanoramaGen"	"Nem sikerült panoráma elrendezést generálni a(z) '{s:s1}' oldalhoz."
"CompendiumError_FailedXMLWrite"	"Nem sikerült az XML írása a(z) '{s:s1}' oldalhoz erre a fájlnévre: '{s:s2}'."
"CompendiumError_FailedCSSWrite"	"Nem sikerült a CSS írása a(z) '{s:s1}' oldalhoz erre a fájlnévre: '{s:s2}'."
"DOTA_GlobalItems_Companions"	"Társak"
"DOTA_GlobalItems_Couriers"	"Futárok"
"DOTA_GlobalItems_Pets"	"Kisállatok"
"DOTA_GlobalItems_World"	"Világ"
"DOTA_GlobalItems_Wards"	"Wardok"
"DOTA_GlobalItems_Effigies"	"Képmások"
"DOTA_GlobalItems_Weather"	"Időjárás-effektek"
"DOTA_GlobalItems_Interface"	"Kezelőfelület"
"DOTA_GlobalItems_Emoticons"	"Hangulatjelek"
"DOTA_GlobalItems_LoadingScreens"	"Betöltőképernyők"
"DOTA_GlobalItems_HUDs"	"HUD-ok"
"DOTA_GlobalItems_Audio"	"Hang"
"DOTA_GlobalItems_Announcers"	"Bemondó-csomagok"
"DOTA_GlobalItems_Music"	"Zene"
"DOTA_Search"	"Keresés"
"DOTA_Start"	"Indítás"
"DOTA_PleaseWait"	"Kérjük, várj..."
"DOTA_ProfileCard_HeroHover"	"Megjelenítés rámutatáskor:"
"DOTA_ChallengeGroup_2_Desc"	"Gyakorolj MI irányította hősökkel és azok ellen egy stresszmentes gyakorlókörnyezetben."
"DOTA_ChatTab_ToggleSounds"	"Hang lejátszása, amikor üzenet érkezik ezen a csatornán."
"dota_lobby_balanced_shuffle"	"Kiegyensúlyozott keverés"
"dota_lobby_swap_teams"	"Csapatok cseréje"
"dota_lobby_unassigned_players"	"Beosztatlan játékosok"
"dota_lobby_broadcast_channels"	"Közvetítői csatornák ki/be"
"dota_lobby_settings"	"Váróbeállítások"
"dota_lobby_settings_edit"	"Szerkesztés"
"dota_lobby_leave"	"Váró elhagyása"
"DOTA_Custom_Game_View_Lobby_List"	"Várólista megnézése"
"DOTA_Custom_Game_Lobby_List_Title"	"Várólista"
"DOTA_Custom_Game_Browse_All"	"Összes játék böngészése"
"DOTA_Custom_Game_Friends_Ready"	"Játékra kész barátok"
"DOTA_Custom_Game_Friends_Who_Play"	"Ezzel játszó barátok"
"DOTA_Custom_Game_Friends_Playing_Now"	"Most játszó barátok"
"DOTA_Custom_Game_Browse_Sort"	"Rendezés:"
"DOTA_Custom_Game_Sort_Popular_Today"	"Legjobbra értékelt (ma)"
"DOTA_Custom_Game_Sort_Popular_Week"	"Legjobbra értékelt (ezen a héten)"
"DOTA_Custom_Game_Sort_Top_Rated"	"Legjobbra értékelt (minden idők)"
"DOTA_Custom_Game_Sort_Date"	"Kiadás dátuma"
"DOTA_WatchLive_WatchLabel"	"NÉZÉS:"
"DOTA_WatchLive_ThirdParty"	"KÜLSŐ SZOLGÁLTATÓ"
"DOTA_WatchLive_Steam"	"STEAM"
"DOTA_WatchLive_InGame"	"JÁTÉKBAN"
"DOTA_WatchLive_Broadcaster0"	"{g:dota_persona:b:broadcaster_account_id_0} nézése"
"DOTA_WatchLive_Broadcaster1"	"{g:dota_persona:b:broadcaster_account_id_1} nézése"
"DOTA_WatchLive_Broadcaster2"	"{g:dota_persona:b:broadcaster_account_id_2} nézése"
"DOTA_WatchLive_Broadcaster3"	"{g:dota_persona:b:broadcaster_account_id_3} nézése"
"DOTA_WatchLive_Broadcaster4"	"{g:dota_persona:b:broadcaster_account_id_4} nézése"
"DOTA_WatchLive_Broadcaster5"	"{g:dota_persona:b:broadcaster_account_id_5} nézése"
"DOTA_WatchLive_Broadcaster6"	"{g:dota_persona:b:broadcaster_account_id_6} nézése"
"DOTA_WatchLive_Broadcaster7"	"{g:dota_persona:b:broadcaster_account_id_7} nézése"
"DOTA_WatchLive_Broadcaster8"	"{g:dota_persona:b:broadcaster_account_id_8} nézése"
"DOTA_WatchLive_Broadcaster9"	"{g:dota_persona:b:broadcaster_account_id_9} nézése"
"dota_matchmaking_region_title_confirm"	"Játékkereső régiók megerősítése"
"dota_play_lobby_games"	"Várók megnézése"
"dota_play_host_loading"	"Házigazda betöltése..."
"dota_play_connecting_to_server"	"Csatlakozás..."
"dota_reconnecting"	"Újracsatlakozás..."
"dota_matchmaking_regions_retry"	"Újrapróbál"
"dota_matchmaking_region_ping_calculating"	"Ping: számítás..."
"dota_matchmaking_region_ping_failed"	"Ping: SIKERTELEN"
"dota_matchmaking_region_or"	"vagy"
"dota_matchmaking_region_selected_offline"	"Egy vagy több kiválasztott régió átmenetileg offline."
"dota_matchmaking_region_selected_unreachable"	"Nem sikerült megerősíteni a hálózati kapcsolatot a kiválasztott régiókkal."
"dota_matchmaking_region_all_unavailable"	"Egy régiót pingelése sem sikerült. Ellenőrizd az internetkapcsolatodat."
"dota_matchmaking_region_check_internet"	"Ellenőrizd az internetkapcsolatodat."
"dota_matchmaking_region_poor_choices"	"A jelenleg választott régió lassú kapcsolatot eredményezhet a játékszerverrel."
"dota_settings_hide_party_unless_open"	"Társaságállapotom elrejtése, amikor nem nyílt társaságban vagyok"
"dota_settings_open_party_manual_accept_invites"	"Ne fogadja el automatikusan a társaság-meghívókat, amíg nyílt társaságban vagyok"
"dota_settings_networkhud"	"Hálózati információ megjelenítése"
"dota_settings_fullscreenbrightness"	"Fényerő"
"dota_settings_dashboard_renderquality"	"Magas minőségű műszerfal"
"dota_settings_lowlatency_audio"	"Hangkésés automatikus észlelése"
"dota_settings_quicktargetattack"	"Gyorstámadás"
"dota_settings_chat_whispers"	"Steam üzenetek megjelenítése suttogásként"
"dota_settings_no_mode_resolutions"	"Nincs támogatott felbontás"
"DOTA_Settings_Tooltip_QuickTargetAttack"	"A támadás gomb megnyomása támadást indít az egérmutató helyén."
"dota_lobby_browser_header_name"	"Váró neve"
"dota_lobby_browser_header_slots"	"Helyek"
"dota_lobby_browser_header_game_mode"	"Játékmód"
"dota_lobby_browser_region"	"Régió"
"dota_lobby_browser_lobby_name"	"Váró neve"
"DOTA_Friend_Game_Mode_Self"	"{s:game_mode} játékban vagy"
"DOTA_Friend_Game_Mode_1_Friend"	"{s:player_name} {s:game_mode} játékot játszik"
"DOTA_Friend_Game_Mode_N_Friends"	"{d:num_friends} barátod játszik {s:game_mode} játékot"
"custom_game_lobby_mismatch"	"Az egyedi játék archívum nem egyezik meg a várószoba-főnökéével."
"CompendiumError_XMLLoadFail"	"Hiba a(z) '{s:s1}' oldal XML betöltésekor a(z) '{s:s2}' nevű fájlban."
"CompendiumError_XMLParseFail"	"Hiba a(z) '{s:s1}' oldal XML elemzésekor a(z) '{s:s2}' nevű fájlban."
"Compendium_DefaultText_TimerTitle_Active"	"VÁLASZTÁS LEZÁRÁSÁIG"
"Compendium_DefaultText_TimerTitle_Expired"	"VÁLASZTÁS LEZÁRVA"
"Compendium_DefaultText_CD_Days"	"nap"
"Compendium_DefaultText_CD_Hours"	"óra"
"Compendium_DefaultText_CD_Minutes"	"perc"
"Compendium_DefaultText_CD_Seconds"	"másodperc"
"NetGraph_FPS"	"fps: {d:fps}"
"NetGraph_Ping"	"ping: {d:ping}ms"
"NetGraph_Loss"	"veszteség: {d:loss}%"
"DOTA_Credits"	"Köszönetnyilvánítás"
"DOTA_ActorCredits_1_Name"	"Dee Bradley Baker"
"DOTA_ActorCredits_1_Heroes"	"Techies"
"DOTA_ActorCredits_2_Name"	"Dennis Bateman"
"DOTA_ActorCredits_2_Heroes"	"Invoker"
"DOTA_ActorCredits_3_Name"	"Tom Chantler"
"DOTA_ActorCredits_3_Heroes"	"Centaur, Lion, Obsidian Destroyer, Riki, Slark, Tusk, Witch Doctor"
"DOTA_ActorCredits_4_Name"	"Merle Dandridge"
"DOTA_ActorCredits_4_Heroes"	"Legion Commander, Winter Wyvern"
"DOTA_ActorCredits_5_Name"	"Barry Dennen"
"DOTA_ActorCredits_5_Heroes"	"Chaos Knight, Phantom Lancer, Rubick"
"DOTA_ActorCredits_6_Name"	"Dave Fennoy"
"DOTA_ActorCredits_6_Heroes"	"Batrider, Ember Spirit, Faceless Void, Jakiro, Venomancer, Skeleton King"
"DOTA_ActorCredits_7_Name"	"Jim French"
"DOTA_ActorCredits_7_Heroes"	"Elder Titan"
"DOTA_ActorCredits_8_Name"	"Michael Gregory"
"DOTA_ActorCredits_8_Heroes"	"Bounty Hunter, Clinkz, Silencer"
"DOTA_ActorCredits_9_Name"	"Gin Hammond"
"DOTA_ActorCredits_9_Heroes"	"Crystal Maiden, Drow Ranger, Enchantress, Mirana, Phantom Assassin, Spectre, Vengeful Spirit"
"DOTA_ActorCredits_10_Name"	"John Patrick Lowrie"
"DOTA_ActorCredits_10_Heroes"	"Ancient Apparition, Dark Seer, Doom Bringer, Earthshaker, Pudge, Nevermore, Storm Spirit"
"DOTA_ActorCredits_11_Name"	"Ellen McLain"
"DOTA_ActorCredits_11_Heroes"	"Broodmother, Death Prophet"
"DOTA_ActorCredits_12_Name"	"Bruce Miles"
"DOTA_ActorCredits_12_Heroes"	"Alchemist, Life Stealer, Omniknight"
"DOTA_ActorCredits_13_Name"	"Linda K. Morris"
"DOTA_ActorCredits_13_Heroes"	"Luna, Naga Siren, Queen of Pain, Templar Assassin"
"DOTA_ActorCredits_13_Extra"	"Bemondó"
"DOTA_ActorCredits_14_Name"	"Sam A. Mowry"
"DOTA_ActorCredits_14_Heroes"	"Antimage, Beastmaster, Rattletrap, Necrolyte, Slardar, Warlock"
"DOTA_ActorCredits_14_Extra"	"Titkos boltos"
"DOTA_ActorCredits_15_Name"	"Eric Newsome"
"DOTA_ActorCredits_15_Heroes"	"Chen, Leshrac, Furion, Razor, Tidehunter, Tiny, Zeus"
"DOTA_ActorCredits_16_Name"	"Nolan North"
"DOTA_ActorCredits_16_Heroes"	"Brewmaster, Earth Spirit, Gyrocopter, Keeper of the Light, Lone Druid, Lycan, Meepo, Ogre Magi, Shadow Demon, Troll Warlord"
"DOTA_ActorCredits_17_Name"	"Dempsey Pappion"
"DOTA_ActorCredits_17_Heroes"	"Magnus, Nyx Assassin, Visage"
"DOTA_ActorCredits_18_Name"	"TJ Ramini"
"DOTA_ActorCredits_18_Heroes"	"Abaddon, Bristleback, Skywrath Mage, Shredder"
"DOTA_ActorCredits_19_Name"	"Harry S. Robins"
"DOTA_ActorCredits_19_Heroes"	"Tinker"
"DOTA_ActorCredits_20_Name"	"Gary Schwartz"
"DOTA_ActorCredits_20_Heroes"	"Lich, Pugna"
"DOTA_ActorCredits_21_Name"	"David Scully"
"DOTA_ActorCredits_21_Heroes"	"Bane, Dazzle, Juggernaut, Morphling, Sand King, Sven, Weaver"
"DOTA_ActorCredits_22_Name"	"Mike Shapiro"
"DOTA_ActorCredits_22_Heroes"	"Oracle"
"DOTA_ActorCredits_23_Name"	"David Sobolov"
"DOTA_ActorCredits_23_Heroes"	"Terrorblade"
"DOTA_ActorCredits_24_Name"	"Jon St. John"
"DOTA_ActorCredits_24_Heroes"	"Axe, Bloodseeker, Enigma, Kunkka"
"DOTA_ActorCredits_25_Name"	"Fred Tatasciore"
"DOTA_ActorCredits_25_Heroes"	"Disruptor, Spirit Breaker, Treant, Undying, Ursa"
"DOTA_ActorCredits_25_Extra"	"Warlock góleme"
"DOTA_ActorCredits_26_Name"	"Jen Taylor"
"DOTA_ActorCredits_26_Heroes"	"Lina, Medusa, Puck, Windranger"
"DOTA_ActorCredits_27_Name"	"Tony Todd"
"DOTA_ActorCredits_27_Heroes"	"Dragon Knight, Night  Stalker, Viper"
"DOTA_ActorCredits_28_Name"	"
"
"DOTA_ActorCredits_28_Heroes"	"
"
"DOTA_PlayerContextMenu_Trade"	"Meghívás tárgycserére"
"DOTA_Custom_Game_Finished_Vote_Title"	"Egyedi játék szavazás"
"DOTA_Custom_Game_Finished_Vote_Question"	"Mit gondolsz erről az egyedi játékról?"
"DOTA_Custom_Game_Finished_Vote_Skip"	"Átugrás"
"DOTA_TabName_ModsLobbyList"	"Várólista"
"DOTA_WatchLive_Fullscreen"	"TELJES KÉPERNYŐ"
"DOTA_JoinChatChannel_ChannelName"	"Csatornanév"
"DOTA_JoinChatChannel_ChannelMemberCount"	"Tagok"
"DOTA_Chat_ChannelMemberCount"	"{d:channel_member_count}"
"dota_settings_coop_fullscreen"	"Asztalbarát teljes képernyő"
"DOTA_Trading_UI_Body_Outgoing"	"Várakozás {s:player_name} válaszára a kérelmedre..."
"DOTA_GiftWrap_Item"	"{g:dota_item_name:gift_item_def} csomagolása ajándékként."
"DOTA_GiftWrap_ConfirmDedication_Title"	"Üdvözlet megerősítése"
"DOTA_GiftWrap_ConfirmDedication_Message"	"Biztosan a(z) „{s:gift_dedication}” üdvözletet adod az ajándékhoz?"
"DOTA_GiftWrap_Success_Header"	"Siker"
"DOTA_GiftWrap_Success"	"Az ajándékod sikeresen elküldésre került."
"DOTA_GiftWrap_Error_RateLimitedNormal"	"Csak {d:gift_limit_count} tárgyat ajándékozhatsz {d:gift_limit_hours} órán belül. Már elküldtél ennyit, kérjük, várj mielőtt elküldenéd ezt az ajándékot."
"DOTA_GiftWrap_Error_RateLimitedCharge"	"Jelenlegi csatapont-szinteden csak {d:gift_limit_count} nem cserélhető tárgyat ajándékozhatsz {d:gift_limit_hours} órán belül. Ezt az ajándékot most nem lehetett elküldeni."
"DOTA_GiftWrap_Error_RateLimitedChargeNone"	"Jelenlegi csatapont-szinteden nem ajándékozhatsz nem cserélhető tárgyakat. Ezt az ajándékot most nem lehetett elküldeni."
"DOTA_Custom_Game_Sort_Most_Played"	"Legnépszerűbb (ezen a héten)"
"dota_settings_about"	"Névjegy"
"dota_settings_fullscreen_focus_behavior"	"Az asztalbarát teljes képernyő minimalizálja magát fókuszvesztéskor"
"DOTA_EquippedItem_AddToShuffle"	"Keveréshez adás"
"DOTA_EquippedItem_RemoveFromShuffle"	"Eltávolítás a keverésből"
"DOTA_EquippedItem_Unpack_And_AddToShuffle"	"Kicsomagolás és keveréshez adás"
"DOTA_ClientVersion"	"Verzió: <span class=\"VersionNumber\">{d:client_version_number}</span>"
"DOTA_GameplayVersion"	"Játékmenet verzió: <span class=\"VersionNumber\">{s:gameplay_version_number}</span>"
"DOTA_CurrentGameplayVersion"	"6.85"
"DOTA_Credits_LindaKMorris_Extra"	"és az alapértelmezett bemondó"
"DOTA_Credits_SamAMowry_Extra"	"és a Titkos boltos"
"DOTA_Credits_FredTatasciore_Extra"	"és Warlock góleme"
"DOTA_Recycling"	"Újrahasznosít"
"DOTA_Recycling_Action"	"Újrahasznosít"
"DOTA_Recycling_DragItems"	"Húzd ide felesleges tárgyaidat:"
"DOTA_Recycling_Outputs"	"Ezt kapod:"
"DOTA_Recycling_Confirm"	"Biztosan újra akarod hasznosítani ezeket a tárgyakat?"
"DOTA_RecyclingCharm_Name"	"Az Olvasztótégely Ékköve Talizmán II"
"DOTA_RecyclingCharm_Bonus"	"+25 Összefoglaló-érme"
"custom_game_file_error"	"Hiba az egyedi játékfájlok elérésekor."
"DOTA_Previous"	"Előző"
"DOTA_PreviousShort"	"Előző"
"DOTA_Next"	"Következő"
"DOTA_Friends_Add_Friend_Tooltip"	"Barát hozzáadása"
"DOTA_Friends_Add_Friend_Entry_Placeholder"	"Írd be a keresendő barátazonosítót"
"DOTA_Friends_Add_Friend_Your_ID"	"Barát-azonosítód:"
"dota_settings_voice_always_sample_mic"	"Hatékony adásgomb-mód"
"dota_settings_voice_always_sample_mic_tooltip"	"Bekapcsolva tartja a hangfelvevő eszközt egyes hardvereken jelentkező játékmeneti fagyások elkerüléséért."
"DOTA_EconItemSet_Tooltip_MultipleTeams"	"Különböző stílusa van a Radiant és a Dire oldal számára."
"DOTA_HeroLoadout_Shuffle_Count"	"Tárgy(ak) a keverésben ({i:loadout_items_in_shuffle})"
"DOTA_HeroLoadout_Add_All_To_Shuffle"	"Összes keveréshez adása"
"DOTA_HeroLoadout_Clear_Shuffle"	"Keverés ürítése"
"DOTA_Armory_ActiveFilter"	"{s:filter_field} {s:filter_op} {s:filter_value}"
"DOTA_Treasure_Purchase"	"Kincs vásárlása"
"DOTA_Treasure_CharmPurchase"	"Talizmán vásárlása"
"DOTA_Treasure_SearchPlaceholder"	"Kincsek keresése"
"DOTA_Treasure_ViewAll"	"Összes kincs megnézése"
"DOTA_Treasure_QuantityOption"	"{d:quantity} darab"
"DOTA_Treasure_Gift"	"Ajándék"
"DOTA_Treasure_Open"	"Kinyitás"
"DOTA_Treasure_OpenQuantity"	"{d:owned_quantity}"
"DOTA_Treasure_Owned"	"Birtokolt"
"DOTA_Treasure_Received"	"Megkapva"
"DOTA_Treasure_Autographed"	"Aláírás:"
"DOTA_Treasure_AutographName"	"{s:treasure_autograph_name}"
"DOTA_OpenTreasureTooltip_NormalTitle"	"A következő tárgyakat tartalmazza:"
"DOTA_OpenTreasureTooltip_NoDupeDescription"	"Addig nem fogsz ugyanabból újabbat kapni, míg nem kaptál mindegyikből egyet."
"DOTA_OpenTreasureTooltip_DupeDescription"	"Kaphatsz ugyanabból többet is, mielőtt mindegyikből kaptál volna egyet."
"DOTA_OpenTreasureTooltip_RareTitle"	"És esély bónusz tárgyakra"
"DOTA_OpenTreasureTooltip_UnitName"	"{g:dota_item_unit_name:item_def}"
"DOTA_OpenTreasureTooltip_ItemName"	" - {g:dota_item_name:item_def}"
"dota_profile_content_tab_official_info"	"Hivatásos-infó"
"dota_profile_oi_player_name"	"MEGJELENÍTENDŐ NÉV"
"dota_profile_oi_player_name_sub"	"Legyen felismerhető a játékosok számára világszerte, és ne tartalmazzon csapat- vagy támogató-hivatkozást."
"dota_profile_oi_team"	"CSAPAT"
"dota_profile_oi_team_sub"	"Ha hivatalos minőségben játszol egy Dota csapatban, válaszd ki azt. E csapat jele látható lesz a neved előtt."
"dota_profile_oi_sponsor"	"SZPONZOR"
"dota_profile_oi_sponsor_sub"	"A szponzorok megjelennek a neved mellett."
"dota_profile_oi_country"	"ORSZÁG"
"dota_profile_oi_role"	"SZEREP"
"dota_profile_oi_role_sub"	"Ha konkrét szerepben játszol, kérjük, válaszd ki. Az Alap olyan játékosokat tartalmaz, akik közép-, oldalsó vonali vagy végjátékos szerepet töltenek be."
"dota_profile_oi_preview"	"Így fog megjelenni a neved a ranglistákon és ligajátékokban:"
"dota_profile_oi_preview_warning"	"Ez az információ csak kéthetente egyszer szerkeszthető, így kérünk, győződj meg a helyességéről, mielőtt frissíted!"
"dota_profile_oi_submit_info"	"Beküldés"
"dota_profile_oi_submit_pending"	"Beküldés..."
"dota_profile_oi_submit_success"	"Siker!"
"dota_profile_oi_submit_failure"	"Hiba - Próbáld újra."
"dota_role_core"	"Alap"
"dota_role_support"	"Támogató"
"Compendium_GenerateFail"	"Nem sikerült generálni a(z) '{s:s1}' forrásfájlt."
"Compendium_PreparePublish"	"Felkészülés a közzétételre"
"Compendium_PublishError"	"Nem sikerült a(z) '{s:s1}' '{s:s2}' összefoglaló-könyvtárba való másolása."
"Compendium_PublishFinishedTitle"	"Sikeres közzététel"
"Compendium_PublishFinished"	"Az összeállított fájlok átmásolásra kerültek az adatfájl könyvtárba.\n\nTöltsd fel az összes .vxml_c, .vtex_c, és .vcss_c fájlt, amikor beküldöd az összefoglalódat a liga weboldalára."
"DOTA_Treasure"	"Kincs"
"DOTA_Blog"	"Új a Dota 2-ben"
"DOTA_SortBy"	"Rendezés"
"DOTA_SortOption_Newest"	"Legújabb"
"DOTA_SortOption_Owned"	"Birtokolt"
"DOTA_SortOption_Price"	"Ár"
"DOTA_SortOption_Alphabetical"	"Betűrend"
"Action_Use"	"Használ"
"DOTA_BadgeLevel"	"{d:badge_level}"
"DOTA_AHC_CurrentHero"	"Jelenlegi hős"
"DOTA_AHC_CurrentHeroName"	"{s:current_hero_name}"
"DOTA_AHC_InProgress"	"Folyamatban"
"DOTA_AHC_CurrentHeroAttempts"	"{s:current_hero_attempts} próbálkozás"
"DOTA_AHC_CurrentHeroAverage"	"Világátlag"
"DOTA_AHC_CurrentHeroAverageAttempts"	"{s:current_hero_average_attempts} próbálkozás"
"DOTA_AHC_NextHero"	"Következő hős"
"DOTA_AHC_NextHeroName"	"{s:next_hero_name}"
"DOTA_AHC_ChallengeProgress"	"Kihívás előrehaladás ({d:challenge_progress_percent}%)"
"DOTA_AHC_HeroesCompleted"	"Teljesített hősök"
"DOTA_AHC_HeroesCompletedValue"	"{d:heroes_completed} / {d:heroes_total}"
"DOTA_AHC_TotalAttempts"	"Összes próbálkozás"
"DOTA_AHC_TotalAttemptsValue"	"{d:challenge_total_attempts} játék"
"DOTA_AHC_EquivalentWorldAverage"	"Egyenértékű világátlag"
"DOTA_AHC_EquivalentWorldAverageValue"	"{d:challenge_average_total_attempts} játék"
"DOTA_AHC_LifetimeStats"	"Összevont kihívás-statisztikák"
"DOTA_AHC_FullChallengesCompleted"	"Teljesen teljesített kihívások"
"DOTA_AHC_FullChallengesCompletedValue"	"{d:full_challenges_completed}"
"DOTA_AHC_BestFullChallenge"	"Legjobb teljes kihívás"
"DOTA_AHC_BestFullChallengeValueNone"	"Nincs adat"
"DOTA_AHC_BestFullChallengeValue"	"{d:best_full_challenge} játék"
"DOTA_AHC_FullChallengeAverage"	"Teljes kihívás világátlag"
