"dota"
{
"DOTA_Accept"	"Приемане"
"DOTA_PleaseWait"	"Моля, изчакайте…"
"DOTA_ProfileCard_HeroHover"	"Показване при задържане на мишката над:"
"DOTA_ChallengeGroup_2_Desc"	"Упражнявайте се срещу герои контролирани от изкуствения интелект в непринудена тренировъчна обстановка."
"DOTA_ChatTab_ToggleSounds"	"Издаване на звук при получаване на съобщение в този канал."
"dota_lobby_balanced_shuffle"	"Балансирано разбъркване"
"dota_lobby_swap_teams"	"Смяна на отбори"
"dota_lobby_unassigned_players"	"Неопределени играчи"
"dota_lobby_broadcast_channels"	"Превключване на каналите за коментатори"
"dota_lobby_settings"	"Настройки на лобито"
"dota_lobby_settings_edit"	"Редактиране"
"dota_lobby_leave"	"Напускане на лобито"
"DOTA_Custom_Game_View_Lobby_List"	"Преглед на списъка с лобита"
"DOTA_Custom_Game_Lobby_List_Title"	"Списък с лобита"
"DOTA_Custom_Game_Browse_All"	"Преглед на всички игри"
"DOTA_Custom_Game_Friends_Ready"	"Приятели готови да играят"
"DOTA_Custom_Game_Friends_Who_Play"	"Приятели, които играят"
"DOTA_Custom_Game_Friends_Playing_Now"	"Приятели играещи сега"
"DOTA_Custom_Game_Browse_Sort"	"Сортиране:"
"DOTA_Custom_Game_Sort_Popular_Today"	"Най-високо оценени (днес)"
"DOTA_Custom_Game_Sort_Popular_Week"	"Най-високо оценени (тази седмица)"
"DOTA_Custom_Game_Sort_Top_Rated"	"Най-високо оценени (за целия период)"
"DOTA_Custom_Game_Sort_Date"	"Дата на публикуване"
"DOTA_WatchLive_WatchLabel"	"НАБЛЮДАВАНЕ:"
"DOTA_WatchLive_ThirdParty"	"ТРЕТА СТРАНА"
"DOTA_WatchLive_Steam"	"STEAM"
"DOTA_WatchLive_InGame"	"В ИГРА"
"DOTA_WatchLive_Broadcaster0"	"Наблюдаване {g:dota_persona:b:broadcaster_account_id_0}"
"DOTA_WatchLive_Broadcaster1"	"Наблюдаване {g:dota_persona:b:broadcaster_account_id_1}"
"DOTA_WatchLive_Broadcaster2"	"Наблюдаване {g:dota_persona:b:broadcaster_account_id_2}"
"DOTA_WatchLive_Broadcaster3"	"Наблюдаване {g:dota_persona:b:broadcaster_account_id_3}"
"DOTA_WatchLive_Broadcaster4"	"Наблюдаване {g:dota_persona:b:broadcaster_account_id_4}"
"DOTA_WatchLive_Broadcaster5"	"Наблюдаване {g:dota_persona:b:broadcaster_account_id_5}"
"DOTA_WatchLive_Broadcaster6"	"Наблюдаване {g:dota_persona:b:broadcaster_account_id_6}"
"DOTA_WatchLive_Broadcaster7"	"Наблюдаване {g:dota_persona:b:broadcaster_account_id_7}"
"DOTA_WatchLive_Broadcaster8"	"Наблюдаване {g:dota_persona:b:broadcaster_account_id_8}"
"DOTA_WatchLive_Broadcaster9"	"Наблюдаване {g:dota_persona:b:broadcaster_account_id_9}"
"dota_matchmaking_region_title_confirm"	"Потвърждаване на регионите при търсене на мачове"
"dota_play_lobby_games"	"Преглед на лобитата"
"dota_play_host_loading"	"Зареждане на хоста…"
"dota_play_connecting_to_server"	"Свързване…"
"dota_reconnecting"	"Свързване…"
"dota_matchmaking_regions_retry"	"Повторен опит"
"dota_matchmaking_region_ping_calculating"	"Пинг: Изчисляване…"
"dota_matchmaking_region_ping_failed"	"Пинг: НЕУСПЕШЕН"
"dota_matchmaking_region_or"	"или"
"dota_matchmaking_region_selected_offline"	"Един или повече от избраните региони временно е извън линия."
"dota_matchmaking_region_selected_unreachable"	"Неуспешно потвърждаване на свързаността към избрания(те) регион(и)"
"dota_matchmaking_region_all_unavailable"	"Неуспешен пинг към всеки регион. Проверете интернет връзката си."
"dota_matchmaking_region_check_internet"	"Проверете Вашата интернет връзка."
"dota_matchmaking_region_poor_choices"	"Текущите избрани региони може да доведат до бавна връзка към игралния сървър."
"dota_settings_hide_party_unless_open"	"Скриване на екипния статус, когато не съм в отворен такъв"
"dota_settings_open_party_manual_accept_invites"	"Да не се приемат автоматично екипни покани, докато сте в отворен екип"
"dota_settings_networkhud"	"Показване на мрежовата информация"
"dota_settings_fullscreenbrightness"	"Яркост"
"dota_settings_dashboard_renderquality"	"Висококачествено табло"
"dota_settings_lowlatency_audio"	"Автоматично засичане на звуковата латентност"
"dota_settings_quicktargetattack"	"Бърза атака"
"dota_settings_chat_whispers"	"Показване на Steam съобщенията като шепоти"
"dota_settings_no_mode_resolutions"	"Няма поддържани резолюции"
"DOTA_Settings_Tooltip_QuickTargetAttack"	"Натискането на клавиша за атака ще задейства такава на мястото, където се намира курсора."
"dota_lobby_browser_header_name"	"Име на лобито"
"dota_lobby_browser_header_slots"	"Слотове"
"dota_lobby_browser_header_game_mode"	"Режим на игра"
"dota_lobby_browser_region"	"Област"
"dota_lobby_browser_lobby_name"	"Име на лобито"
"DOTA_Friend_Game_Mode_Self"	"Вие сте в {s:game_mode} игра"
"DOTA_Friend_Game_Mode_1_Friend"	"{s:player_name} играе {s:game_mode}"
"DOTA_Friend_Game_Mode_N_Friends"	"{d:num_friends} приятели играят {s:game_mode}"
"custom_game_lobby_mismatch"	"Архивът за потребителската игра не съвпада с този, който е при лидера на лобито."
"CompendiumError_XMLLoadFail"	"Грешка при зареждане на XML за страница „{s:s1}“ във файл наречен „{s:s2}“."
"CompendiumError_XMLParseFail"	"Грешка при синтаксиса на XML за страница „{s:s1}“ във файл наречен „{s:s2}“."
"Compendium_DefaultText_TimerTitle_Active"	"ИЗБИРАНЕТО СВЪРШВА СЛЕД"
"Compendium_DefaultText_TimerTitle_Expired"	"ИЗБИРАНЕТО СВЪРШИ"
"Compendium_DefaultText_CD_Days"	"Дни"
"Compendium_DefaultText_CD_Hours"	"Часа"
"Compendium_DefaultText_CD_Minutes"	"Минути"
"Compendium_DefaultText_CD_Seconds"	"Секунди"
"NetGraph_FPS"	"к/с: {d:fps}"
"NetGraph_Ping"	"пинг: {d:ping} мс"
"NetGraph_Loss"	"загуба: {d:loss}%"
"DOTA_Credits"	"Благодарности"
"DOTA_ActorCredits_1_Name"	"Дий Брадли Бейкър"
"DOTA_ActorCredits_1_Heroes"	"techies"
"DOTA_ActorCredits_2_Name"	"Денис Бейтмън"
"DOTA_ActorCredits_2_Heroes"	"invoker"
"DOTA_ActorCredits_3_Name"	"Том Чантлър"
"DOTA_ActorCredits_3_Heroes"	"centaur,lion,obsidian_destroyer,riki,slark,tusk,witch_doctor"
"DOTA_ActorCredits_4_Name"	"Мърл Дендридж"
"DOTA_ActorCredits_4_Heroes"	"legion_commander,winter_wyvern"
"DOTA_ActorCredits_5_Name"	"Барни Денън"
"DOTA_ActorCredits_5_Heroes"	"chaos_knight,phantom_lancer,rubick"
"DOTA_ActorCredits_6_Name"	"Дейв Феной"
"DOTA_ActorCredits_6_Heroes"	"batrider,ember_spirit,faceless_void,jakiro,venomancer,skeleton_king"
"DOTA_ActorCredits_7_Name"	"Джим Френч"
"DOTA_ActorCredits_7_Heroes"	"elder_titan"
"DOTA_ActorCredits_8_Name"	"Майкъл Грегъри"
"DOTA_ActorCredits_8_Heroes"	"bounty_hunter,clinkz,silencer"
"DOTA_ActorCredits_9_Name"	"Джин Хамънд"
"DOTA_ActorCredits_9_Heroes"	"crystal_maiden,drow_ranger,enchantress,mirana,phantom_assassin,spectre,vengefulspirit"
"DOTA_ActorCredits_10_Name"	"Джон Патрик Лори"
"DOTA_ActorCredits_10_Heroes"	"ancient_apparition,dark_seer,doom_bringer,earthshaker,pudge,nevermore,storm_spirit"
"DOTA_ActorCredits_11_Name"	"Елън Маклейн"
"DOTA_ActorCredits_11_Heroes"	"broodmother,death_prophet"
"DOTA_ActorCredits_12_Name"	"Брус Майлс"
"DOTA_ActorCredits_12_Heroes"	"alchemist,life_stealer,omniknight"
"DOTA_ActorCredits_13_Name"	"Линда К. Морис"
"DOTA_ActorCredits_13_Heroes"	"luna,naga_siren,queenofpain,templar_assassin"
"DOTA_ActorCredits_13_Extra"	"Говорител"
"DOTA_ActorCredits_14_Name"	"Сам A. Моури"
"DOTA_ActorCredits_14_Heroes"	"antimage,beastmaster,rattletrap,necrolyte,slardar,warlock"
"DOTA_ActorCredits_14_Extra"	"Търговецът в тайния магазин"
"DOTA_ActorCredits_15_Name"	"Ерик Нюсъм"
"DOTA_ActorCredits_15_Heroes"	"chen,leshrac,furion,razor,tidehunter,tiny,zuus"
"DOTA_ActorCredits_16_Name"	"Нолън Норт"
"DOTA_ActorCredits_16_Heroes"	"brewmaster,earth_spirit,gyrocopter,keeper_of_the_light,lone_druid,lycan,meepo,ogre_magi,shadow_demon,troll_warlord"
"DOTA_ActorCredits_17_Name"	"Дамси Папиън"
"DOTA_ActorCredits_17_Heroes"	"magnataur,nyx_assassin,visage"
"DOTA_ActorCredits_18_Name"	"Ти Джей Рамини"
"DOTA_ActorCredits_18_Heroes"	"abaddon,bristleback,skywrath_mage,shredder"
"DOTA_ActorCredits_19_Name"	"Хари С. Робинс"
"DOTA_ActorCredits_19_Heroes"	"tinker"
"DOTA_ActorCredits_20_Name"	"Гари Швартц"
"DOTA_ActorCredits_20_Heroes"	"lich,pugna"
"DOTA_ActorCredits_21_Name"	"Дейвид Скъли"
"DOTA_ActorCredits_21_Heroes"	"bane,dazzle,juggernaut,morphling,sand_king,sven,weaver"
"DOTA_ActorCredits_22_Name"	"Майк Шапиро"
"DOTA_ActorCredits_22_Heroes"	"oracle"
"DOTA_ActorCredits_23_Name"	"Дейвид Соболов"
"DOTA_ActorCredits_23_Heroes"	"terrorblade"
"DOTA_ActorCredits_24_Name"	"Джон Ст. Джон"
"DOTA_ActorCredits_24_Heroes"	"axe,bloodseeker,enigma,kunkka"
"DOTA_ActorCredits_25_Name"	"Фред Таташиори"
"DOTA_ActorCredits_25_Heroes"	"disruptor,spirit_breaker,treant,undying,ursa"
