"dota"
{
"DOTA_Accept"	"Αποδοχή"
"DOTA_econ_item_details_item_name"	"{s:item_name}"
"DOTA_econ_item_details_item_creation_date"	"ΗΜΕΡΟΜΗΝΙΑ ΔΗΜΙΟΥΡΓΙΑΣ: {t:l:creation_date}"
"DOTA_econ_item_details_set_includes"	"Περιλαμβάνει τα ακόλουθα:"
"DOTA_econ_item_details_item_set"	"Μέρος του: <font color='#dddddd'>{s:item_set}</font>"
"DOTA_econ_item_details_rarity_label"	"Σπανιότητα: "
"DOTA_econ_item_details_item_rarity"	"{s:item_rarity}"
"DOTA_econ_item_details_item_slot"	"Υποδοχή: {s:item_slot}"
"DOTA_econ_item_details_item_description"	"{s:item_description}"
"DOTA_econ_item_details_gem_type"	"{s:gem_type}"
"DOTA_econ_item_details_gem_strange_count"	"{d:strange_count}"
"DOTA_econ_item_details_gem_description"	"{s:gem_description}"
"DOTA_Treasure_Name"	"{s:treasure_name}"
"DOTA_Treasure_Rarity"	"<span class=\"ItemRarityColor\">{s:treasure_rarity}</span> Θησαυρός"
"custom_game_team_select"	"Επιλογή ομάδας"
"custom_game_team_select_timer"	"{i:countdown_timer_seconds}"
"custom_game_team_select_shuffle"	"Ανακάτεμα"
"custom_game_team_select_auto_start"	"Αυτόματη εκκίνηση"
"custom_game_team_select_starting"	"Εκκίνηση"
"custom_game_team_select_unassigned_players"	"Παίκτες χωρίς ομάδα"
"custom_game_team_select_lock_start"	"Κλείδωμα + Εκκίνηση"
"custom_game_team_select_cancel_unlock"	"Ακύρωση + Ξεκλείδωμα"
"custom_game_team_select_join"	"Σύνδεση"
"custom_game_team_select_empty_slot"	"Κενή θέση"
"custom_game_team_select_auto_assign"	"Αυτόματη ανάθεση"
"CouldntFindCompendium"	"Αδύνατη η φόρτωση του δοκιμαστικού αρχείου του compendium: %s1"
"CompendiumPageError_Pages"	"Αδύνατη η εύρεση ενός πεδίου «pages» στο αρχείο δεδομένων του compendium."
"CompendiumPageError_Template"	"Αδυναμία εύρεσης καταχώρησης «template» για τη σελίδα «%s1» του compendium (αριθμός σελίδας %s2)"
"CompendiumPageError_Template2"	"Αδυναμία εύρεσης της καταχώρησης «%s1» στη σελίδα «%s2» του compendium"
"CompendiumPageError_Image"	"Αδυναμία εύρεσης της εικόνας «%s1» στη σελίδα «%s2» του compendium"
"CompendiumPageError_Text"	"Αδυναμία εύρεσης πεδίου κειμένου «%s1» στη σελίδα «%s2» του compendium"
"CompendiumPageError_Video"	"Αδυναμία εύρεσης του βίντεο «%s1» στη σελίδα «%s2» του compendium"
"CompendiumPageError_Scrollbar"	"Αδυναμία εύρεσης γραμμής κύλισης «%s1» στη σελίδα «%s2» του compendium"
"CompendiumPageError_Selection"	"Αδυναμία εύρεσης της επιλογής «%s1» στη σελίδα «%s2» του compendium"
"CompendiumPageError_PageNames"	"Η ενσωματωμένη σελίδα «%s1» χρησιμοποιεί το ίδιο όνομα όπως μια άλλη σελίδα. Τα ονόματα των σελίδων πρέπει να είναι μοναδικά."
"CompendiumPageError_CustomText"	"Σφάλμα στο προσαρμοσμένο πεδίο κειμένου «%s1» στη σελίδα «%s2» του Compendium"
"CompendiumPageError_CustomImg"	"Σφάλμα στο πεδίο προσαρμοσμένης εικόνας «%s1»"
"CompendiumPageError_CustomBar"	"Σφάλμα στο πεδίο προσαρμοσμένης μπάρας προόδου «%s1» στη σελίδα «%s2» του Compendium"
"CompendiumPageError_CustomEle"	"Αποτυχία δημιουργίας στιγμιότυπου προσαρμοσμένου στοιχείου «%s1» στη σελίδα «%s2» του Compendium"
"CompendiumPageError_CTFont"	"Μη έγκυρη γραμματοσειρά «%s1» καθορίστηκε στη σελίδα «%s2» του Compendium. Έγκυρες γραμματοσειρές:\\\ntext, textbold, title"
"CompendiumPageError_CTAlign"	"Μη έγκυρη στοίχιση «%s1» στη σελίδα «%s2» του Compendium. Έγκυρες στοιχίσεις:\\\n left, right, center"
"CompendiumPageError_CTDepth"	"Μη έγκυρο βάθος «%s1». Έγκυρα βάθη:\\\n front, back"
"CompendiumPageError_LinePos"	"Η γραμμή «%s1» δεν έχει και τις δύο θέσεις «start» και «end»."
"CompendiumPageError_CTPoints"	"Μη έγκυρη ένδειξη επιλογής «%s1» στο τμήμα «points» του προσαρμοσμένου κειμένου «%s2»."
"CompendiumPageError_CTPoints2"	"Μη έγκυρη ένδειξη επιλογής «%s1» στο τμήμα «points» του προσαρμοσμένου κειμένου «%s2». Δε βρέθηκε επιλογή με αυτή την ένδειξη."
"CompendiumPageError_SelDesc"	"Αδυναμία εύρεσης κλειδιού «description» για την επιλογή «%s1» στη σελίδα «%s2» του compendium"
"CompendiumPageError_Points"	"Ελλιπή (ή κανένα) «points» ορίστηκαν για την επιλογή «%s1» στη σελίδα «%s2» του Compendium"
"CompendiumPageError_SelType"	"Έλλειψη «choice_type» για την επιλογή  «%s1» στη σελίδα «%s2» του compendium"
"CompendiumPageError_BarType"	"Έλλειψη «data» για την μπάρα προόδου «%s1» στη σελίδα «%s2» του Compendium"
"CompendiumPageError_NoTime"	"Ελλιπές ή μη έγκυρο «time» καθορίστηκε για την επιλογή «%s1» στο «%s2»"
"CompendiumPageError_ElementType"	"Ελλιπές ή μη έγκυρο «elementtype» για το στοιχείο «%s1» στη σελίδα «%s2» του compendium"
"CompendiumPageError_SelTimer"	"Άγνωστο χρονόμετρο με όνομα «%s1» στη σελίδα «%s2» του compendium"
"CompendiumPageError_BadElement"	"Άγνωστο στοιχείο SF με όνομα «%s1» στη σελίδα «%s2» του compendium"
"CompendiumPageError_SelNoTimer"	"Δε βρέθηκαν χρονόμετρα στη σελίδα του compendium «%s1» (έχει επιλογές, οι οποίες απαιτούν ένα χρονόμετρο)"
"CompendiumPageError_SelUnknown"	"Μη έγκυρο «choice_type» του «%s1» για την επιλογή «%s2»"
"CompendiumPageError_BarUnknown"	"Μη έγκυρο «data» της «%s1» για την επιλογή «%s2»"
"CompendiumPageError_InvalidEquation"	"Καθορίστηκε μια μη έγκυρη εξίσωση: «%s1» για «%s2»"
"CompendiumPageError_SelChoices"	"Ελλιπές πεδίο «choices» για την επιλογή «%s1» στη σελίδα «%s2» του Compendium"
"CompendiumPageError_NoHero"	"Αδυναμία εύρεσης ήρωα με ID «%s1» για την επιλογή «%s2»"
"CompendiumPageError_Unknown"	"Εσωτερικό λογικό σφάλμα compendium. Επικοινωνήστε με την Valve για επίλυση."
"CompendiumPageError_ImageDL"	"Αποτυχία εκκίνησης λήψης εικόνας compendium «%s1» (%s2)"
"CompendiumPageError_ImageDLErr"	"Αποτυχία λήψης εικόνας compendium «%s» (%s2)"
"CompendiumPageError_BtnNoElem"	"Δε βρέθηκε πεδίο «selection_elements» για το κουμπί «%s1» στη σελίδα «%s2» του Compendium"
"CompendiumPageError_BtnBadVal"	"Η τιμή της επιλογής «%s1» στο κουμπί «%s2» δεν είναι στη λίστα επιλογών για εκείνη την ένδειξη επιλογής"
"CompendiumPageError_BtnBadSel"	"Η ρύθμιση «selection_force_to» στο στοιχείο «%s1» δεν είναι στη λίστα επιλογών για την επιλογή «%s2»"
"CompendiumPageError_BtnSelIdx"	"Το κουμπί «%s1» στη σελίδα του Compendium «%s2» λείπει ή μη έγκυρη «selection_index»"
"CompendiumPageError_CmdSelIdx"	"Το στοιχείο «%s1» στη σελίδα %s2 του Compendium έχει ελλιπή ή μη έγκυρη εντολή «selection_index» ή «force_selection_index»"
"CompendiumPageError_ImgSelIdx"	"Μη έγκυρο «selection_index» του «%s1» στην εικόνα «%s2»."
"CompendiumPageError_ImgShowSelIdx"	"Μη έγκυρο «show_selection_index» του «%s1» στην εικόνα «%s2»."
"CompendiumPageError_ImgSelVal"	"Μη έγκυρη επιλογή «%s1» στο τμήμα «show_selection_images» της εικόνας «%s2»."
"CompendiumPageError_ImgBadStyle"	"Λάθος μορφή εικόνας «%s1» για την εικόνα «%s2»."
"CompendiumPageError_DynTxtSel"	"Το κείμενο «%s1» στη σελίδα «%s2» περιέχει μη έγκυρη % selection_X %. Καμία προκαταγεγραμμένη επιλογή με αυτή την ένδειξη."
"CompendiumPageError_NoTxtList"	"Αδυναμία εύρεσης λίστας κειμένου «%s1» στη σελίδα «%s2» του compendium"
"CompendiumPageError_TOCPage"	"Η σελίδα table_of_contents_page «%s1» δεν υπάρχει."
"CompendiumPageError_SelIndex"	"Η επιλογή «%s1» στη σελίδα «%s2» του compendium έχει ελλιπές ή μη έγκυρο «selection_index»"
"CompendiumPageError_SelUsed"	"Η επιλογή «%s1» στη σελίδα «%s2» του Compendium δεν έχει μοναδικό «selection_index»"
"CompendiumPageError_SelVal"	"Η επιλογή «%s1» στη σελίδα «%s2» του Compendium έχει επιλογές με τις ίδιες τιμές"
"CompendiumPageError_SelValInv"	"Η επιλογή «%s1» στη σελίδα «%s2» του Compendium έχει μια επιλογή με τιμή <= 0. Οι τιμές των επιλογών πρέπει να είναι μεγαλύτερες του 0."
"CompendiumPageError_SelTTVal"	"Η επιλογή «%s1» στη σελίδα «%s2» του Compendium έχει μια εγγραφή tooltip_data με μία τιμή που δεν υπάρχει στη λίστα επιλογών της."
"CompendiumPageError_NoAnswer"	"Η επιλογή «%s1» στη σελίδα «%s2» του Compendium δεν έχει κανένα κλειδί «απάντησης» ή «απαντήσεων» στο πεδίο «αποτέλεσμα»"
"CompendiumPageError_MissAnswer"	"Η επιλογή «%s1» στη σελίδα «%s2» του Compendium έχει ένα κλειδί «απάντησης» ή «απαντήσεων» που δεν ταιριάζει με οποιαδήποτε από τις επιλογές του"
"CompendiumPageError_Timer"	"Το χρονόμετρο «%s1» έχει μη έγκυρο χρόνο συστήματος"
"CompendiumPageError_UnknownAction"	"Το αντικείμενο «%s1» αναφέρεται στην άγνωστη δράση «%s2»"
"CompendiumPageError_SameElement"	"Το σύστημα ορατότητας εντόπισε πολλαπλά στοιχεία με όνομα «%s1» στη σελίδα «%s2»"
"CompendiumPageError_DupeKey"	"Η σειρά με τις τιμές-κλειδιά «%s1» περιέχει πολλαπλά κλειδιά του ίδιου ονόματος «%s2»."
"CompendiumError_Template"	"Αδυναμία εύρεσης προτύπου με όνομα «%s1»"
"CompendiumError_DupeTemplate"	"Βρέθηκαν πολλαπλά πρότυπα με όνομα «%s1»"
"CompendiumError_NoDefines"	"Πρότυπο «%s1» απαιτεί ορισμούς, αλλά η ένδειξη «%s2» από αυτό δεν έχει μια σειρά «ορισμών»."
"CompendiumError_MissingDef"	"Το παραγόμενο στιγμιότυπο «%s1» δεν περιέχει ορισμό «%s2», αλλά το πρότυπο από το οποίο παράγεται τον απαιτεί."
"CompendiumError_BadDef"	"Η προερχόμενη ένδειξη «%s1» περιέχει έναν απαιτούμενο ορισμό ονόματι «%s2» που δεν ξεκινάει με «%def» που απαιτείται."
"CompendiumError_FailedXMLWrite"	"Αδυναμία εγγραφής XML για τη σελίδα «{s:s1}» στο αρχείο «{s:s2}»."
"CompendiumError_FailedCSSWrite"	"Αδυναμία εγγραφής CSS για τη σελίδα «{s:s1}» στο αρχείο «{s:s2}»."
"DOTA_GlobalItems_Companions"	"Σύντροφοι"
"DOTA_GlobalItems_Couriers"	"Μεταφορείς"
"DOTA_GlobalItems_Pets"	"Κατοικίδια"
"DOTA_GlobalItems_World"	"Κόσμος"
"DOTA_GlobalItems_Wards"	"Ward"
"DOTA_GlobalItems_Effigies"	"Αγάλματα"
"DOTA_GlobalItems_Weather"	"Εφέ καιρού"
"DOTA_GlobalItems_Interface"	"Διεπαφή"
"DOTA_GlobalItems_Emoticons"	"Emoticon"
"DOTA_GlobalItems_LoadingScreens"	"Εικόνες φόρτωσης"
"DOTA_GlobalItems_HUDs"	"HUD"
"DOTA_GlobalItems_Audio"	"Ήχος"
"DOTA_GlobalItems_Announcers"	"Πακέτα εκφωνητή"
"DOTA_GlobalItems_Music"	"Μουσική"
"DOTA_Search"	"Αναζήτηση"
"DOTA_Start"	"Εκκίνηση"
"DOTA_PleaseWait"	"Περιμένετε..."
"dota_lobby_swap_teams"	"Εναλλαγή ομάδων"
"dota_lobby_unassigned_players"	"Παίκτες χωρίς ομάδα"
"dota_lobby_broadcast_channels"	"Εναλλαγή καναλιών μετάδοσης"
"dota_lobby_settings"	"Ρυθμίσεις λόμπι"
"dota_lobby_settings_edit"	"Επεξεργασία"
"dota_lobby_leave"	"Αποχώρηση από λόμπι"
"DOTA_Custom_Game_View_Lobby_List"	"Προβολή λίστας λόμπι"
"DOTA_Custom_Game_Lobby_List_Title"	"Λίστα λόμπι"
"DOTA_Custom_Game_Browse_All"	"Περιήγηση σε όλα τα παιχνίδια"
"DOTA_Custom_Game_Friends_Ready"	"Φίλοι έτοιμοι για παιχνίδι"
"DOTA_Custom_Game_Friends_Who_Play"	"Φίλοι που παίζουν"
"DOTA_Custom_Game_Friends_Playing_Now"	"Φίλοι σε παιχνίδι τώρα"
"DOTA_Custom_Game_Browse_Sort"	"Ταξινόμηση:"
"DOTA_Custom_Game_Sort_Popular_Today"	"Κορυφαία βαθμολογία (σήμερα)"
"DOTA_Custom_Game_Sort_Popular_Week"	"Κορυφαία βαθμολογία (αυτή την εβδομάδα)"
"DOTA_Custom_Game_Sort_Top_Rated"	"Κορυφαία βαθμολογία (όλων των εποχών)"
"DOTA_Custom_Game_Sort_Date"	"Ημερομηνία κυκλοφορίας"
"DOTA_WatchLive_WatchLabel"	"ΠΑΡΑΚΟΛΟΥΘΗΣΗ:"
"DOTA_WatchLive_Steam"	"STEAM"
"DOTA_WatchLive_InGame"	"ΣΕ ΠΑΙΧΝΙΔΙ"
"DOTA_WatchLive_Broadcaster0"	"Παρακολούθηση {g:dota_persona:b:broadcaster_account_id_0}"
"DOTA_WatchLive_Broadcaster1"	"Παρακολούθηση {g:dota_persona:b:broadcaster_account_id_1}"
"DOTA_WatchLive_Broadcaster2"	"Παρακολούθηση {g:dota_persona:b:broadcaster_account_id_2}"
"DOTA_WatchLive_Broadcaster3"	"Παρακολούθηση {g:dota_persona:b:broadcaster_account_id_3}"
"DOTA_WatchLive_Broadcaster4"	"Παρακολούθηση {g:dota_persona:b:broadcaster_account_id_4}"
"DOTA_WatchLive_Broadcaster5"	"Παρακολούθηση {g:dota_persona:b:broadcaster_account_id_5}"
"DOTA_WatchLive_Broadcaster6"	"Παρακολούθηση {g:dota_persona:b:broadcaster_account_id_6}"
"DOTA_WatchLive_Broadcaster7"	"Παρακολούθηση {g:dota_persona:b:broadcaster_account_id_7}"
"DOTA_WatchLive_Broadcaster8"	"Παρακολούθηση {g:dota_persona:b:broadcaster_account_id_8}"
"DOTA_WatchLive_Broadcaster9"	"Παρακολούθηση {g:dota_persona:b:broadcaster_account_id_9}"
"dota_matchmaking_region_title_confirm"	"Επιβεβαίωση περιοχών matchmaking"
"dota_play_lobby_games"	"Προβολή λόμπι"
"dota_play_connecting_to_server"	"Σύνδεση..."
"dota_reconnecting"	"Επανασύνδεση..."
"dota_matchmaking_regions_retry"	"Επανάληψη"
"dota_matchmaking_region_ping_calculating"	"Ping: Υπολογισμός..."
"dota_matchmaking_region_ping_failed"	"Ping: ΑΠΟΤΥΧΙΑ"
"dota_matchmaking_region_or"	"Ή"
"dota_matchmaking_region_check_internet"	"Ελέγξτε τη σύνδεσή σας στο διαδίκτυο."
"dota_settings_networkhud"	"Εμφάνιση πληροφοριών δικτύου"
"dota_settings_fullscreenbrightness"	"Φωτεινότητα"
"dota_settings_dashboard_renderquality"	"Μενού υψηλής ποιότητας"
"dota_lobby_browser_header_name"	"ΟΝΟΜΑ ΛΟΜΠΙ"
"dota_lobby_browser_header_slots"	"Υποδοχές"
"dota_lobby_browser_header_game_mode"	"ΤΥΠΟΣ ΠΑΙΧΝΙΔΙΟΥ"
"dota_lobby_browser_region"	"Περιοχή"
"dota_lobby_browser_lobby_name"	"Όνομα λόμπι"
"DOTA_Friend_Game_Mode_Self"	"Είστε σε ένα παιχνίδι {s:game_mode}"
"DOTA_Friend_Game_Mode_1_Friend"	"Ο {s:player_name} παίζει {s:game_mode}"
"DOTA_Friend_Game_Mode_N_Friends"	"{d:num_friends} φίλοι παίζουν {s:game_mode}"
"CompendiumError_XMLLoadFail"	"Αποτυχία φόρτωσης XML για τη σελίδα «{s:s1}» στο αρχείο «{s:s2}»."
"CompendiumError_XMLParseFail"	"Αποτυχία μεταγλώττισης XML για τη σελίδα «{s:s1}» στο αρχείο «{s:s2}»."
"Compendium_DefaultText_TimerTitle_Active"	"ΟΙ ΕΠΙΛΟΓΕΣ ΛΗΓΟΥΝ ΣΕ"
"Compendium_DefaultText_TimerTitle_Expired"	"ΟΙ ΕΠΙΛΟΓΕΣ ΕΛΗΞΑΝ"
"Compendium_DefaultText_CD_Days"	"Ημέρες"
"Compendium_DefaultText_CD_Hours"	"Ώρες"
"Compendium_DefaultText_CD_Minutes"	"Λεπτά"
"Compendium_DefaultText_CD_Seconds"	"Δευτερόλεπτα"
"NetGraph_FPS"	"fps: {d:fps}"
"NetGraph_Ping"	"ping: {d:ping}ms"
