"novel"
{
	"DOTA_VisualNovel_seasonal_quartero_Actor_Quartero"		"Kvarten"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm05_Quintessa_1"		"Jaså? Jøss. Så det betyr ikke «kyklop»?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm05_Balthazar_6"		"Å, det GJØR det faktisk! De ujevne kampesteinene er SÅ store at folk trodde at det eneste som kunne ha flyttet dem, var et kjempemonster, derav «kyklopisk». Vet du, du er SÅ lett å snakke med!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm05_Balthazar_7"		"Er dere to ... du vet, er, er dere begge, øh ..."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm05_Quintessa_2"		"Øh, nei ... øh, j-ja! Vi er ..."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm05_BlakeSextus_0"		"Hun er singel og har en svakhet for kannibalske spøkelser."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm05_BlakeSextus_1"		"Baltasar. La oss snakke om hvordan vi kan komme oss ut av dette hvelvet du bygde."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm01_BlakeSextus_0"		"Baltasar Svartspiret. Så du bygde dette hvelvet, altså?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm01_Balthazar_0"		"Hvelv? He, he! En førsteårslærling i ktonisk arkitektur kunne ha bygget hvelvet. Nei, jeg designet hele obelisken."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm01_BlakeSextus_1"		"Bra. Det betyr at du kan hjelpe oss med å rømme."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm01_Balthazar_1"		"Nei."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm01_BlakeSextus_2"		"Nei, det kan du ikke? Eller nei, det vil du ikke?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm01_Balthazar_2"		"Hmm, det første. Du skjønner at jeg bygde en ugjennomtrengelig obelisk som er umulig å rømme fra. Og jeg er veldig god i jobben min."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm01_BlakeSextus_3"		"Du er ikke så god. Jeg fant en vei inn."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm01_Balthazar_3"		"Jeg ER så god, og du fant bare en vei inn fordi jeg bygde en."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm01_Balthazar_4"		"Og enda viktigere, den er ikke inne i hvelvet dere er fanget i, er den?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm01_BlakeSextus_4"		"Så åpne dørene."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm01_Balthazar_5"		"Med spøkelseshendene mine, mener du?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm01_Balthazar_6"		"Å! Men det gir meg faktisk en idé."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm02_BlakeSextus_0"		"La oss få høre denne ideen din om hvordan du skal få oss ut herfra ..."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm02_Balthazar_0"		"Greit, hør her. Hvis dere begge var spøkelser som meg ... kunne dere SVEVE gjennom veggene. Og dra når dere vil!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm02_Balthazar_1"		"Eller bli! Jeg mener, en av ... en av dere kunne bli. Den ene ... eller den andre av dere."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm02_Quintessa_0"		"Spøkelser? Du ... du mener, drepe oss?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm02_Balthazar_2"		"Stemmer! Vel, jeg kan ikke. Spøkelseshender. Men! Dere KAN drepe hverandre!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm02_BlakeSextus_1"		"Nei."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm02_Balthazar_3"		"Kom igjen, det hadde vært fantastisk! Da kunne dere begge vært spøkelser, og ... dere kunne sveve rundt her med meg og hjemsøke stedet for evig!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm02_Quintessa_1"		"Å ... bra."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm02_Balthazar_4"		"Ja!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm02_Balthazar_5"		"Å, vent. Nei. Nei. Uff."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm02_Balthazar_6"		"Man må ha noe uoppgjort for å bli et spøkelse. Ellers dør man bare som vanlig."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm03_Quintessa_0"		"Så. For å bli et spøkelse må man ha noe uoppgjort."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm03_Balthazar_0"		"Ja, stemmer. Ellers krysser man bare over til den andre siden."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm03_Quintessa_1"		"Det virker som du vet mye om dette."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm03_Balthazar_1"		"Ha ha, gid! Hvis jeg visste hva i huleste jeg har uoppgjort, hadde jeg ikke vært her og hjemsøkt dette stedet."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm03_Quintessa_2"		"Å. Så du VIL ikke være her."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm03_Balthazar_2"		"Vel, jeg ... jeg ville ikke det før dere dukket opp."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm03_BlakeSextus_0"		"La meg se om jeg har skjønt riktig. Vi hjelper deg til den andre siden, og du hjelper oss med å rømme."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm03_Balthazar_3"		"Ja! ELLER ... ELLER ... en av dere ... hvem som helst, egentlig, det spiller ingen rolle – kanskje du, Kvintessa – kan bli hos meg for alltid, og øh ..."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm03_Quintessa_3"		"Øh, la oss konsentrere oss om Blakes idé først."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm04_Quintessa_0"		"Greit. Noe uoppgjort. Hva har du uoppgjort ..."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm04_Quintessa_1"		"Å! En tapt kjærlighet. Som du fortsatt lengter etter."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm04_Balthazar_0"		"Niks. Singel. Baltasar, den attraktive ungkaren. Fortsatt ... på markedet."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm04_Balthazar_1"		"Men, smigrende at du spurte. Det er notert ... at du spurte, kan man si."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm04_Quintessa_2"		"Spurte ikke. Å! Har du noen slektninger? Noen du føler et ansvar for å hjelpe?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm04_Balthazar_2"		"Pff! Ha! Nei."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm04_BlakeSextus_0"		"Å. Hva med en beskjed? Hvis du hjelper oss med å rømme, kan vi gi noen en beskjed fra deg."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm04_Balthazar_3"		"Å, mange. Jeg kan komme på en haug med forferdelige folk som jeg gjerne skulle be ryke og reise."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm04_BlakeSextus_1"		"Flott. La meg finne et pergament og en fjærpenn, og ..."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm04_Balthazar_4"		"Bortsett fra at de alle døde for ti tusen år siden. Så ... litt for seint ute."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm04_Quintessa_3"		"Det må være noe! Hva med ..."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm04_Quintessa_4"		"Et svik? En bortføring? Et uhevnet mord! Eller en ... en uskyldig person anklaget for forbrytelsen!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm04_Balthazar_5"		"Jepp, jepp, jepp og jepp. Jeg har gjort alle de tingene. Nei, jeg har hatt et innholdsrikt liv."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm05_Quintessa_0"		"Det må være NOE du angrer på."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm05_Balthazar_0"		"Niks. Det var et godt liv."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm05_BlakeSextus_0"		"Da jeg gjorde undersøkelser ved Ultimyrs universitet ..."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm05_BlakeSextus_1"		"... de sa at du myrdet åtte hundre folk og brukte beinene deres til å bygge grunnmuren til obelisken."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm05_Balthazar_1"		"Det skal sies at det var åtte hundre mord fordelt på sånn fem tiår."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm05_Balthazar_2"		"Jeg mener, du ... du får det til å høres mer imponerende ut enn det var."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm05_Quintessa_1"		"Åtte hundre mord og ikke det MINSTE anger?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm05_Balthazar_3"		"Jeg mener ... hvis jeg kunne gjøre det igjen, antar jeg ..."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm05_Balthazar_4"		"Jeg ... jeg hadde nok ikke brukt beinene deres til grunnmuren. De ble brutt ned ALTFOR raskt, og det skapte hull i betongen. Hele nordsiden av obelisken begynte å synke ... det var bare ... det, det ... uff, det var et strukturelt mareritt."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm05_Balthazar_5"		"Likevel ... jeg elsker den gamle perlen."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm05_Quintessa_2"		"Vent! OBELISKEN! DET er det du har uoppgjort!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm05_Quintessa_3"		"Bare hør på måten du snakker om den. Det er din storartede skapelse! Du vil ikke etterlate den!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm05_Balthazar_6"		"Hæ! Vet du hva? Du har RETT! Jeg vil IKKE etterlate meg obelisken."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm05_Balthazar_7"		"Det er bare ett problem."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm05_Quintessa_4"		"Hva er det?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm05_Balthazar_8"		"Jeg vil IKKE etterlate den. Du kjenner det gamle ordtaket «Du kan ikke ta den med deg i graven»?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm05_Balthazar_9"		"Jeg vil jo det."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set02_itm05_Balthazar_10"		"Så det er saken. Finn ut hvordan jeg kan ta MED meg obelisken til den andre siden, så slipper jeg dere ut."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm01_BlakeSextus_0"		"Greit, dette er bra! Vi trenger bare å finne en trolldomsbok."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm01_BlakeSextus_1"		"Bryt oss ut av dette hvelvet. Dette stedet må jo ha et bibliotek."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm01_Balthazar_0"		"For siste gang, jeg kan ikke. Hendene mine går rett gjennom faste ting."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm01_BlakeSextus_2"		"Kom igjen, PRØV."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm01_Balthazar_1"		"Vel ..."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm01_Balthazar_2"		"Hvis jeg virkelig, VIRKELIG fokuserte hvert eneste gram av oppmerksomhet, kanskje ..."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm01_Balthazar_3"		"Bare KANSKJE ..."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm01_Balthazar_4"		"Kunne jeg forklart det på en måte du endelig hadde forstått. Jeg kan ikke. Åpne. Hvelvet!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm01_BlakeSextus_3"		"Greit, JA VEL. Det er nok ingen trolldomsbøker her inne."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm01_Quintessa_0"		"Det er det faktisk. Se på disse."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm01_BlakeSextus_4"		"Det er det komplette settet på 25 bøker i Nekronomikaleksikonet."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm01_Quintessa_1"		"Ser dyrt ut. Det må være derfor det ligger her med alle skattene."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm01_Quintessa_2"		"Å, Blake, kjenn på dette. Å, det er ekte demonskinn!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm02_Balthazar_0"		"Perfekt. Slå opp hvordan man maner en obelisk gjennom sløret."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm02_BlakeSextus_0"		"Hvilken trolldomsbok? Det er jo 25 forbanna bøker i serien."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm02_Balthazar_1"		"Øh ... Hva med S for «slør»? Står det noe der om å føre byggverk gjennom det?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm02_BlakeSextus_1"		"Øhhh ... det ser ikke slik ut."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm02_Quintessa_0"		"Siden du er i gang, slå opp «hvelv». Kanskje det finnes en åpningsformel så vi ikke trenger hans hjelp i det hele tatt."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm02_Balthazar_2"		"Nei! Ikke gjør det. Å, «hus»! Slå opp «hus»."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm02_BlakeSextus_2"		"Det står noe om «hjemsøkt hus». Å, se. «Slik blir du kvitt et spøkelse»."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm02_Balthazar_3"		"Nei, nei, nei, nei, ikke ... ikke les det heller. Vet du hva ... vet du hva, la oss prøve noe annet, ok? Åpne E-boken."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm02_BlakeSextus_3"		"Det ER noe som heter Etterlivskontoret ..."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm02_Balthazar_4"		"ELK! Det er perfekt! Står det noe om maning?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm03_BlakeSextus_0"		"Etterlivskontoret?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm03_Balthazar_0"		"Det er som et kosmisk tollkontor."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm03_Balthazar_1"		"De vet hvordan jeg kan få obelisken med meg gjennom sløret."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm03_Balthazar_2"		"Og når obelisken går gjennom sløret med meg ..."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm03_BlakeSextus_1"		"... står Kvintessa og jeg ute på et jorde. Jeg liker det."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm03_Quintessa_0"		"La oss se her ... nekrotisk fareanalyse, tanatologiske forskrifter ..."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm03_Quintessa_1"		"Å! Her, ja. Kontoret for slørkryssende infrastrukturflytting!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm03_Balthazar_3"		"Det høres riktig ut! Hva står det at man skal gjøre?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm03_Quintessa_2"		"Ser ut som vi må tegne en magisk sirkel."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm03_BlakeSextus_2"		"Nei. Ikke snakk om."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm03_Balthazar_4"		"Hva? Hva mener du med «ikke snakk om»?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm03_BlakeSextus_3"		"Jeg utfører ikke magiske ritualer."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm03_Balthazar_5"		"Greit, godt å vite, da er ikke du ansvarlig for det magiske ritualet."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm03_Balthazar_6"		"Herregud, hvem andre kan vi få til å utføre et magisk ritual? La oss se, vi har en tyv som IKKE vil utføre et magisk ritual ..."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm03_Balthazar_7"		"Og en ti tusen år gammel nekrolittisk hersens geomantiker! Å, HER er en hersens idé: Hva om jeg tar meg av det hersens magiske ritualet?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm03_BlakeSextus_4"		"[knurrer]"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm03_Balthazar_8"		"Bare tegn det jeg ber deg om å tegne, greit? Spøkelseshender, husker du? Se om du kan finne noe kritt."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm04_Balthazar_0"		"Vær forsiktig med krittet! Kaller du det en magisk sirkel?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm04_BlakeSextus_0"		"Å, hold kjeft. Det er så å si en sirkel. Kvintessa, hva sier boken at vi skal gjøre nå?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm04_Quintessa_0"		"La oss se. «Takk for at du kontaktet Etterlivskontoret, Slørintegritetsetaten, posthume tvister og ...»"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm04_Balthazar_1"		"Hopp videre! Hopp videre!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm04_Quintessa_1"		"«For hjemsøkelser, ofre en liten kylling. For besøk fra forfedre eller feilaktig besittelse av en sjel utenfor familien, ofre to kyllinger og en geit.»"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm04_Balthazar_2"		"Ja, ja, ja. Greit, la oss bare velge en så vi kan snakke med noen. Har noen to kyllinger og en geit?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm04_Quintessa_2"		"Å! Her sånn. «For å snakke med en overføringsbehandler kan du når som helst blåse ut det syvende lyset i sirkelen.»"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm04_BlakeSextus_1"		"Øh. Hvilket av dem er det syvende?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm04_Balthazar_3"		"Den der! Nei, vent. Akk, jeg sa jo at du skulle merke dem."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm04_Balthazar_4"		"Hvor er magnetisk nord?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm04_Quintessa_3"		"Det er den!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm04_Quintessa_4"		"[blåser]"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm04_Balthazar_5"		"Øhhhhh. Hm."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm04_BlakeSextus_2"		"Har jeg gått glipp av noe? Det skjedde ingenting."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm04_Balthazar_6"		"Jeg skjønner ikke. Det skulle ha vært noen her nå."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set03_itm04_TransferClerk_0"		"Det er min skyld, jeg er litt bak skjema. Hva er det som skal forlate de dødeliges plan?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm01_TransferClerk_0"		"La meg se om jeg forstår. Du vil ta husets åndelige ESSENS med deg? For det er en vanlig flytting gjennom sløret. Så det du vil ha, er en spektral overgangserklæring. Her, jeg kan viderekoble deg."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm01_Balthazar_0"		"Nei! Nei, vent. Hør."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm01_Balthazar_1"		"Jeg vil ta med meg SELVE obelisken vi står i."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm01_Balthazar_2"		"MED meg. I graven."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm01_TransferClerk_1"		"Du vil overføre uregistrert legemlig eiendom gjennom det spektrale sløret? He, he, he. Ookay. Er du eneeier av obelisken?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm01_Balthazar_3"		"Jeg har bygget den!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm01_TransferClerk_2"		"Jeg må se legemlig skjøte, overdragelsesdokument, driftskonsesjon og ferdigattest. Vet du om denne bygningen er taumaturgisk bærende?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm01_Balthazar_4"		"Jeg, øhhhh... pff... å..."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm01_Balthazar_5"		"Tja, øh ... alt. Antar jeg. Det er jo en magisk obelisk."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm01_TransferClerk_3"		"Oi da. For å være ærlig. En bygning så mettet som denne, ja, den må nok være et primært knutepunkt for ganske mange energilinjer. Fjerner man denne uten en kontinuitetsplan, står man overfor et taumaturgisk energibrudd i hele distriktet."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm01_Balthazar_6"		"Det er, øh, vet du hva, nå som jeg tenker over det ..."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm01_Balthazar_7"		"ER denne obelisken magisk? Nå tenker jeg, ja, jøss, vet du hva, den er kanskje ikke det."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm01_Balthazar_8"		"Den er trolig IKKE magisk. Ærlig talt, vet du hva, nå som jeg ser på den, øh ... åhh. Ja, ser ikke sånn ut."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm01_TransferClerk_4"		"Du har allerede sagt at den er magisk."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm01_Balthazar_9"		"Pokker."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm02_Balthazar_0"		"Hør, bare hjelp oss LITT, kompis."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm02_Balthazar_1"		"De vil bare komme seg ut herfra før de går tomme for luft, og jeg vil bare ha evig fred."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm02_Balthazar_2"		"Alt jeg ønsker å gjøre, er å krysse sløret, inn i det store ukjente, i det kule huset mitt."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm02_Quintessa_0"		"Hva het du igjen?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm02_TransferClerk_0"		"Å, jeg heter ... Terje."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm02_Quintessa_1"		"Terje. Vær så snill?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm02_TransferClerk_1"		"Uff ... altså ... jeg kan MULIGENS behandle dette som en slørkryssende flytting gjennom et posthumt forvaltningsfond."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm02_Balthazar_3"		"Greit!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm02_TransferClerk_2"		"Men det krever så klart fortsatt besiktigelse av ankerpunkter, klarering av eventuelle metafysiske panteretter og bekreftelse på at mottakende jurisdiksjon godtar eiendelen."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm02_TransferClerk_3"		"Hvis jeg hastebehandler alt det, kan jeg kanskje få denne greia gjennom sløret om ... å ... trettifem tusen seks hundre år."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm02_Quintessa_2"		"Akk! Vi har IKKE trettifem tusen seks hundre år, Terje!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm02_TransferClerk_4"		"Regler er regler, dessverre. Ehem. Med mindre ..."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm02_Quintessa_3"		"Med mindre HVA?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm02_BlakeSextus_0"		"Puh. Endelig. Etter alt det paranormale babbelet, DETTE kjenner jeg igjen."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm02_BlakeSextus_1"		"Terje vil ha litt smøring."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm03_BlakeSextus_0"		"Terje. Er du ute etter en bestikkelse?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm03_TransferClerk_0"		"Tja. He, he. Jeg er ikke akkurat IKKE ute etter en bestikkelse."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm03_BlakeSextus_1"		"Jeg har ingen spøkelsespenger."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm03_TransferClerk_1"		"Å, vanlig gull er vel så bra. Og jeg kan se på alle disse haugene i dette hvelvet at dere har masse."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm03_BlakeSextus_2"		"Hei, Terje. Kan jeg prøve noe?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm03_TransferClerk_2"		"Hva er det?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm03_BlakeSextus_3"		"Om du har fast form når du står i den sirkelen."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm03_TransferClerk_3"		"GFFHGHH!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm03_BlakeSextus_4"		"Det har du. Bra. Hva med beinene i halsen?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm03_TransferClerk_4"		"GHGH!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set04_itm03_BlakeSextus_5"		"De er også faste. Bra."
