"lang"
{ 
	"Language" "korean" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"체력"					// $health
		"dota_ability_variable_mana"				"마나"						// $mana
		"dota_ability_variable_armor"				"방어력"						// $armor
		"dota_ability_variable_damage"				"피해"					// $damage
		"dota_ability_variable_str"					"힘"					// $str
		"dota_ability_variable_int"					"지능"				// $int
		"dota_ability_variable_agi"					"민첩"					// $agi
		"dota_ability_variable_all"					"모든 능력치"			// $all
		"dota_ability_variable_primary_attribute"	"주 능력치"			// $primary_attribute
		"dota_ability_variable_attack"				"공격 속도"				// $attack
		"dota_ability_variable_attack_pct"			"기본 공격 속도 백분율"	// $attack_pct
		"dota_ability_variable_hp_regen"			"체력 재생"		// $hp_regen
		"dota_ability_variable_lifesteal"			"흡혈"					// $lifesteal
		"dota_ability_variable_mana_regen"			"마나 재생"			// $mana_regen
		"dota_ability_variable_mana_regen_aura"		"마나 재생의 오라"	// $mana_regen_aura
		"dota_ability_variable_spell_amp"			"주문 피해"				// $spell_amp
		"dota_ability_variable_debuff_amp"			"약화 효과 지속시간"			// $debuff_amp
		"dota_ability_variable_move_speed"			"이동 속도"			// $move_speed
		"dota_ability_variable_evasion"				"회피"					// $evasion
		"dota_ability_variable_spell_resist"		"마법 저항력"			// $spell_resist
		"dota_ability_variable_spell_lifesteal"		"주문 흡혈"			// $spell_lifesteal
		"dota_ability_variable_spell_lifesteal_hero_attacks" "영웅 대상 공격"
		"dota_ability_variable_spell_lifesteal_hero_spells" "영웅 대상 능력"
		"dota_ability_variable_spell_lifesteal_creep_attacks" "크립 대상 공격"
		"dota_ability_variable_spell_lifesteal_creep_spells" "크립 대상 능력"
		"dota_ability_variable_lifesteal_hero_attacks" "영웅 대상 공격"
		"dota_ability_variable_lifesteal_hero_spells" "영웅 대상 능력"
		"dota_ability_variable_lifesteal_creep_attacks" "크립 대상 공격"
		"dota_ability_variable_lifesteal_creep_spells" "크립 대상 능력"
		"dota_ability_variable_selected_attrib"		"선택 능력치"		// $selected_attribute
		"dota_ability_variable_attack_range"		"공격 범위<font color='#7d7d7d'>(원거리만)</font>"	// $attack_range
		"dota_ability_variable_attack_range_melee"	"공격 범위 <font color='#7d7d7d'>(근접만)</font>"	// $attack_range_melee
		"DOTA_Tooltip_ability_techies_squees_scope_Description"			"기술단이 공격 속도 1당 공격 범위 및 공격 투사체 속도를 %attack_range_tooltip% 얻습니다."

		"DOTA_Tooltip_facet_techies_spleens_secret_sauce"							"스플린의 비밀 양념"		
		"DOTA_Tooltip_Facet_techies_spleens_secret_sauce_Description"						"날려 버려! 피해와 기술단 스스로 받는 피해가 증가했습니다."

		"DOTA_Tooltip_ability_techies_spoons_stash"						"스푼의 은닉품"
		"DOTA_Tooltip_ability_techies_spoons_stash_Description"			"기술단은 이전에 선택한 마력 부여 모두를 새로 제작한 중립 아이템에 중첩합니다."
		"DOTA_Tooltip_ability_techies_spoons_stash_Note0"				"두 번째 5급 중립 아이템을 제작한 후에는 5급 마력 부여 하나만 중첩할 수 있습니다."

		"DOTA_Tooltip_modifier_techies_reactive_tazer_disarmed"					"충격기로 감전됨"
		"DOTA_Tooltip_modifier_techies_reactive_tazer_disarmed_Description"		"고반응성 충격기로 무장 해제됨"
		"DOTA_Tooltip_modifier_techies_land_mines_charge_counter"			"근접 지뢰 충전 수"
		"DOTA_Tooltip_modifier_techies_land_mines_charge_counter_Description"			"충전 수가 있을 때만 근접 지뢰를 설치할 수 있음, 충전 수는 서서히 보충됨"		
		"DOTA_Tooltip_modifier_techies_stasis_trap_stunned"					"정지 덫 묶기"
		"DOTA_Tooltip_modifier_techies_stasis_trap_stunned_Description"		"기술단의 정지 덫 하나를 발견했습니다!"
		"DOTA_Tooltip_modifier_techies_land_mines_count"					"근접 지뢰 수"
		"DOTA_Tooltip_modifier_techies_land_mines_count_Description"		"현재 설치해 둔 근접 지뢰 수"
		"DOTA_Tooltip_modifier_techies_minefield_sign_aura"					"지뢰밭 표지"
		"DOTA_Tooltip_modifier_techies_minefield_sign_aura_Description"					"기술단의 지뢰밭 표지로 숨겨짐"
		"DOTA_Tooltip_modifier_techies_sticky_bomb_slow"					"끈끈이 폭탄"
		"DOTA_Tooltip_modifier_techies_sticky_bomb_slow_Description"		"이동 속도 %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% 감소"
		"DOTA_Tooltip_modifier_techies_sticky_bomb_slow_secondary"			"끈끈이 폭탄"
		"DOTA_Tooltip_modifier_techies_sticky_bomb_slow_secondary_Description"		"이동 속도 %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% 감소"
		"DOTA_Tooltip_modifier_techies_reactive_tazer"				"고반응성 충격기"
		"DOTA_Tooltip_modifier_techies_reactive_tazer_Description"		"이동 속도 %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% 증가, 공격자에게 전기 충격"
		"DOTA_Tooltip_modifier_techies_land_mine_burn"				"근접 지뢰"
		"DOTA_Tooltip_modifier_techies_land_mine_burn_Description"		"마법 저항력 %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%% 감소"
		"DOTA_Tooltip_modifier_techies_minefield_sign_scepter_aura"				"활성 지뢰밭"
		"DOTA_Tooltip_modifier_techies_minefield_sign_scepter_aura_Description"	"움직이면 마법 피해를 받습니다!"
		"DOTA_Tooltip_modifier_techies_minefield_sign_scepter"					"활성 지뢰밭"
		"DOTA_Tooltip_modifier_techies_minefield_sign_scepter_Description"		"주위를 걸어 다니는 적에게 피해를 가함"



		// Winter Wyvern		
		"DOTA_Tooltip_ability_winter_wyvern_arctic_burn"								"극지 불태우기"
		"DOTA_Tooltip_ability_winter_wyvern_arctic_burn_Description"					"겨울 비룡이 극지의 바람을 타고 날아오릅니다. 움직임이 지형에 방해받지 않으며 매 공격 시 얼음처럼 차가운 숨결을 내뿜습니다. 더 높이 솟아오른 동안 겨울 비룡은 더 빠르게, 더 멀리까지 공격하고 마법의 냉기로 적을 둔화 상태에 빠뜨리며 매초 현재 체력의 %percent_damage%%%를 제거합니다."
        "DOTA_Tooltip_ability_winter_wyvern_arctic_burn_scepter_description"			"켜고 끌 수 있습니다. 활성화 상태에서 매초 마나를 흡수합니다. 대상 하나당 횟수에 제한 없이 공격합니다. 겨울 비룡의 이동 속도가 증가합니다."
		"DOTA_Tooltip_ability_winter_wyvern_arctic_burn_Lore"							"어떤 용들은 몸속 기관에서 불길을 뿜어내기도 하지만 아우로스의 기관은 상상을 뛰어넘는 냉기의 도가니와 같습니다. 아우로스의 차디찬 목구멍에서 뿜어져나오는 숨결은 적에게 타오르는 고통을 선사합니다."
		"DOTA_Tooltip_ability_winter_wyvern_arctic_burn_duration"						"비행 지속시간:"
		"DOTA_Tooltip_ability_winter_wyvern_arctic_burn_attack_range_bonus"				"보너스 공격 범위:"
		"DOTA_Tooltip_ability_winter_wyvern_arctic_burn_percent_damage"					"%체력 비례 불태우기:"
		"DOTA_Tooltip_ability_winter_wyvern_arctic_burn_move_slow"						"%이동 둔화:"
		"DOTA_Tooltip_ability_winter_wyvern_arctic_burn_damage_duration"				"화상 지속시간:"
		"DOTA_Tooltip_ability_winter_wyvern_arctic_burn_night_vision_bonus"				"밤 시야 추가 범위:"
		"DOTA_Tooltip_ability_winter_wyvern_arctic_burn_mana_cost_scepter"				"초당 마나:"
		"DOTA_Tooltip_ability_winter_wyvern_arctic_burn_movement_scepter"				"%이동 속도:"
		"DOTA_Tooltip_ability_winter_wyvern_arctic_burn_Note0"							"적 유닛은 극지 불태우기의 약화 효과를 시전 시 한 번만 받습니다."
		"DOTA_Tooltip_ability_winter_wyvern_arctic_burn_Note1"							"이 능력은 로샨에게 영향을 주지 않습니다."
		"DOTA_Tooltip_ability_winter_wyvern_arctic_burn_Note2"							"겨울 비룡의 공격 시점이 %attack_point%로 감소합니다."
		"DOTA_Tooltip_ability_winter_wyvern_arctic_burn_Note3"							"극지 불태우기의 피해와 둔화 효과는 해제할 수 있습니다."
		"DOTA_Tooltip_ability_winter_wyvern_splinter_blast"								"얼음가시 폭발"
		"DOTA_Tooltip_ability_winter_wyvern_splinter_blast_Description"					"유닛 하나에게 얼음가시로 만들어진 구체를 발사합니다. 얼음은 타격 시 부서지고 주 대상에게는 아무런 영향을 주지 않으나, 파편이 튀어나오며 기본 반경 %split_radius% 안의 인접한 적들에게 피해를 줍니다. 파편에 맞은 적은 이동 속도가 %movespeed_slow_tooltip%%% 감소합니다."
		"DOTA_Tooltip_ability_winter_wyvern_splinter_blast_Lore"						"겨울 비룡은 고유하게 진화한 식도 내 소낭에서 조금씩 생겨난 얼음으로 적에게 가시처럼 날카로운 얼음을 터뜨립니다."
		"DOTA_Tooltip_ability_winter_wyvern_splinter_blast_damage"						"피해:"
		"DOTA_Tooltip_ability_winter_wyvern_splinter_blast_split_radius"				"파편 반경:"
		"DOTA_Tooltip_ability_winter_wyvern_splinter_blast_movespeed_slow_tooltip"		"%이동 둔화:"
		"DOTA_Tooltip_ability_winter_wyvern_splinter_blast_duration"					"감속 지속시간:"		
		"DOTA_Tooltip_ability_winter_wyvern_splinter_blast_Note0"						"주 발사체는 %projectile_speed%의 이동 속도로 움직입니다."
		"DOTA_Tooltip_ability_winter_wyvern_splinter_blast_Note1"						"주 발사체는 피할 수 없으며, 겨울 비룡 자신을 대상으로 할 수 없습니다."
		"DOTA_Tooltip_ability_winter_wyvern_cold_embrace"								"냉기의 은총"
		"DOTA_Tooltip_ability_winter_wyvern_cold_embrace_Description"					"아군을 차가운 얼음에 가두고 단단히 얼려 일정 체력을 회복시키고 추가로 매초 최대 체력의 일정 비율을 회복시킵니다. 얼음에 갇힌 대상은 모든 물리 피해에 면역이 됩니다."
		"DOTA_Tooltip_ability_winter_wyvern_cold_embrace_facet_winter_wyvern_winterproof"	"냉기의 은총을 건물에 시전할 수 있습니다. 건물을 치유하지는 않습니다. 아군 유닛과 건물은 얼음 고치에서 빠져나올 때 보너스 공격력을 얻습니다. 건물이 강화의 문양과 냉기의 은총 둘 다로 보호받는다면 지속시간이 일시 정지됩니다."
		"DOTA_Tooltip_ability_winter_wyvern_cold_embrace_shard_description" 			"냉기의 은총이 종료될 때 해당 위치에서 얼음가시 폭발이 터지며 %shard_splinter_range% 범위 안에 있는 적을 타격합니다. 쿨다운이 %shard_cooldown_reduction%초 감소합니다."
		"DOTA_Tooltip_ability_winter_wyvern_cold_embrace_abilitydraft_note" 			"<span class=\"ADWarning\">파편 강화가 적용되려면 <b>얼음가시 폭발</b>도 조합해야 합니다.</span>"
		"DOTA_Tooltip_ability_winter_wyvern_cold_embrace_Lore"							"겨울의 심장부에서 차가운 생명의 기운이 전해집니다. 얼음의 한기가 피의 순환을 느리게 하고 치유의 마법을 전합니다."
		"DOTA_Tooltip_ability_winter_wyvern_cold_embrace_duration"						"지속시간:"
		"DOTA_Tooltip_ability_winter_wyvern_cold_embrace_heal_additive"					"기본 초당 치유:"
		"DOTA_Tooltip_ability_winter_wyvern_cold_embrace_heal_percentage"				"%초당 최대 체력 치유:"
		"DOTA_Tooltip_ability_winter_wyvern_cold_embrace_damage_buff_pct"				"%보너스 공격력:"
		"DOTA_Tooltip_ability_winter_wyvern_cold_embrace_damage_buff_duration"			"피해 강화 효과 지속시간:"
		"DOTA_Tooltip_ability_winter_wyvern_winters_curse"								"겨울의 저주"
		"DOTA_Tooltip_ability_winter_wyvern_winters_curse_Description"					"겨울 비룡이 해제를 적용한 다음 적을 제자리에 얼리고 주위에 광기에 찬 저주를 내려 얼어붙은 상태의 같은 편을 공격하게 합니다. 얼어붙은 대상과 저주에 걸려 같은 편을 공격하는 적들은 겨울 비룡의 아군으로부터 받는 모든 피해에 면역입니다. 예외로, 겨울 비룡과 겨울 비룡이 제어하는 유닛이 가하는 피해는 적용됩니다."
		"DOTA_Tooltip_ability_winter_wyvern_winters_curse_Facet_winter_wyvern_recursive"	"주 대상이 죽으면, 체력이 가장 낮은 적 영웅에게 겨울의 저주가 다시 시전됩니다. 다시 시전되면, 최소, 최대, 보너스 지속시간이 %transfer_duration_pct%%%가 됩니다. 환영에게 옮겨갈 수 없습니다."
		"DOTA_Tooltip_ability_winter_wyvern_winters_curse_Lore"							"서책고룡의 주문중 가장 오래된 것입니다. 이 저주는 내 적의 적이라 해도 내 적이라는 옛 격언이 사실임을 증명해 줍니다."
		"DOTA_Tooltip_ability_winter_wyvern_winters_curse_radius"						"저주 반경:"
		"DOTA_Tooltip_ability_winter_wyvern_winters_curse_damage_reduction"				"%저주 피해 감소:"
		"DOTA_Tooltip_ability_winter_wyvern_winters_curse_bonus_attack_speed"			"저주 공격 속도:"
		"DOTA_Tooltip_ability_winter_wyvern_winters_curse_duration"						"저주 최소 지속시간:"
		"DOTA_Tooltip_ability_winter_wyvern_winters_curse_max_duration"						"저주 최대 지속시간:"
		"DOTA_Tooltip_ability_winter_wyvern_winters_curse_bonus_duration_per_hero"						"영웅당 저주 보너스 지속시간:"
		"DOTA_Tooltip_ability_winter_wyvern_winters_curse_bonus_duration_per_creep"						"크립당 저주 보너스 지속시간:"
		"DOTA_Tooltip_ability_winter_wyvern_winters_curse_Note0"						"대상이 같은 편에게 죽으면, 겨울 비룡이 처치한 것으로 간주합니다."
		"DOTA_Tooltip_ability_winter_wyvern_winters_curse_Note1"						"대상 주위 아군이 아닌 주 대상의 주문 면역만 관통합니다."
		
		"DOTA_Tooltip_modifier_winter_wyvern_arctic_burn_flight"						"극지 불태우기 비행"
		"DOTA_Tooltip_modifier_winter_wyvern_arctic_burn_flight_Description"			"비행 중, 더 빠르게 더 멀리까지 공격하고 적을 둔화시키며 현재 체력의 일정 비율을 불태움"
		"DOTA_Tooltip_modifier_winter_wyvern_arctic_burn_slow"							"극지 불태우기 둔화"
		"DOTA_Tooltip_modifier_winter_wyvern_arctic_burn_slow_Description"				"%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% 둔화, 매초 현재 체력의 일정 비율 손실"
		"DOTA_Tooltip_modifier_winter_wyvern_splinter_blast_slow"						"얼음가시 폭발 둔화"
		"DOTA_Tooltip_modifier_winter_wyvern_splinter_blast_slow_Description"			"이동 %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% 둔화"
		"DOTA_Tooltip_modifier_winter_wyvern_cold_embrace"								"냉기의 은총"
		"DOTA_Tooltip_modifier_winter_wyvern_cold_embrace_Description"					"물리 피해에 면역, 체력 회복"
		"DOTA_Tooltip_modifier_winter_wyvern_winterproof"								"방한"
		"DOTA_Tooltip_modifier_winter_wyvern_winterproof_Description"					"기본 피해량 %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%% 증가"
		"DOTA_Tooltip_modifier_winter_wyvern_winters_curse"								"겨울의 저주"
		"DOTA_Tooltip_modifier_winter_wyvern_winters_curse_Description"					"적과 아군 구별 불가"
		"DOTA_Tooltip_modifier_winter_wyvern_winters_curse_aura"						"겨울의 저주 대상"
		"DOTA_Tooltip_modifier_winter_wyvern_winters_curse_aura_Description"			"제자리에 얼어붙음, 주위 팀원에게 공격 받음"

		"DOTA_Tooltip_ability_winter_wyvern_eldwurm_scholar"									"장로고룡 학자"
		"DOTA_Tooltip_ability_winter_wyvern_eldwurm_scholar_Description"						"지혜의 제단이 아군에게 경험치를 부여하면, 겨울 비룡이 팀 전체와 지식을 나누어 최초 보너스를 받지 못한 영웅 %three_tooltip%명에게 각각 경험치의 %share_percentage%%%를 부여합니다."

		"DOTA_Tooltip_ability_winter_wyvern_essence_of_the_blueheart"						"푸른심장의 정수"
		"DOTA_Tooltip_ability_winter_wyvern_essence_of_the_blueheart_Description"			"겨울 비룡의 치유로 마나도 회복됩니다."
		"DOTA_Tooltip_ability_winter_wyvern_essence_of_the_blueheart_restore_pct"			"%마나로 전환되는 치유:"
		"DOTA_Tooltip_ability_winter_wyvern_dragon_sight"							"용의 시야"
		//"DOTA_Tooltip_ability_winter_wyvern_dragon_sight_Description"				"Winter Wyvern gains bonus damage for each %attack_range_per_damage% attack range over %attack_range_min%."
		"DOTA_Tooltip_ability_winter_wyvern_dragon_sight_Description"				"공격 범위가 %attack_range_min% 이상일 때 겨울 비룡이 보너스 공격력을 얻습니다."
		"DOTA_Tooltip_ability_winter_wyvern_dragon_sight_damage_per_ten_attack_range_tooltip"	"공격 범위 10당 피해:"
		"DOTA_Tooltip_modifier_winter_wyvern_dragon_sight"							"용의 시야"
		"DOTA_Tooltip_modifier_winter_wyvern_dragon_sight_Description"				"추가 공격 범위로 보너스 공격력 %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% 얻음"

		"DOTA_Tooltip_Facet_winter_wyvern_winterproof"									"방한"
		"DOTA_Tooltip_Facet_winter_wyvern_winterproof_Description"						"냉기의 은총을 건물에 시전할 수 있습니다. 건물을 치유하지는 않습니다. 아군 유닛과 건물은 얼음 고치에서 빠져나올 때 보너스 공격력을 얻습니다."
		"DOTA_Tooltip_Facet_winter_wyvern_recursive"									"재귀"
		"DOTA_Tooltip_Facet_winter_wyvern_recursive_Description"						"주 대상이 죽으면, 체력이 가장 낮은 적 영웅에게 겨울의 저주가 다시 시전됩니다."

		// Arc Warden
		"DOTA_Tooltip_ability_arc_warden_flux"				"휘몰이"
		"DOTA_Tooltip_ability_arc_warden_flux_Description"		"홀로 떨어진 적에게 불안정하게 휘몰아치는 에너지를 주입하여 지속 피해를 주고, 대상을 둔화합니다. 대상 주위에 다른 적 유닛이 있으면 피해가 적용되지 않습니다."
		"DOTA_Tooltip_ability_arc_warden_flux_scepter_description"	"휘몰이는 혼자 있는 대상을 침묵시키며, 더 큰 피해를 주고 더 오랫동안 지속합니다."
		"DOTA_Tooltip_ability_arc_warden_flux_Lore"			"고대의 요새를 구속했던 힘의 아주 작은 일부분입니다."
		"DOTA_Tooltip_ability_arc_warden_flux_duration"			"지속시간:"
		"DOTA_Tooltip_ability_arc_warden_flux_search_radius"		"아군 검색 반경:"		
		"DOTA_Tooltip_ability_arc_warden_flux_damage_per_second"	"초당 피해:"
		"DOTA_Tooltip_ability_arc_warden_flux_move_speed_slow_pct"	"%이동 속도 둔화:"


		"DOTA_Tooltip_ability_arc_warden_magnetic_field"		"자기장"
		"DOTA_Tooltip_ability_arc_warden_magnetic_field_Description"	"번개 감시자가 뒤틀린 자력의 장을 원형으로 생성합니다. 자기장은 안에 있는 아군 유닛에게 보너스 공격 속도를 부여하고 외부에서 오는 공격을 피하게 하여 보호합니다."
		"DOTA_Tooltip_ability_arc_warden_magnetic_field_Facet_arc_warden_power_capture"	"자기장이 룬을 끌어당깁니다. 자기장 안에 있는 룬은 자동으로 활성화됩니다."
		"DOTA_Tooltip_ability_arc_warden_magnetic_field_Lore"		"제트처럼 오래된 존재에게 시간과 공간은 그다지 중요하지 않습니다."
		"DOTA_Tooltip_ability_arc_warden_magnetic_field_radius"		"반경:"		
		"DOTA_Tooltip_ability_arc_warden_magnetic_field_shard_slow_pct"			"%이동 둔화:"
		"DOTA_Tooltip_ability_arc_warden_magnetic_field_rune_pull_strength"	"룬 당기기 견인력:"
		"DOTA_Tooltip_ability_arc_warden_magnetic_field_rune_pull_radius"	"룬 당기기 반경:"

		"DOTA_Tooltip_ability_arc_warden_magnetic_field_duration"	"지속시간:"
		"DOTA_Tooltip_ability_arc_warden_magnetic_field_attack_speed_bonus" "공격 속도 보너스:"
		"DOTA_Tooltip_ability_arc_warden_magnetic_field_evasion_chance"	"%회피 보너스:"

		"DOTA_Tooltip_ability_arc_warden_spark_wraith"			"불꽃 망령"
		"DOTA_Tooltip_ability_arc_warden_spark_wraith_Description" "서서히 물질화하고 적이 범위 내에 들어올 때까지 대상 지역을 정찰하는 불꽃 망령을 소환합니다. 대상을 발견하면, 망령은 해당 유닛과 융합한 다음 마법 피해를 주고 둔화합니다."	
		"DOTA_Tooltip_ability_arc_warden_spark_wraith_shard_description"		"불꽃 망령을 활성화하면, 두 번째 불꽃 망령이 다음으로 가까이 있는 대상과 융합하여 %second_wraith_damage_pct%%% 피해를 줍니다. 불꽃 망령의 탐색 반경이 증가합니다."
		"DOTA_Tooltip_ability_arc_warden_spark_wraith_Lore"		"제트의 원래 자아에서 작게 갈라져 나온 파편들입니다."
		"DOTA_Tooltip_ability_arc_warden_spark_wraith_Note0"		"불꽃 망령은 피할 수 없습니다."
		"DOTA_Tooltip_ability_arc_warden_spark_wraith_radius"		"검색 반경:"
		"DOTA_Tooltip_ability_arc_warden_spark_wraith_duration"		"지속시간:"
		"DOTA_Tooltip_ability_arc_warden_spark_wraith_move_speed_slow_pct"	"%이동 둔화"

		"DOTA_Tooltip_ability_arc_warden_spark_wraith_base_activation_delay"	"활성화 지연시간:"
		"DOTA_Tooltip_ability_arc_warden_spark_wraith_spark_damage_base"	"피해:"		
		"DOTA_Tooltip_ability_arc_warden_spark_wraith_wraith_speed_base"	"망령 속도:"
		"DOTA_Tooltip_ability_arc_warden_spark_wraith_ministun_duration"	"둔화 지속시간:"

		"DOTA_Tooltip_ability_arc_warden_tempest_double"		"이중 폭풍"
		"DOTA_Tooltip_ability_arc_warden_tempest_double_Description"	"번개 감시자는 일시적으로 조각난 원소들을 형상 하나로 다시 맞추어, 자신을 완벽하게 복제합니다. 복제한 존재는 번개 감시자가 보유한 아이템과 이중 폭풍에게 적용된 변형 기술을 모두 쓸 수 있지만, 사망 시 땅에 떨어지는 대다수 소모품과 아이템은 사용할 수 없습니다. 복제한 존재에게는 아이템과 능력의 쿨다운이 본체와 별개로 적용됩니다.<br><br>이중 폭풍은 시간이 흐를수록 자아와 조각에 대한 의식을 잃어, 속도가 느려지고 정확도가 떨어집니다."
