"lang"
{ 
	"Language" "portuguese" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"de vida"					// $health
		"dota_ability_variable_mana"				"de mana"						// $mana
		"dota_ability_variable_armor"				"de armadura"						// $armor
		"dota_ability_variable_damage"				"de dano"					// $damage
		"dota_ability_variable_str"					"de Força"					// $str
		"dota_ability_variable_int"					"de Inteligência"				// $int
		"dota_ability_variable_agi"					"de Agilidade"					// $agi
		"dota_ability_variable_all"					"a todos os atributos"			// $all
		"dota_ability_variable_primary_attribute"	"ao atributo principal"			// $primary_attribute
		"dota_ability_variable_attack"				"de rapidez de ataque"				// $attack
		"dota_ability_variable_attack_pct"			"de rapidez de ataque base"	// $attack_pct
		"dota_ability_variable_hp_regen"			"de regeneração de vida"		// $hp_regen
		"dota_ability_variable_lifesteal"			"de roubo de vida"					// $lifesteal
		"dota_ability_variable_mana_regen"			"de regeneração de mana"			// $mana_regen
		"dota_ability_variable_mana_regen_aura"		"de regeneração de mana (aura)"	// $mana_regen_aura
		"dota_ability_variable_spell_amp"			"de dano de feitiços"				// $spell_amp
		"dota_ability_variable_debuff_amp"			"à duração de debuffs"			// $debuff_amp
		"dota_ability_variable_move_speed"			"de rapidez de movimento"			// $move_speed
		"dota_ability_variable_evasion"				"de evasão"					// $evasion
		"dota_ability_variable_spell_resist"		"de resistência a magia"			// $spell_resist
		"dota_ability_variable_spell_lifesteal"		"de roubo de vida por habilidades"			// $spell_lifesteal
		"dota_ability_variable_spell_lifesteal_creep"	"de roubo de vida por habilidades (creeps)"	// $spell_lifesteal_creep
		"dota_ability_variable_spell_lifesteal_hero"	"de roubo de vida por habilidades (heróis)"	// $spell_lifesteal_hero
		"dota_ability_variable_selected_attrib"		"ao atributo selecionado"		// $selected_attribute
		"dota_ability_variable_attack_range"		"de alcance de ataque <font color='#7d7d7d'>(Só à distância)</font>"	// $attack_range
		"dota_ability_variable_attack_range_melee"	"de alcance de ataque <font color='#7d7d7d'>(Só corpo a corpo)</font>"	// $attack_range_melee
		"dota_ability_variable_cast_range"			"de alcance de uso"				// $cast_range
		"dota_ability_variable_status_resist"		"de resistência a debuffs"			// $status_resist
		"dota_ability_variable_projectile_speed"	"à rapidez dos projéteis"			// $projectile_speed
		"dota_ability_variable_manacost_reduction"	"de redução dos custos de mana"		// $manacost_reduction
		"dota_ability_variable_cooldown_reduction"	"de redução de cooldowns"		// $cooldown_reduction 
		"dota_ability_variable_max_mana_percentage"	"de mana máxima"			// $max_mana_percentage
		"dota_ability_variable_slow_resistance"		"de resist. a abrandamentos"			// $slow_resistance
		"dota_ability_variable_aoe_bonus"			"de área de efeito adicional"					// $aoe_bonus

		"DOTA_Tooltip_modifier_silencer_glaives_of_wisdom"					"Inteligência roubada permanentemente"
		"DOTA_Tooltip_modifier_silencer_glaives_of_wisdom_Description"		"Silencer irá roubar permanentemente %dMODIFIER_PROPERTY_TOOLTIP% de Inteligência de qualquer herói que ele matar e de qualquer herói inimigo que morrer dentro de %dMODIFIER_PROPERTY_TOOLTIP% de distância."
		"DOTA_Tooltip_modifier_silencer_glaives_of_wisdom_PostGame"			"Inteligência roubada pelo Silencer por matar heróis inimigos ou por estar perto deles ao morrererem."
		"DOTA_Tooltip_modifier_silencer_int_steal"							"Int. roubada permanentemente"
		"DOTA_Tooltip_modifier_silencer_int_steal_Description"			"Silencer irá roubar permanentemente 2 de Inteligência de qualquer herói que ele matar e qualquer herói inimigo que morrer a 925 de distância."
		"DOTA_Tooltip_modifier_silencer_global_silence"						"Global Silence"
		"DOTA_Tooltip_modifier_silencer_global_silence_Description"			"Todos os heróis estão silenciados."
		"DOTA_Tooltip_modifier_silencer_glaives_of_wisdom_debuff_counter"	"Glaives of Wisdom"
		"DOTA_Tooltip_modifier_silencer_glaives_of_wisdom_debuff_counter_Description"	"A perder Inteligência temporariamente"
		"DOTA_Tooltip_modifier_silencer_glaives_of_wisdom_attack_counter"		"Glaives of Wisdom"
		"DOTA_Tooltip_modifier_silencer_glaives_of_wisdom_attack_counter_Description"		"Glaives of Wisdom irá silenciar o alvo após um certo número de ataques."
		"DOTA_Tooltip_modifier_silencer_brain_drain"							"Brain Drain"
		"DOTA_Tooltip_modifier_silencer_brain_drain_Description"				"Silencer irá roubar permanentemente %dMODIFIER_PROPERTY_TOOLTIP% de Inteligência de qualquer herói que ele matar e de qualquer herói inimigo que morrer dentro de %dMODIFIER_PROPERTY_TOOLTIP% de distância."


		//OUTWORLD Destroyer

		"DOTA_Tooltip_ability_obsidian_destroyer_ominous_discernment"							"Ominous Discernment"
		"DOTA_Tooltip_ability_obsidian_destroyer_ominous_discernment_Description"				"Outworld Destroyer ganha mais %bonus_max_mana_per_int% de mana por ponto de Inteligência."

		"DOTA_Tooltip_ability_obsidian_destroyer_ominous_discernment_Variant0"					"Ominous Discernment"
		"DOTA_Tooltip_ability_obsidian_destroyer_ominous_discernment_Variant1"					"Ominous Discernment"
		"DOTA_Tooltip_ability_obsidian_destroyer_ominous_discernment_Variant2"					"Ominous Discernment"
		"DOTA_Tooltip_ability_obsidian_destroyer_ominous_discernment_Variant3"					"Ominous Discernment"
		"DOTA_Tooltip_ability_obsidian_destroyer_ominous_discernment_Variant4"					"Ominous Discernment"
		"DOTA_Tooltip_ability_obsidian_destroyer_ominous_discernment_Variant5"					"Ominous Discernment"

		"DOTA_Tooltip_ability_obsidian_destroyer_arcane_orb"						"Arcane Orb"
		"DOTA_Tooltip_ability_obsidian_destroyer_arcane_orb_Description"			"Adiciona dano puro aos ataques do Outworld Destroyer, com base no que resta da sua reserva de mana."
		"DOTA_Tooltip_ability_obsidian_destroyer_arcane_orb_Lore"					"O conhecimento alienígena de Harbinger permite-lhe aceder à própria essência e fonte de toda a energia espiritual, integrando-a no seu ser."
		"DOTA_Tooltip_ability_obsidian_destroyer_arcane_orb_Note0"					"O dano é calculado depois da mana necessária para usar esta habilidade ser consumida."
		"DOTA_Tooltip_ability_obsidian_destroyer_arcane_orb_mana_pool_damage_pct"	"%RESERVA DE MANA CONVERTIDA EM DANO :"
		"DOTA_Tooltip_ability_obsidian_destroyer_arcane_orb_mana_cost_percentage"	"%CUSTO DE MANA ATUAL:"
		"DOTA_Tooltip_ability_obsidian_destroyer_astral_imprisonment"				"Astral Imprisonment"
		"DOTA_Tooltip_ability_obsidian_destroyer_astral_imprisonment_Description"	"Coloca uma unidade selecionada numa prisão astral. A unidade ocultada fica invulnerável e incapacitada. Quando a prisão astral implodir, causa dano ao alvo e rouba uma percentagem da mana máxima deste."
		"DOTA_Tooltip_ability_obsidian_destroyer_astral_imprisonment_Facet_obsidian_destroyer_overwhelming_devourer"	"Heróis afetados recebem um debuff de alergia a mana durante %debuff_duration% segundos, que faz com que curem Outworld Destroyer sempre que usarem uma habilidade."
		 
		"DOTA_Tooltip_ability_obsidian_destroyer_astral_imprisonment_shard_description"	"Faz com que Astral Imprisonment cause dano numa área. Também permite que aliados se desloquem %allied_movement_speed_pct%%% mais rapidamente durante Astral Imprisonment (continuam visíveis, mas não podem ser selecionados nem podem realizar outras ações)."
		"DOTA_Tooltip_ability_obsidian_destroyer_astral_imprisonment_Lore"			"Presas no espaço intermédio entre este mundo e o Mundo Exterior, as vítimas apercebem-se do seu conhecimento e mortalidade infantis."
		"DOTA_Tooltip_ability_obsidian_destroyer_astral_imprisonment_Note0"			"Unidades aprisionadas podem mesmo assim ser atingidas pela habilidade Sanity's Eclipse."
		"DOTA_Tooltip_ability_obsidian_destroyer_astral_imprisonment_Note1"			"O roubo de mana máxima não aumenta os valores de mana atuais do Outworld Destroyer nem reduz diretamente os valores de mana do alvo."
		"DOTA_Tooltip_ability_obsidian_destroyer_astral_imprisonment_damage"        "DANO:"
		"DOTA_Tooltip_ability_obsidian_destroyer_astral_imprisonment_prison_duration"		"DURAÇÃO:"
		"DOTA_Tooltip_ability_obsidian_destroyer_astral_imprisonment_mana_capacity_steal"		"%ROUBO DE MANA:"
		"DOTA_Tooltip_ability_obsidian_destroyer_astral_imprisonment_mana_capacity_duration"		"DURAÇÃO DO ROUBO DE MANA:"
		"DOTA_Tooltip_ability_obsidian_destroyer_astral_imprisonment_AbilityCharges"	"MÁX. DE CARGAS:"
		"DOTA_Tooltip_ability_obsidian_destroyer_astral_imprisonment_AbilityChargeRestoreTime"	"TEMPO BASE DE RESTAURO DAS CARGAS:"
		"DOTA_Tooltip_ability_obsidian_destroyer_astral_imprisonment_damage_radius"	"ÁREA DO DANO:"
		"DOTA_Tooltip_ability_obsidian_destroyer_astral_imprisonment_percentage_heal"	"%MANA COMO CURA:"

		"DOTA_Tooltip_ability_obsidian_destroyer_essence_aura"						"Essence Aura"
		"DOTA_Tooltip_ability_obsidian_destroyer_essence_aura_Description"			"Sempre que heróis aliados por perto ou o próprio Outworld Destroyer usarem um feitiço, ganham uma probabilidade de recuperar uma percentagem da sua reserva de mana. Também aumenta passivamente a reserva de mana base do Outworld Destroyer. Várias habilidades sem cooldown ou feitiços que se ativam/desativam não podem ativar Essence Aura."
		"DOTA_Tooltip_ability_obsidian_destroyer_essence_aura_Lore"					"Os cristais do Mundo Exterior produzem poder arcano e Harbinger transfere-o para o mundo dos mortais."
		"DOTA_Tooltip_ability_obsidian_destroyer_essence_aura_Note0"				"Para além de Arcane Orb, a maioria das habilidades sem cooldown não podem ativar Essence Aura."
		"DOTA_Tooltip_ability_obsidian_destroyer_essence_aura_radius"				"RAIO:"
		"DOTA_Tooltip_ability_obsidian_destroyer_essence_aura_bonus_mana"			"MANA BASE:"
		"DOTA_Tooltip_ability_obsidian_destroyer_essence_aura_restore_amount"			"%MANA RESTAURADA:"
		"DOTA_Tooltip_ability_obsidian_destroyer_essence_aura_restore_chance"		"%PROBABILIDADE DE RESTAURAR:"
		"DOTA_Tooltip_ability_obsidian_destroyer_equilibrium"					"Essence Flux"
		"DOTA_Tooltip_ability_obsidian_destroyer_equilibrium_Description"		"Concede passivamente uma probabilidade de restaurar uma percentagem do máximo de mana sempre que o utilizador usar uma habilidade."
		"DOTA_Tooltip_ability_obsidian_destroyer_equilibrium_shard_description"		"Usar Astral Imprisonment num aliado irá ativar Essence Aura nele e conceder-lhe %shard_bonus_mana% de mana máxima durante %shard_mana_duration% segundos."
		"DOTA_Tooltip_ability_obsidian_destroyer_equilibrium_scepter_description"	"Dano que faria com que Outworld Destroyer ficasse com menos de %scepter_barrier_threshold%%% da vida aplica dissipação forte. Além disso, o efeito consome toda a mana dele para criar uma barreira contra todo o tipo de dano, com vida igual a %scepter_max_mana_barrier_pct%%% do seu máximo de mana e com a duração de %scepter_barrier_duration%s. Este efeito pode ativar-se uma vez a cada %scepter_barrier_cooldown%s e o intervalo entre ativações não pode ser alterado."
		"DOTA_Tooltip_ability_obsidian_destroyer_equilibrium_Facet_obsidian_destroyer_obsidian_decimator"		"Quando Essence Flux restaura mana, também aumenta temporariamente o máximo de mana."
		"DOTA_Tooltip_ability_obsidian_destroyer_equilibrium_Note0"					"O efeito Break impede que o efeito de Aghanim's Scepter se ative."
		"DOTA_Tooltip_ability_obsidian_destroyer_equilibrium_scepter_heal_duration"	"DURAÇÃO DA BARREIRA:"
		"DOTA_Tooltip_ability_obsidian_destroyer_equilibrium_scepter_heal_cooldown"	"INTERVALO ENTRE BARREIRAS:"
		"DOTA_Tooltip_ability_obsidian_destroyer_equilibrium_mana_increase"			"%AUMENTO DE MANA MÁX.:"
		"DOTA_Tooltip_ability_obsidian_destroyer_equilibrium_mana_increase_duration" "DURAÇÃO DO AUMENTO DE MANA:"
		

		"DOTA_Tooltip_ability_obsidian_destroyer_equilibrium_Lore"		"O Mundo Exterior está repleto de energia arcana, prestes a transbordar pelos riftes de Harbinger."
		"DOTA_Tooltip_ability_obsidian_destroyer_equilibrium_proc_chance"		"%PROBABILIDADE:"
		"DOTA_Tooltip_ability_obsidian_destroyer_equilibrium_mana_restore"		"%PERCENT. DO MÁX. DE MANA RESTAURADA:"
		"DOTA_Tooltip_ability_obsidian_destroyer_sanity_eclipse"					"Sanity's Eclipse"
		"DOTA_Tooltip_ability_obsidian_destroyer_sanity_eclipse_Description"			"Lança uma explosão psíquica que causa dano a inimigos com base na diferença entre a mana do Outworld Destroyer e a mana do alvo. Sanity's Eclipse pode atingir unidades aprisionadas por Astral Imprisonment. Causa dano adicional a ilusões."		
		"DOTA_Tooltip_ability_obsidian_destroyer_sanity_eclipse_Facet_obsidian_destroyer_overwhelming_devourer"	"Heróis afetados recebem um debuff de alergia a mana durante %debuff_duration% segundos, que faz com que curem Outworld Destroyer sempre que usarem uma habilidade."
		"DOTA_Tooltip_ability_obsidian_destroyer_sanity_eclipse_Lore"				"Quando um cristal do Mundo Exterior rebenta, energias cataclísmicas são libertadas e as reverberações deste poder são sentidas interdimensionalmente."
		"DOTA_Tooltip_ability_obsidian_destroyer_sanity_eclipse_base_damage"		"DANO BASE:"
		"DOTA_Tooltip_ability_obsidian_destroyer_sanity_eclipse_damage_multiplier"	"MULTIPLICADOR DE DIFERENÇA DE MANA:"
		"DOTA_Tooltip_ability_obsidian_destroyer_sanity_eclipse_radius"				"RAIO:"
		"DOTA_Tooltip_ability_obsidian_destroyer_sanity_eclipse_cast_range"			"ALCANCE DE USO:"
//		"DOTA_Tooltip_ability_obsidian_destroyer_sanity_eclipse_percentage_damage"	"%MANA AS DAMAGE:"
		"DOTA_Tooltip_ability_obsidian_destroyer_sanity_eclipse_percentage_heal"	"%MANA COMO CURA:"
		"DOTA_Tooltip_ability_obsidian_destroyer_sanity_eclipse_illusion_bonus_damage" "%DANO EM ILUSÕES:"
		"DOTA_Tooltip_ability_obsidian_destroyer_sanity_eclipse_Note0"				"Não causa dano a creeps ou unidades neutras."

		"DOTA_Tooltip_modifier_obsidian_destroyer_essence_aura_effect"						"Essence Aura"
		"DOTA_Tooltip_modifier_obsidian_destroyer_essence_aura_effect_Description"			"Após usares uma habilidade, tens uma probabilidade de recuperar uma percentagem da tua reserva de mana."
		"DOTA_Tooltip_modifier_obsidian_destroyer_equilibrium_barrier"							"Barreira de Essence Flux"
		"DOTA_Tooltip_modifier_obsidian_destroyer_equilibrium_barrier_Description"				"A mana desta unidade foi convertida numa barreira contra dano."
		"DOTA_Tooltip_modifier_obsidian_destroyer_astral_imprisonment_buff_counter"					"Roubo de Inteligência"
		"DOTA_Tooltip_modifier_obsidian_destroyer_astral_imprisonment_buff_counter_Description"		"A roubar %dMODIFIER_PROPERTY_TOOLTIP% de inteligência dos inimigos."
		"DOTA_Tooltip_modifier_obsidian_destroyer_astral_imprisonment_debuff_counter"				"Roubo de Inteligência"
		"DOTA_Tooltip_modifier_obsidian_destroyer_astral_imprisonment_debuff_counter_Description"	"A perder %dMODIFIER_PROPERTY_TOOLTIP% de inteligência por causa do Outworld Destroyer."
		"DOTA_Tooltip_modifier_obsidian_destroyer_astral_imprisonment_prison"				"Astral Imprisonment"
		"DOTA_Tooltip_modifier_obsidian_destroyer_astral_imprisonment_prison_Description"	"Fechado numa Astral Prison, incapaz de interagir ou de ser afetado por outras ações."
		"DOTA_Tooltip_modifier_obsidian_destroyer_astral_imprisonment_charge_counter"	"Cargas - Astral Imprisonment"
		"DOTA_Tooltip_modifier_obsidian_destroyer_astral_imprisonment_charge_counter_Description"	"Podes usar Astral Imprisonment sempre que houver uma carga disponível."
		"DOTA_Tooltip_modifier_obsidian_destroyer_sanity_eclipse_charge"	"Cargas - Sanity's Eclipse"
		"DOTA_Tooltip_modifier_obsidian_destroyer_sanity_eclipse_charge_Description"	"Máximo de mana aumentado em %dMODIFIER_PROPERTY_MANA_BONUS%."
		"DOTA_Tooltip_modifier_obsidian_destroyer_mana_allergy"				"Alergia a mana"
		"DOTA_Tooltip_modifier_obsidian_destroyer_mana_allergy_Description"	"Usar uma habilidade ou um item irá curar Outworld Destroyer."
		
		"DOTA_Tooltip_modifier_obsidian_destroyer_arcane_orb_buff_counter"	"Arcane Orb"
		"DOTA_Tooltip_modifier_obsidian_destroyer_arcane_orb_buff_counter_Description"	"A roubar %dMODIFIER_PROPERTY_STATS_INTELLECT_BONUS% de Inteligência."

		"DOTA_Tooltip_modifier_obsidian_destroyer_arcane_orb_debuff_counter"	"Arcane Orb"
		"DOTA_Tooltip_modifier_obsidian_destroyer_arcane_orb_debuff_counter_Description"	"Inteligência perdida: %dMODIFIER_PROPERTY_STATS_INTELLECT_BONUS%"

		"DOTA_Tooltip_modifier_obsidian_destroyer_equilibrium_active"	"Essence Flux"
		"DOTA_Tooltip_modifier_obsidian_destroyer_equilibrium_active_Description"	"Todo o dano causado reduz a rapidez de movimento do inimigo."

		"DOTA_Tooltip_modifier_obsidian_destroyer_equilibrium_debuff"						"Essence Flux"
		"DOTA_Tooltip_modifier_obsidian_destroyer_equilibrium_debuff_Description"			"Abrandado em %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."

		"DOTA_Tooltip_modifier_obsidian_destroyer_equilibrium_debuff_counter"  				"Astral Imprisonment"
		"DOTA_Tooltip_modifier_obsidian_destroyer_equilibrium_debuff_counter_Description"  	"Máximo de mana reduzido em %dMODIFIER_PROPERTY_TOOLTIP%."
		"DOTA_Tooltip_modifier_obsidian_destroyer_equilibrium_buff_counter"  				"Astral Imprisonment"
		"DOTA_Tooltip_modifier_obsidian_destroyer_equilibrium_buff_counter_Description"  	"A roubar %dMODIFIER_PROPERTY_TOOLTIP% do máximo de mana."			

		"DOTA_Tooltip_Facet_obsidian_destroyer_overwhelming_devourer"						"Overwhelming Devourer"
		"DOTA_Tooltip_Facet_obsidian_destroyer_overwhelming_devourer_Description"			"Heróis afetados por Astral Imprisonment e Sanity's Eclipse curam Outworld Destroyer sempre que usarem uma habilidade."
		"DOTA_Tooltip_Facet_obsidian_destroyer_obsidian_decimator"					"Obsidian Decimator"		
		"DOTA_Tooltip_Facet_obsidian_destroyer_obsidian_decimator_Description"						"Quando Essence Flux restaura mana, também aumenta temporariamente o máximo de mana."

		"DOTA_Tooltip_modifier_obsidian_destroyer_stackingbonusmana"				"Obsidian Decimator"
		"DOTA_Tooltip_modifier_obsidian_destroyer_stackingbonusmana_Description"	"Máximo de mana aumentado em %dMODIFIER_PROPERTY_EXTRA_MANA_PERCENTAGE%%%."
		// Lycan
		"DOTA_Tooltip_ability_lycan_summon_wolves"									"Summon Wolves"
		"DOTA_Tooltip_ability_lycan_summon_wolves_Lore"								"O mesmo encantamento que corrompeu o seu ser também invoca familiares caninos."
		"DOTA_Tooltip_ability_lycan_summon_wolves_Description"						"Invoca %wolf_count% lobos para ajudarem o Lycan na batalha. A nível 3, os lobos têm invisibilidade permanente e a nível 4 têm a habilidade Cripple (20% de probabilidade de causar 8 de dano por segundo e remover 60 de rapidez de ataque durante 4 segundos)."
		"DOTA_Tooltip_ability_lycan_summon_wolves_Facet_lycan_spirit_wolves"		"Os lobos invocados são espíritos invulneráveis e incontroláveis que não atacam, mas concedem bónus de vida e de dano ao Lycan."
		"DOTA_Tooltip_ability_lycan_summon_wolves_Facet_lycan_alpha_wolves"		"Nível máximo aumentado para %max_level%. A nível 5, os lobos têm a habilidade Hamstring, que faz com que os ataques dos lobos prendam inimigos ao chão e causem mais dano físico contra inimigos mordidos. A nível 6, os lobos têm a habilidade Hightail, que lhes permite deslocar através de unidades e obstáculos, para além de lhes conceder mais evasão, rapidez de movimento e rapidez de ataque."
		"DOTA_Tooltip_ability_lycan_summon_wolves_shard_description"				"Faz com que um dos reforços de creeps da tua equipa inclua um lobo que não pode controlado. Estes lobos podem fazer com que torres ataquem mais lentamente (efeito Cripple)."
		"DOTA_Tooltip_ability_lycan_summon_wolves_Note1"							"Os lobos têm 70% de resistência a dano mágico."
		"DOTA_Tooltip_ability_lycan_summon_wolves_Note2"							"Usar esta habilidade irá substituir os lobos ativos no momento."
		"DOTA_Tooltip_ability_lycan_summon_wolves_wolf_duration"					"DURAÇÃO:"
		"DOTA_Tooltip_ability_lycan_summon_wolves_wolf_bat"							"TEMPO DE ATAQUE BASE:"
		"DOTA_Tooltip_ability_lycan_summon_wolves_wolf_damage"						"DANO:"
		"DOTA_Tooltip_ability_lycan_summon_wolves_wolf_hp"							"VIDA:"
		//"DOTA_Tooltip_ability_lycan_summon_wolves_bonus_armor"					"ARMOR:"
		"DOTA_Tooltip_ability_lycan_summon_wolves_wolf_count"						"NÚMERO DE LOBOS:"
		"DOTA_Tooltip_ability_lycan_summon_wolves_health_per_wolf"					"BÓNUS DE VIDA P/ LOBO:"
		"DOTA_Tooltip_ability_lycan_summon_wolves_damage_per_wolf"					"AUMENTO DE DANO BASE P/ LOBO:"

		"DOTA_Tooltip_ability_lycan_howl"											"Howl"
		"DOTA_Tooltip_ability_lycan_howl_Lore"										"Uivos horripilantes alertam os oponentes que Banehallow está entre eles."		
		"DOTA_Tooltip_ability_lycan_howl_Description"								"Reduz a armadura e o dano de ataque a todos os inimigos dentro de %radius% de alcance do Lycan e dos lobos dele. Durante a noite, a redução tem um alcance global."
		"DOTA_Tooltip_ability_lycan_howl_Facet_lycan_alpha_wolves"				"Nível máximo reduzido para %max_level%."
		"DOTA_Tooltip_ability_lycan_howl_howl_duration"								"DURAÇÃO:"
		"DOTA_Tooltip_ability_lycan_howl_fear_duration"								"DURAÇÃO DO ESTADO ATERRORIZADO:"
		"DOTA_Tooltip_ability_lycan_howl_attack_damage_reduction"					"%REDUÇÃO DE DANO DE ATAQUE:"
		"DOTA_Tooltip_ability_lycan_howl_armor"										"REDUÇÃO DE ARMADURA:"
		"DOTA_Tooltip_ability_lycan_feral_impulse"									"Feral Impulse"
		"DOTA_Tooltip_ability_lycan_feral_impulse_Facet_lycan_alpha_wolves"				"Nível máximo reduzido para %max_level%."
		"DOTA_Tooltip_ability_lycan_feral_impulse_Lore"								"A sua simbiose animalesca com a forma canina dá a Banehallow habilidades de caça e reflexos desenvolvidos."
		"DOTA_Tooltip_ability_lycan_feral_impulse_Description"						"Aumenta a regeneração de vida e o dano de Lycan e de todas as unidades sob o seu controlo."
		"DOTA_Tooltip_ability_lycan_feral_impulse_radius"							"RAIO:"
		"DOTA_Tooltip_ability_lycan_feral_impulse_bonus_damage"						"%BÓNUS DE DANO:"
		"DOTA_Tooltip_ability_lycan_feral_impulse_bonus_hp_regen"					"BÓNUS DE REGEN. DE VIDA:"

		"DOTA_Tooltip_ability_lycan_shapeshift"										"Shapeshift"
		"DOTA_Tooltip_ability_lycan_shapeshift_Lore"								"Para sempre um escravo da sua licantropia, Banehallow tem vindo a aceitar a sua maldição e a compreender a sua própria ferocidade."
		"DOTA_Tooltip_ability_lycan_shapeshift_Description"							"Lycan assume a sua forma lupina, o que lhe concede golpes críticos e visão adicional à noite. Durante Shapeshift, Lycan desloca-se mais rapidamente e não pode ser abrandado."

		"DOTA_Tooltip_ability_lycan_shapeshift_facet_lycan_pack_leader"				"Os bónus de rapidez de movimento e dano crítico são também aplicados a todas as unidades sob o controlo do Lycan. Heróis inimigos mortos por Lycan ou pelas suas unidades adicionam %kill_duration_extension%s à duração de Shapeshift."


		"DOTA_Tooltip_ability_lycan_shapeshift_Note0"								"Habilidades do tipo Hex não removem o bónus de rapidez de movimento."
		"DOTA_Tooltip_ability_lycan_shapeshift_Note1"								"Lycan tem um tamanho de colisão mais pequeno neste estado."
		"DOTA_Tooltip_ability_lycan_shapeshift_duration"							"DURAÇÃO:"
		"DOTA_Tooltip_ability_lycan_shapeshift_speed"								"RAPIDEZ DE MOVIMENTO (SHAPESHIFT):"
